"Step","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma1.0-lam1.0-01161659 - response_length/main_chain/mean","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma1.0-lam1.0-01161659 - response_length/main_chain/mean__MIN","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma1.0-lam1.0-01161659 - response_length/main_chain/mean__MAX","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma3.0-lam1.0-01161659 - response_length/main_chain/mean","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma3.0-lam1.0-01161659 - response_length/main_chain/mean__MIN","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma3.0-lam1.0-01161659 - response_length/main_chain/mean__MAX","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - response_length/main_chain/mean","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - response_length/main_chain/mean__MIN","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - response_length/main_chain/mean__MAX"
"556","328.15625","328.15625","328.15625","405.81640625","405.81640625","405.81640625","361","361","361"
"557","304.9444580078125","304.9444580078125","304.9444580078125","413.51251220703125","413.51251220703125","413.51251220703125","319.77630615234375","319.77630615234375","319.77630615234375"
"558","368.765625","368.765625","368.765625","416.4153137207031","416.4153137207031","416.4153137207031","369.133056640625","369.133056640625","369.133056640625"
"559","319.875","319.875","319.875","419.3999938964844","419.3999938964844","419.3999938964844","341.9398193359375","341.9398193359375","341.9398193359375"
"560","315.6358642578125","315.6358642578125","315.6358642578125","394.8489685058594","394.8489685058594","394.8489685058594","331.7163391113281","331.7163391113281","331.7163391113281"
"561","321.9051818847656","321.9051818847656","321.9051818847656","411.84051513671875","411.84051513671875","411.84051513671875","338.239990234375","338.239990234375","338.239990234375"
"562","297.6990661621094","297.6990661621094","297.6990661621094","424.7608642578125","424.7608642578125","424.7608642578125","344.21759033203125","344.21759033203125","344.21759033203125"
"563","322.3552551269531","322.3552551269531","322.3552551269531","391.25","391.25","391.25","316.3894348144531","316.3894348144531","316.3894348144531"
"564","344.98077392578125","344.98077392578125","344.98077392578125","465.4866027832031","465.4866027832031","465.4866027832031","377.9112854003906","377.9112854003906","377.9112854003906"
"565","272.4715881347656","272.4715881347656","272.4715881347656","395.9375","395.9375","395.9375","301.89166259765625","301.89166259765625","301.89166259765625"
"566","338.6704406738281","338.6704406738281","338.6704406738281","438.7259521484375","438.7259521484375","438.7259521484375","353.6547546386719","353.6547546386719","353.6547546386719"
"567","345.0242004394531","345.0242004394531","345.0242004394531","424.3616027832031","424.3616027832031","424.3616027832031","355.8846130371094","355.8846130371094","355.8846130371094"
"568","323.5062561035156","323.5062561035156","323.5062561035156","434.140625","434.140625","434.140625","324.3028869628906","324.3028869628906","324.3028869628906"
"569","312.8579406738281","312.8579406738281","312.8579406738281","419.4886474609375","419.4886474609375","419.4886474609375","344.2329406738281","344.2329406738281","344.2329406738281"
"570","326.4464416503906","326.4464416503906","326.4464416503906","435.4861145019531","435.4861145019531","435.4861145019531","353.2124938964844","353.2124938964844","353.2124938964844"
"571","326.2604064941406","326.2604064941406","326.2604064941406","442.4083251953125","442.4083251953125","442.4083251953125","354.0178527832031","354.0178527832031","354.0178527832031"
"572","334.0249938964844","334.0249938964844","334.0249938964844","433.3450012207031","433.3450012207031","433.3450012207031","319.864990234375","319.864990234375","319.864990234375"
"573","321.59051513671875","321.59051513671875","321.59051513671875","417.26171875","417.26171875","417.26171875","339.3660583496094","339.3660583496094","339.3660583496094"
"574","322.46429443359375","322.46429443359375","322.46429443359375","432.5677185058594","432.5677185058594","432.5677185058594","323.0852355957031","323.0852355957031","323.0852355957031"
"575","290.8571472167969","290.8571472167969","290.8571472167969","394.9615478515625","394.9615478515625","394.9615478515625","302.8489685058594","302.8489685058594","302.8489685058594"
"576","361.796875","361.796875","361.796875","425.4130554199219","425.4130554199219","425.4130554199219","349.2109375","349.2109375","349.2109375"
"577","374.256591796875","374.256591796875","374.256591796875","433.8194580078125","433.8194580078125","433.8194580078125","345.5572814941406","345.5572814941406","345.5572814941406"
"578","306.2644348144531","306.2644348144531","306.2644348144531","416.489990234375","416.489990234375","416.489990234375","312.8055419921875","312.8055419921875","312.8055419921875"
"579","360.80950927734375","360.80950927734375","360.80950927734375","427.24554443359375","427.24554443359375","427.24554443359375","341.8858642578125","341.8858642578125","341.8858642578125"
"580","331.625","331.625","331.625","414.1902160644531","414.1902160644531","414.1902160644531","333.4285583496094","333.4285583496094","333.4285583496094"
"581","366.84869384765625","366.84869384765625","366.84869384765625","453.8269348144531","453.8269348144531","453.8269348144531","353.228271484375","353.228271484375","353.228271484375"
"582","352.3355407714844","352.3355407714844","352.3355407714844","438.6342468261719","438.6342468261719","438.6342468261719","336.0113525390625","336.0113525390625","336.0113525390625"
"583","328.4305419921875","328.4305419921875","328.4305419921875","442.5301818847656","442.5301818847656","442.5301818847656","341.7250061035156","341.7250061035156","341.7250061035156"
"584","309.6796875","309.6796875","309.6796875","440.1847839355469","440.1847839355469","440.1847839355469","338.2875061035156","338.2875061035156","338.2875061035156"
"585","316.1388854980469","316.1388854980469","316.1388854980469","385.31732177734375","385.31732177734375","385.31732177734375","282.3260803222656","282.3260803222656","282.3260803222656"
"586","330.92498779296875","330.92498779296875","330.92498779296875","421.3223571777344","421.3223571777344","421.3223571777344","337.125","337.125","337.125"
"587","325.375","325.375","325.375","434.625","434.625","434.625","320.4802551269531","320.4802551269531","320.4802551269531"
"588","317.65130615234375","317.65130615234375","317.65130615234375","424.3489685058594","424.3489685058594","424.3489685058594","314.42498779296875","314.42498779296875","314.42498779296875"
"589","298.04998779296875","298.04998779296875","298.04998779296875","417.9602355957031","417.9602355957031","417.9602355957031","349.1534118652344","349.1534118652344","349.1534118652344"
"590","299.93182373046875","299.93182373046875","299.93182373046875","423.262939453125","423.262939453125","423.262939453125","331.92498779296875","331.92498779296875","331.92498779296875"
"591","328.1187438964844","328.1187438964844","328.1187438964844","423.762939453125","423.762939453125","423.762939453125","385","385","385"
"592","316.65625","316.65625","316.65625","466.2934875488281","466.2934875488281","466.2934875488281","334.1736145019531","334.1736145019531","334.1736145019531"
"593","316.8690490722656","316.8690490722656","316.8690490722656","446.19500732421875","446.19500732421875","446.19500732421875","367.2708435058594","367.2708435058594","367.2708435058594"
"594","295.01190185546875","295.01190185546875","295.01190185546875","447.2013854980469","447.2013854980469","447.2013854980469","313.797607421875","313.797607421875","313.797607421875"
"595","297.96527099609375","297.96527099609375","297.96527099609375","426.86309814453125","426.86309814453125","426.86309814453125","357.80767822265625","357.80767822265625","357.80767822265625"
"596","329.2329406738281","329.2329406738281","329.2329406738281","451.19195556640625","451.19195556640625","451.19195556640625","355.7650146484375","355.7650146484375","355.7650146484375"
"597","337.76470947265625","337.76470947265625","337.76470947265625","435.9034118652344","435.9034118652344","435.9034118652344","331.8194580078125","331.8194580078125","331.8194580078125"
"598","307.375","307.375","307.375","406.30767822265625","406.30767822265625","406.30767822265625","330.2386474609375","330.2386474609375","330.2386474609375"
"599","349.6145935058594","349.6145935058594","349.6145935058594","465.271728515625","465.271728515625","465.271728515625","371.6704406738281","371.6704406738281","371.6704406738281"
"600","327.5","327.5","327.5","441.46875","441.46875","441.46875","377.8263854980469","377.8263854980469","377.8263854980469"
"601","359.9619445800781","359.9619445800781","359.9619445800781","435.3579406738281","435.3579406738281","435.3579406738281","388.9100036621094","388.9100036621094","388.9100036621094"
"602","343.11029052734375","343.11029052734375","343.11029052734375","417.8399963378906","417.8399963378906","417.8399963378906","351.70001220703125","351.70001220703125","351.70001220703125"
"603","339.478271484375","339.478271484375","339.478271484375","440.421875","440.421875","440.421875","351","351","351"
"604","298.25","298.25","298.25","396.5108642578125","396.5108642578125","396.5108642578125","326.0560302734375","326.0560302734375","326.0560302734375"
"605","292.1153869628906","292.1153869628906","292.1153869628906","421.59375","421.59375","421.59375","343.4802551269531","343.4802551269531","343.4802551269531"
"606","324.36248779296875","324.36248779296875","324.36248779296875","454.5989685058594","454.5989685058594","454.5989685058594","370.6319580078125","370.6319580078125","370.6319580078125"
"607","379.93939208984375","379.93939208984375","379.93939208984375","482.0258483886719","482.0258483886719","482.0258483886719","411.4596862792969","411.4596862792969","411.4596862792969"
"608","316.1796875","316.1796875","316.1796875","421.77777099609375","421.77777099609375","421.77777099609375","345.83929443359375","345.83929443359375","345.83929443359375"
"609","367.078125","367.078125","367.078125","507.7934875488281","507.7934875488281","507.7934875488281","383.55999755859375","383.55999755859375","383.55999755859375"
"610","320.618408203125","320.618408203125","320.618408203125","452.4624938964844","452.4624938964844","452.4624938964844","391.9398193359375","391.9398193359375","391.9398193359375"
"611","338.1428527832031","338.1428527832031","338.1428527832031","437.27154541015625","437.27154541015625","437.27154541015625","366.8548278808594","366.8548278808594","366.8548278808594"
"612","345.1145935058594","345.1145935058594","345.1145935058594","448.8846130371094","448.8846130371094","448.8846130371094","378.50567626953125","378.50567626953125","378.50567626953125"
"613","347.34210205078125","347.34210205078125","347.34210205078125","442.3206481933594","442.3206481933594","442.3206481933594","376.49456787109375","376.49456787109375","376.49456787109375"
"614","351.4090881347656","351.4090881347656","351.4090881347656","390","390","390","332.84869384765625","332.84869384765625","332.84869384765625"
"615","359.3060302734375","359.3060302734375","359.3060302734375","437.23162841796875","437.23162841796875","437.23162841796875","401.4861145019531","401.4861145019531","401.4861145019531"
"616","292.8083190917969","292.8083190917969","292.8083190917969","415.7875061035156","415.7875061035156","415.7875061035156","378.4886474609375","378.4886474609375","378.4886474609375"
"617","359.3854064941406","359.3854064941406","359.3854064941406","494.2349853515625","494.2349853515625","494.2349853515625","390.2760314941406","390.2760314941406","390.2760314941406"
"618","330.63067626953125","330.63067626953125","330.63067626953125","461.8900146484375","461.8900146484375","461.8900146484375","378.5400085449219","378.5400085449219","378.5400085449219"
"619","320.452392578125","320.452392578125","320.452392578125","429.0462951660156","429.0462951660156","429.0462951660156","374.5723571777344","374.5723571777344","374.5723571777344"
"620","311.7608642578125","311.7608642578125","311.7608642578125","400.1666564941406","400.1666564941406","400.1666564941406","335.3035583496094","335.3035583496094","335.3035583496094"
"621","311.2875061035156","311.2875061035156","311.2875061035156","422.6956481933594","422.6956481933594","422.6956481933594","329.09375","329.09375","329.09375"
"622","326.2265625","326.2265625","326.2265625","432.7960510253906","432.7960510253906","432.7960510253906","343.18499755859375","343.18499755859375","343.18499755859375"
"623","336.73809814453125","336.73809814453125","336.73809814453125","395.6153869628906","395.6153869628906","395.6153869628906","339.8839416503906","339.8839416503906","339.8839416503906"
"624","337.8452453613281","337.8452453613281","337.8452453613281","459.71875","459.71875","459.71875","365.7403869628906","365.7403869628906","365.7403869628906"
"625","321.37982177734375","321.37982177734375","321.37982177734375","420.3839416503906","420.3839416503906","420.3839416503906","348.96875","348.96875","348.96875"
"626","317.7916564941406","317.7916564941406","317.7916564941406","468.89129638671875","468.89129638671875","468.89129638671875","338.4855651855469","338.4855651855469","338.4855651855469"
"627","361.7797546386719","361.7797546386719","361.7797546386719","468.99432373046875","468.99432373046875","468.99432373046875","355.78570556640625","355.78570556640625","355.78570556640625"
"628","361.4147644042969","361.4147644042969","361.4147644042969","463.1354064941406","463.1354064941406","463.1354064941406","368.73126220703125","368.73126220703125","368.73126220703125"
"629","294.4464416503906","294.4464416503906","294.4464416503906","410.7901916503906","410.7901916503906","410.7901916503906","341.75","341.75","341.75"
"630","311.9375","311.9375","311.9375","499.125","499.125","499.125","353.9090881347656","353.9090881347656","353.9090881347656"
"631","361.6916809082031","361.6916809082031","361.6916809082031","432.13751220703125","432.13751220703125","432.13751220703125","344.0989685058594","344.0989685058594","344.0989685058594"
"632","328.5562438964844","328.5562438964844","328.5562438964844","462.2532958984375","462.2532958984375","462.2532958984375","360.73077392578125","360.73077392578125","360.73077392578125"
"633","309.0050048828125","309.0050048828125","309.0050048828125","442.28570556640625","442.28570556640625","442.28570556640625","331.94195556640625","331.94195556640625","331.94195556640625"
"634","310.79412841796875","310.79412841796875","310.79412841796875","408.396728515625","408.396728515625","408.396728515625","302.7685241699219","302.7685241699219","302.7685241699219"
"635","334.0909118652344","334.0909118652344","334.0909118652344","425.0927429199219","425.0927429199219","425.0927429199219","362.1157531738281","362.1157531738281","362.1157531738281"
"636","333.3881530761719","333.3881530761719","333.3881530761719","493.8125","493.8125","493.8125","321.75","321.75","321.75"
"637","319.5380554199219","319.5380554199219","319.5380554199219","461.3148193359375","461.3148193359375","461.3148193359375","343.3697814941406","343.3697814941406","343.3697814941406"
"638","336.8238525390625","336.8238525390625","336.8238525390625","485.5416564941406","485.5416564941406","485.5416564941406","375.4342041015625","375.4342041015625","375.4342041015625"
"639","331.84722900390625","331.84722900390625","331.84722900390625","458.0562438964844","458.0562438964844","458.0562438964844","360.671875","360.671875","360.671875"
"640","334.80767822265625","334.80767822265625","334.80767822265625","463.3641357421875","463.3641357421875","463.3641357421875","381.35870361328125","381.35870361328125","381.35870361328125"
"641","386.2291564941406","386.2291564941406","386.2291564941406","472.2980651855469","472.2980651855469","472.2980651855469","396.53125","396.53125","396.53125"
"642","348.16876220703125","348.16876220703125","348.16876220703125","446.271728515625","446.271728515625","446.271728515625","379.9150085449219","379.9150085449219","379.9150085449219"
"643","340.6157531738281","340.6157531738281","340.6157531738281","433.6388854980469","433.6388854980469","433.6388854980469","367.1071472167969","367.1071472167969","367.1071472167969"
"644","353.3529357910156","353.3529357910156","353.3529357910156","490.9761962890625","490.9761962890625","490.9761962890625","386.68267822265625","386.68267822265625","386.68267822265625"
"645","363.4464416503906","363.4464416503906","363.4464416503906","452.5464172363281","452.5464172363281","452.5464172363281","377.9072570800781","377.9072570800781","377.9072570800781"
"646","341.6990661621094","341.6990661621094","341.6990661621094","467.73077392578125","467.73077392578125","467.73077392578125","418.6778869628906","418.6778869628906","418.6778869628906"
"647","316.73077392578125","316.73077392578125","316.73077392578125","394.54779052734375","394.54779052734375","394.54779052734375","374.4333190917969","374.4333190917969","374.4333190917969"
"648","363.0249938964844","363.0249938964844","363.0249938964844","436.4041748046875","436.4041748046875","436.4041748046875","358.5603332519531","358.5603332519531","358.5603332519531"
"649","336.0735168457031","336.0735168457031","336.0735168457031","457.13043212890625","457.13043212890625","457.13043212890625","341.5520935058594","341.5520935058594","341.5520935058594"
"650","370.183837890625","370.183837890625","370.183837890625","503.05682373046875","503.05682373046875","503.05682373046875","401.0592041015625","401.0592041015625","401.0592041015625"
"651","348.4239196777344","348.4239196777344","348.4239196777344","458.2550048828125","458.2550048828125","458.2550048828125","408.1319580078125","408.1319580078125","408.1319580078125"
"652","366.1710510253906","366.1710510253906","366.1710510253906","446.5249938964844","446.5249938964844","446.5249938964844","403.31549072265625","403.31549072265625","403.31549072265625"
"653","304.7045593261719","304.7045593261719","304.7045593261719","419.875","419.875","419.875","364.9821472167969","364.9821472167969","364.9821472167969"
"654","374.9453125","374.9453125","374.9453125","453.993408203125","453.993408203125","453.993408203125","432.1388854980469","432.1388854980469","432.1388854980469"
"655","311.34375","311.34375","311.34375","434.3489685058594","434.3489685058594","434.3489685058594","403.7950134277344","403.7950134277344","403.7950134277344"
"656","363.5657958984375","363.5657958984375","363.5657958984375","385.95001220703125","385.95001220703125","385.95001220703125","364.3636474609375","364.3636474609375","364.3636474609375"
"657","330.21429443359375","330.21429443359375","330.21429443359375","448.5133972167969","448.5133972167969","448.5133972167969","367.796875","367.796875","367.796875"
"658","355.64373779296875","355.64373779296875","355.64373779296875","456.625","456.625","456.625","402.6704406738281","402.6704406738281","402.6704406738281"
"659","299.3465881347656","299.3465881347656","299.3465881347656","379.6363525390625","379.6363525390625","379.6363525390625","333.2013854980469","333.2013854980469","333.2013854980469"
"660","308.21875","308.21875","308.21875","365.203125","365.203125","365.203125","383.6176452636719","383.6176452636719","383.6176452636719"
"661","333.28289794921875","333.28289794921875","333.28289794921875","395.8355407714844","395.8355407714844","395.8355407714844","357.103271484375","357.103271484375","357.103271484375"
"662","355.7573547363281","355.7573547363281","355.7573547363281","400.1739196777344","400.1739196777344","400.1739196777344","388.71875","388.71875","388.71875"
"663","317.30499267578125","317.30499267578125","317.30499267578125","396.5601806640625","396.5601806640625","396.5601806640625","362.99139404296875","362.99139404296875","362.99139404296875"
"664","389.3194580078125","389.3194580078125","389.3194580078125","432.0144348144531","432.0144348144531","432.0144348144531","365.2650146484375","365.2650146484375","365.2650146484375"
"665","299.172607421875","299.172607421875","299.172607421875","407.51470947265625","407.51470947265625","407.51470947265625","323.875","323.875","323.875"
"666","362.09210205078125","362.09210205078125","362.09210205078125","370.5721130371094","370.5721130371094","370.5721130371094","350.5833435058594","350.5833435058594","350.5833435058594"
"667","309.6118469238281","309.6118469238281","309.6118469238281","362.55682373046875","362.55682373046875","362.55682373046875","381.3611145019531","381.3611145019531","381.3611145019531"
"668","385.72222900390625","385.72222900390625","385.72222900390625","407.271728515625","407.271728515625","407.271728515625","394.44500732421875","394.44500732421875","394.44500732421875"
"669","332.7960510253906","332.7960510253906","332.7960510253906","394.2644348144531","394.2644348144531","394.2644348144531","368.3194580078125","368.3194580078125","368.3194580078125"
"670","298.7884521484375","298.7884521484375","298.7884521484375","379.6428527832031","379.6428527832031","379.6428527832031","346.5799865722656","346.5799865722656","346.5799865722656"
"671","320.9926452636719","320.9926452636719","320.9926452636719","350.61248779296875","350.61248779296875","350.61248779296875","343.1312561035156","343.1312561035156","343.1312561035156"
"672","345.9427185058594","345.9427185058594","345.9427185058594","390.5555419921875","390.5555419921875","390.5555419921875","360.07501220703125","360.07501220703125","360.07501220703125"
"673","335.5340881347656","335.5340881347656","335.5340881347656","371.9510803222656","371.9510803222656","371.9510803222656","357.9921875","357.9921875","357.9921875"
"674","332.2173767089844","332.2173767089844","332.2173767089844","390.8894348144531","390.8894348144531","390.8894348144531","342.046875","342.046875","342.046875"
"675","316.4402160644531","316.4402160644531","316.4402160644531","386.3616027832031","386.3616027832031","386.3616027832031","365.72845458984375","365.72845458984375","365.72845458984375"
"676","330.7699890136719","330.7699890136719","330.7699890136719","398.8060302734375","398.8060302734375","398.8060302734375","353.765625","353.765625","353.765625"
"677","337.0560302734375","337.0560302734375","337.0560302734375","371.58795166015625","371.58795166015625","371.58795166015625","352.88067626953125","352.88067626953125","352.88067626953125"
"678","351.96527099609375","351.96527099609375","351.96527099609375","355.1650085449219","355.1650085449219","355.1650085449219","365.9821472167969","365.9821472167969","365.9821472167969"
"679","348.2894592285156","348.2894592285156","348.2894592285156","366.49456787109375","366.49456787109375","366.49456787109375","373.9407958984375","373.9407958984375","373.9407958984375"
"680","345.9259338378906","345.9259338378906","345.9259338378906","412.5646667480469","412.5646667480469","412.5646667480469","396.9471130371094","396.9471130371094","396.9471130371094"
"681","314.3858642578125","314.3858642578125","314.3858642578125","327.2731628417969","327.2731628417969","327.2731628417969","314.3881530761719","314.3881530761719","314.3881530761719"
"682","342.5729064941406","342.5729064941406","342.5729064941406","392.7215881347656","392.7215881347656","392.7215881347656","364.0597839355469","364.0597839355469","364.0597839355469"
"683","368.3611145019531","368.3611145019531","368.3611145019531","376.5555419921875","376.5555419921875","376.5555419921875","375.5443420410156","375.5443420410156","375.5443420410156"
"684","304.5","304.5","304.5","335.3500061035156","335.3500061035156","335.3500061035156","332.65625","332.65625","332.65625"
"685","321.4125061035156","321.4125061035156","321.4125061035156","365.8863525390625","365.8863525390625","365.8863525390625","380.4322814941406","380.4322814941406","380.4322814941406"
"686","379.54327392578125","379.54327392578125","379.54327392578125","370.5517272949219","370.5517272949219","370.5517272949219","409.5799865722656","409.5799865722656","409.5799865722656"
"687","324.46759033203125","324.46759033203125","324.46759033203125","338.6583251953125","338.6583251953125","338.6583251953125","355.515625","355.515625","355.515625"
"688","355.46527099609375","355.46527099609375","355.46527099609375","347.9049987792969","347.9049987792969","347.9049987792969","363.78289794921875","363.78289794921875","363.78289794921875"
"689","342.1499938964844","342.1499938964844","342.1499938964844","434.23333740234375","434.23333740234375","434.23333740234375","382.5249938964844","382.5249938964844","382.5249938964844"
"690","323.7562561035156","323.7562561035156","323.7562561035156","369.0952453613281","369.0952453613281","369.0952453613281","355.21710205078125","355.21710205078125","355.21710205078125"
"691","409.5735168457031","409.5735168457031","409.5735168457031","382.04412841796875","382.04412841796875","382.04412841796875","368.03472900390625","368.03472900390625","368.03472900390625"
"692","387.6180419921875","387.6180419921875","387.6180419921875","412.11932373046875","412.11932373046875","412.11932373046875","395.34783935546875","395.34783935546875","395.34783935546875"
"693","345.65625","345.65625","345.65625","396.8352355957031","396.8352355957031","396.8352355957031","368.4322814941406","368.4322814941406","368.4322814941406"
"694","350.25","350.25","350.25","352.7039489746094","352.7039489746094","352.7039489746094","312.1842041015625","312.1842041015625","312.1842041015625"
"695","352.30682373046875","352.30682373046875","352.30682373046875","447.63751220703125","447.63751220703125","447.63751220703125","398.53125","398.53125","398.53125"
"696","339.7875061035156","339.7875061035156","339.7875061035156","378.37017822265625","378.37017822265625","378.37017822265625","401.828125","401.828125","401.828125"
"697","349.47222900390625","349.47222900390625","349.47222900390625","423.0199890136719","423.0199890136719","423.0199890136719","356.8999938964844","356.8999938964844","356.8999938964844"
"698","367.76470947265625","367.76470947265625","367.76470947265625","420.2098083496094","420.2098083496094","420.2098083496094","390.6488037109375","390.6488037109375","390.6488037109375"
"699","341.2265625","341.2265625","341.2265625","386.422607421875","386.422607421875","386.422607421875","317.8858642578125","317.8858642578125","317.8858642578125"
"700","361.5284118652344","361.5284118652344","361.5284118652344","429.8958435058594","429.8958435058594","429.8958435058594","382.23126220703125","382.23126220703125","382.23126220703125"
"701","338.90277099609375","338.90277099609375","338.90277099609375","428.6634521484375","428.6634521484375","428.6634521484375","377.7135314941406","377.7135314941406","377.7135314941406"
"702","346.0952453613281","346.0952453613281","346.0952453613281","423.4456481933594","423.4456481933594","423.4456481933594","382.1625061035156","382.1625061035156","382.1625061035156"
"703","343.2250061035156","343.2250061035156","343.2250061035156","376.9090881347656","376.9090881347656","376.9090881347656","355.4829406738281","355.4829406738281","355.4829406738281"
"704","375.6666564941406","375.6666564941406","375.6666564941406","457.01629638671875","457.01629638671875","457.01629638671875","384.20623779296875","384.20623779296875","384.20623779296875"
"705","403.433837890625","403.433837890625","403.433837890625","417.06817626953125","417.06817626953125","417.06817626953125","392.4702453613281","392.4702453613281","392.4702453613281"
"706","337.2426452636719","337.2426452636719","337.2426452636719","415.37945556640625","415.37945556640625","415.37945556640625","380.65277099609375","380.65277099609375","380.65277099609375"
"707","334.3680419921875","334.3680419921875","334.3680419921875","391.24554443359375","391.24554443359375","391.24554443359375","357.8828125","357.8828125","357.8828125"
"708","360","360","360","387.0833435058594","387.0833435058594","387.0833435058594","384.1770935058594","384.1770935058594","384.1770935058594"
"709","384.3028869628906","384.3028869628906","384.3028869628906","458.80767822265625","458.80767822265625","458.80767822265625","401.44500732421875","401.44500732421875","401.44500732421875"
"710","323.5446472167969","323.5446472167969","323.5446472167969","401.316162109375","401.316162109375","401.316162109375","318.7361145019531","318.7361145019531","318.7361145019531"
"711","323.1547546386719","323.1547546386719","323.1547546386719","386.3333435058594","386.3333435058594","386.3333435058594","341.13970947265625","341.13970947265625","341.13970947265625"
"712","346.2589416503906","346.2589416503906","346.2589416503906","406.0769348144531","406.0769348144531","406.0769348144531","356.45587158203125","356.45587158203125","356.45587158203125"
"713","340.23370361328125","340.23370361328125","340.23370361328125","421.48809814453125","421.48809814453125","421.48809814453125","349.1111145019531","349.1111145019531","349.1111145019531"
"714","370.381591796875","370.381591796875","370.381591796875","391.8450012207031","391.8450012207031","391.8450012207031","343.0397644042969","343.0397644042969","343.0397644042969"
"715","334.3465881347656","334.3465881347656","334.3465881347656","438.0714416503906","438.0714416503906","438.0714416503906","387.3223571777344","387.3223571777344","387.3223571777344"
"716","334.3014831542969","334.3014831542969","334.3014831542969","422.896728515625","422.896728515625","422.896728515625","342.9296875","342.9296875","342.9296875"
"717","316.09375","316.09375","316.09375","464.59722900390625","464.59722900390625","464.59722900390625","325.5882263183594","325.5882263183594","325.5882263183594"
"718","300.375","300.375","300.375","372.2124938964844","372.2124938964844","372.2124938964844","362.60833740234375","362.60833740234375","362.60833740234375"
"719","296.74432373046875","296.74432373046875","296.74432373046875","416.6323547363281","416.6323547363281","416.6323547363281","343.3541564941406","343.3541564941406","343.3541564941406"
"720","341.65789794921875","341.65789794921875","341.65789794921875","417.5","417.5","417.5","336.26251220703125","336.26251220703125","336.26251220703125"
"721","319.06817626953125","319.06817626953125","319.06817626953125","461.5815124511719","461.5815124511719","461.5815124511719","393.4117736816406","393.4117736816406","393.4117736816406"
"722","302.9624938964844","302.9624938964844","302.9624938964844","410.49456787109375","410.49456787109375","410.49456787109375","353.6875","353.6875","353.6875"
"723","310.94317626953125","310.94317626953125","310.94317626953125","451.0416564941406","451.0416564941406","451.0416564941406","381.3092041015625","381.3092041015625","381.3092041015625"
"724","287.6435241699219","287.6435241699219","287.6435241699219","469.262939453125","469.262939453125","469.262939453125","356.56732177734375","356.56732177734375","356.56732177734375"
"725","297.9866027832031","297.9866027832031","297.9866027832031","488.41204833984375","488.41204833984375","488.41204833984375","362.6898193359375","362.6898193359375","362.6898193359375"
"726","296.9891357421875","296.9891357421875","296.9891357421875","505.75","505.75","505.75","371.0965881347656","371.0965881347656","371.0965881347656"
"727","293.9930419921875","293.9930419921875","293.9930419921875","498.1964416503906","498.1964416503906","498.1964416503906","350.0546875","350.0546875","350.0546875"
"728","304.13043212890625","304.13043212890625","304.13043212890625","480.6458435058594","480.6458435058594","480.6458435058594","335.9034118652344","335.9034118652344","335.9034118652344"
"729","327.1600036621094","327.1600036621094","327.1600036621094","505.8348083496094","505.8348083496094","505.8348083496094","362.859375","362.859375","362.859375"
"730","336.422607421875","336.422607421875","336.422607421875","530.6428833007812","530.6428833007812","530.6428833007812","401.5089416503906","401.5089416503906","401.5089416503906"
"731","310.2291564941406","310.2291564941406","310.2291564941406","504.2259521484375","504.2259521484375","504.2259521484375","362.922607421875","362.922607421875","362.922607421875"
"732","346.5480651855469","346.5480651855469","346.5480651855469","552.86767578125","552.86767578125","552.86767578125","388.48126220703125","388.48126220703125","388.48126220703125"
"733","325.6805419921875","325.6805419921875","325.6805419921875","517.951904296875","517.951904296875","517.951904296875","374.68499755859375","374.68499755859375","374.68499755859375"
"734","313.6041564941406","313.6041564941406","313.6041564941406","510.81817626953125","510.81817626953125","510.81817626953125","359.80682373046875","359.80682373046875","359.80682373046875"
"735","305.6875","305.6875","305.6875","472.368408203125","472.368408203125","472.368408203125","321.8958435058594","321.8958435058594","321.8958435058594"
"736","393.53289794921875","393.53289794921875","393.53289794921875","527.9880981445312","527.9880981445312","527.9880981445312","402.84210205078125","402.84210205078125","402.84210205078125"
"737","342.8571472167969","342.8571472167969","342.8571472167969","505.3359375","505.3359375","505.3359375","371.9196472167969","371.9196472167969","371.9196472167969"
"738","324.3043518066406","324.3043518066406","324.3043518066406","470.4204406738281","470.4204406738281","470.4204406738281","381.7202453613281","381.7202453613281","381.7202453613281"
"739","351.98333740234375","351.98333740234375","351.98333740234375","478.8333435058594","478.8333435058594","478.8333435058594","328.7437438964844","328.7437438964844","328.7437438964844"
"740","319.2407531738281","319.2407531738281","319.2407531738281","526.8009033203125","526.8009033203125","526.8009033203125","387.9956970214844","387.9956970214844","387.9956970214844"
"741","362.47265625","362.47265625","362.47265625","543.375","543.375","543.375","436.81695556640625","436.81695556640625","436.81695556640625"
