"Step","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma1.0-lam1.0-01161659 - response_length/main_chain/mean","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma1.0-lam1.0-01161659 - response_length/main_chain/mean__MIN","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma1.0-lam1.0-01161659 - response_length/main_chain/mean__MAX","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma3.0-lam1.0-01161659 - response_length/main_chain/mean","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma3.0-lam1.0-01161659 - response_length/main_chain/mean__MIN","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma3.0-lam1.0-01161659 - response_length/main_chain/mean__MAX","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - response_length/main_chain/mean","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - response_length/main_chain/mean__MIN","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - response_length/main_chain/mean__MAX"
"1944","347.39422607421875","347.39422607421875","347.39422607421875","600.1083374023438","600.1083374023438","600.1083374023438","493.3303527832031","493.3303527832031","493.3303527832031"
"1945","408.8666687011719","408.8666687011719","408.8666687011719","608.9013061523438","608.9013061523438","608.9013061523438","475.8263854980469","475.8263854980469","475.8263854980469"
"1946","387.109375","387.109375","387.109375","599.3068237304688","599.3068237304688","599.3068237304688","436.5","436.5","436.5"
"1947","382.5723571777344","382.5723571777344","382.5723571777344","615.0875244140625","615.0875244140625","615.0875244140625","505.1197814941406","505.1197814941406","505.1197814941406"
"1948","419.8295593261719","419.8295593261719","419.8295593261719","577.5390625","577.5390625","577.5390625","495.89422607421875","495.89422607421875","495.89422607421875"
"1949","347.375","347.375","347.375","606.558837890625","606.558837890625","606.558837890625","452.9464416503906","452.9464416503906","452.9464416503906"
"1950","403.81817626953125","403.81817626953125","403.81817626953125","595.5220336914062","595.5220336914062","595.5220336914062","512.0892944335938","512.0892944335938","512.0892944335938"
"1951","379.10577392578125","379.10577392578125","379.10577392578125","596.7847290039062","596.7847290039062","596.7847290039062","490.83087158203125","490.83087158203125","490.83087158203125"
"1952","432.1776428222656","432.1776428222656","432.1776428222656","617.0812377929688","617.0812377929688","617.0812377929688","501.84869384765625","501.84869384765625","501.84869384765625"
"1953","404.683837890625","404.683837890625","404.683837890625","609.11181640625","609.11181640625","609.11181640625","496.7738037109375","496.7738037109375","496.7738037109375"
"1954","320.5375061035156","320.5375061035156","320.5375061035156","555.8076782226562","555.8076782226562","555.8076782226562","561.2604370117188","561.2604370117188","561.2604370117188"
"1955","344.046875","344.046875","344.046875","593.9038696289062","593.9038696289062","593.9038696289062","502.8846130371094","502.8846130371094","502.8846130371094"
"1956","355.375","355.375","355.375","624.441650390625","624.441650390625","624.441650390625","491.96875","491.96875","491.96875"
"1957","322.8303527832031","322.8303527832031","322.8303527832031","577.2783813476562","577.2783813476562","577.2783813476562","493.933837890625","493.933837890625","493.933837890625"
"1958","378.683837890625","378.683837890625","378.683837890625","617.3984375","617.3984375","617.3984375","533.0514526367188","533.0514526367188","533.0514526367188"
"1959","389.94232177734375","389.94232177734375","389.94232177734375","620.7171020507812","620.7171020507812","620.7171020507812","616.2232055664062","616.2232055664062","616.2232055664062"
"1960","354.16070556640625","354.16070556640625","354.16070556640625","615.2999877929688","615.2999877929688","615.2999877929688","587.6428833007812","587.6428833007812","587.6428833007812"
"1961","368.84375","368.84375","368.84375","607.6607055664062","607.6607055664062","607.6607055664062","527.8250122070312","527.8250122070312","527.8250122070312"
"1962","351.6875","351.6875","351.6875","604.6306762695312","604.6306762695312","604.6306762695312","562.3819580078125","562.3819580078125","562.3819580078125"
"1963","346.2386474609375","346.2386474609375","346.2386474609375","611.8583374023438","611.8583374023438","611.8583374023438","559.013916015625","559.013916015625","559.013916015625"
"1964","399.25","399.25","399.25","651.7302856445312","651.7302856445312","651.7302856445312","551.9326782226562","551.9326782226562","551.9326782226562"
"1965","366.4464416503906","366.4464416503906","366.4464416503906","660.4583129882812","660.4583129882812","660.4583129882812","578.8157958984375","578.8157958984375","578.8157958984375"
"1966","344.73077392578125","344.73077392578125","344.73077392578125","674.2788696289062","674.2788696289062","674.2788696289062","582.9609375","582.9609375","582.9609375"
"1967","396.4044189453125","396.4044189453125","396.4044189453125","679.2720336914062","679.2720336914062","679.2720336914062","615.0054321289062","615.0054321289062","615.0054321289062"
"1968","393.0096130371094","393.0096130371094","393.0096130371094","661.3392944335938","661.3392944335938","661.3392944335938","573.125","573.125","573.125"
"1969","367.3374938964844","367.3374938964844","367.3374938964844","657.7666625976562","657.7666625976562","657.7666625976562","549.423095703125","549.423095703125","549.423095703125"
"1970","343.53125","343.53125","343.53125","645.5","645.5","645.5","522.1875","522.1875","522.1875"
"1971","372.5208435058594","372.5208435058594","372.5208435058594","648.0576782226562","648.0576782226562","648.0576782226562","519.0546875","519.0546875","519.0546875"
"1972","404.04998779296875","404.04998779296875","404.04998779296875","666.5416870117188","666.5416870117188","666.5416870117188","539.484375","539.484375","539.484375"
"1973","391.7053527832031","391.7053527832031","391.7053527832031","651.2750244140625","651.2750244140625","651.2750244140625","592.5681762695312","592.5681762695312","592.5681762695312"
"1974","329.18182373046875","329.18182373046875","329.18182373046875","653.375","653.375","653.375","538.5416870117188","538.5416870117188","538.5416870117188"
"1975","378.0131530761719","378.0131530761719","378.0131530761719","678.9671020507812","678.9671020507812","678.9671020507812","580.8125","580.8125","580.8125"
"1976","516.0555419921875","516.0555419921875","516.0555419921875","702.7403564453125","702.7403564453125","702.7403564453125","573.8942260742188","573.8942260742188","573.8942260742188"
"1977","420.77679443359375","420.77679443359375","420.77679443359375","669.8486938476562","669.8486938476562","669.8486938476562","515.6328125","515.6328125","515.6328125"
"1978","383.7749938964844","383.7749938964844","383.7749938964844","674.8947143554688","674.8947143554688","674.8947143554688","492.31732177734375","492.31732177734375","492.31732177734375"
"1979","382.6583251953125","382.6583251953125","382.6583251953125","697.65625","697.65625","697.65625","503.8888854980469","503.8888854980469","503.8888854980469"
"1980","384.36248779296875","384.36248779296875","384.36248779296875","691.7307739257812","691.7307739257812","691.7307739257812","481.828125","481.828125","481.828125"
"1981","392.0249938964844","392.0249938964844","392.0249938964844","678.4305419921875","678.4305419921875","678.4305419921875","519.0454711914062","519.0454711914062","519.0454711914062"
"1982","336.9659118652344","336.9659118652344","336.9659118652344","653.6346435546875","653.6346435546875","653.6346435546875","549.5357055664062","549.5357055664062","549.5357055664062"
"1983","335.7083435058594","335.7083435058594","335.7083435058594","695.6062622070312","695.6062622070312","695.6062622070312","485.1796875","485.1796875","485.1796875"
"1984","415.5078125","415.5078125","415.5078125","668.73681640625","668.73681640625","668.73681640625","573.71875","573.71875","573.71875"
"1985","423.5874938964844","423.5874938964844","423.5874938964844","688.5687255859375","688.5687255859375","688.5687255859375","514.5441284179688","514.5441284179688","514.5441284179688"
"1986","386.7395935058594","386.7395935058594","386.7395935058594","678.986083984375","678.986083984375","678.986083984375","476.1458435058594","476.1458435058594","476.1458435058594"
"1987","374.0955810546875","374.0955810546875","374.0955810546875","670.4553833007812","670.4553833007812","670.4553833007812","524.8854370117188","524.8854370117188","524.8854370117188"
"1988","419.1785583496094","419.1785583496094","419.1785583496094","686.3333129882812","686.3333129882812","686.3333129882812","552.0576782226562","552.0576782226562","552.0576782226562"
"1989","366.8289489746094","366.8289489746094","366.8289489746094","685.808837890625","685.808837890625","685.808837890625","532.5416870117188","532.5416870117188","532.5416870117188"
"1990","371.44317626953125","371.44317626953125","371.44317626953125","690.8660888671875","690.8660888671875","690.8660888671875","507.2573547363281","507.2573547363281","507.2573547363281"
"1991","329.59820556640625","329.59820556640625","329.59820556640625","682.08154296875","682.08154296875","682.08154296875","472.2215881347656","472.2215881347656","472.2215881347656"
"1992","327.3999938964844","327.3999938964844","327.3999938964844","663.797607421875","663.797607421875","663.797607421875","465.1458435058594","465.1458435058594","465.1458435058594"
"1993","365.2250061035156","365.2250061035156","365.2250061035156","662.191162109375","662.191162109375","662.191162109375","524.8125","524.8125","524.8125"
"1994","373.09027099609375","373.09027099609375","373.09027099609375","666.7265625","666.7265625","666.7265625","454.6153869628906","454.6153869628906","454.6153869628906"
"1995","408.4553527832031","408.4553527832031","408.4553527832031","692.2166748046875","692.2166748046875","692.2166748046875","449.3660583496094","449.3660583496094","449.3660583496094"
"1996","370.5340881347656","370.5340881347656","370.5340881347656","675.5454711914062","675.5454711914062","675.5454711914062","462.43182373046875","462.43182373046875","462.43182373046875"
"1997","382.4916687011719","382.4916687011719","382.4916687011719","705.868408203125","705.868408203125","705.868408203125","526.88232421875","526.88232421875","526.88232421875"
"1998","394.53472900390625","394.53472900390625","394.53472900390625","663.15625","663.15625","663.15625","484.2410583496094","484.2410583496094","484.2410583496094"
"1999","376.3214416503906","376.3214416503906","376.3214416503906","684.8809814453125","684.8809814453125","684.8809814453125","511.1907958984375","511.1907958984375","511.1907958984375"
"2000","344.0795593261719","344.0795593261719","344.0795593261719","691.40625","691.40625","691.40625","515.3076782226562","515.3076782226562","515.3076782226562"
"2001","385.8823547363281","385.8823547363281","385.8823547363281","710.2291870117188","710.2291870117188","710.2291870117188","521.816650390625","521.816650390625","521.816650390625"
"2002","369.82501220703125","369.82501220703125","369.82501220703125","667.9426879882812","667.9426879882812","667.9426879882812","500.1180419921875","500.1180419921875","500.1180419921875"
"2003","407.4659118652344","407.4659118652344","407.4659118652344","672.2386474609375","672.2386474609375","672.2386474609375","543.826904296875","543.826904296875","543.826904296875"
"2004","330.8014831542969","330.8014831542969","330.8014831542969","719.4210815429688","719.4210815429688","719.4210815429688","535.6124877929688","535.6124877929688","535.6124877929688"
"2005","321.6538391113281","321.6538391113281","321.6538391113281","684.9625244140625","684.9625244140625","684.9625244140625","480.0526428222656","480.0526428222656","480.0526428222656"
"2006","338.8374938964844","338.8374938964844","338.8374938964844","677.1153564453125","677.1153564453125","677.1153564453125","456.6979064941406","456.6979064941406","456.6979064941406"
"2007","371.5288391113281","371.5288391113281","371.5288391113281","698.0113525390625","698.0113525390625","698.0113525390625","550.5357055664062","550.5357055664062","550.5357055664062"
"2008","387.0916748046875","387.0916748046875","387.0916748046875","715.4779663085938","715.4779663085938","715.4779663085938","526.8671875","526.8671875","526.8671875"
"2009","380.1428527832031","380.1428527832031","380.1428527832031","683.7236938476562","683.7236938476562","683.7236938476562","545.8645629882812","545.8645629882812","545.8645629882812"
"2010","366.78570556640625","366.78570556640625","366.78570556640625","679.558349609375","679.558349609375","679.558349609375","577.5833129882812","577.5833129882812","577.5833129882812"
"2011","412.875","412.875","412.875","689.3235473632812","689.3235473632812","689.3235473632812","589.4833374023438","589.4833374023438","589.4833374023438"
"2012","317.8958435058594","317.8958435058594","317.8958435058594","666.2687377929688","666.2687377929688","666.2687377929688","552.701904296875","552.701904296875","552.701904296875"
"2013","347.125","347.125","347.125","691.164794921875","691.164794921875","691.164794921875","625.8863525390625","625.8863525390625","625.8863525390625"
"2014","418.7875061035156","418.7875061035156","418.7875061035156","672.078125","672.078125","672.078125","595.0250244140625","595.0250244140625","595.0250244140625"
"2015","404.4230651855469","404.4230651855469","404.4230651855469","673.5714111328125","673.5714111328125","673.5714111328125","556.6875","556.6875","556.6875"
"2016","356.808837890625","356.808837890625","356.808837890625","702.548583984375","702.548583984375","702.548583984375","522.9296875","522.9296875","522.9296875"
"2017","358.31817626953125","358.31817626953125","358.31817626953125","676.0416870117188","676.0416870117188","676.0416870117188","587.7708129882812","587.7708129882812","587.7708129882812"
"2018","349.2638854980469","349.2638854980469","349.2638854980469","670.0294189453125","670.0294189453125","670.0294189453125","517.9583129882812","517.9583129882812","517.9583129882812"
"2019","361","361","361","671.9000244140625","671.9000244140625","671.9000244140625","476.4829406738281","476.4829406738281","476.4829406738281"
"2020","402.28570556640625","402.28570556640625","402.28570556640625","670.0875244140625","670.0875244140625","670.0875244140625","616.3181762695312","616.3181762695312","616.3181762695312"
"2021","389.46429443359375","389.46429443359375","389.46429443359375","664.6071166992188","664.6071166992188","664.6071166992188","536.7374877929688","536.7374877929688","536.7374877929688"
"2022","335.3970642089844","335.3970642089844","335.3970642089844","689.1691284179688","689.1691284179688","689.1691284179688","518.3671875","518.3671875","518.3671875"
"2023","421.7159118652344","421.7159118652344","421.7159118652344","653.4326782226562","653.4326782226562","653.4326782226562","517.40625","517.40625","517.40625"
"2024","350.2875061035156","350.2875061035156","350.2875061035156","671.1171875","671.1171875","671.1171875","534.7613525390625","534.7613525390625","534.7613525390625"
"2025","387.5909118652344","387.5909118652344","387.5909118652344","671.5166625976562","671.5166625976562","671.5166625976562","582.7205810546875","582.7205810546875","582.7205810546875"
"2026","348.1428527832031","348.1428527832031","348.1428527832031","620.625","620.625","620.625","440.67498779296875","440.67498779296875","440.67498779296875"
"2027","385.1953125","385.1953125","385.1953125","670.8499755859375","670.8499755859375","670.8499755859375","548.9749755859375","548.9749755859375","548.9749755859375"
"2028","382.9166564941406","382.9166564941406","382.9166564941406","653.6704711914062","653.6704711914062","653.6704711914062","551","551","551"
"2029","424.1160583496094","424.1160583496094","424.1160583496094","650.0999755859375","650.0999755859375","650.0999755859375","608.15625","608.15625","608.15625"
"2030","412.55767822265625","412.55767822265625","412.55767822265625","671.3636474609375","671.3636474609375","671.3636474609375","556.0625","556.0625","556.0625"
"2031","341.6346130371094","341.6346130371094","341.6346130371094","656.1988525390625","656.1988525390625","656.1988525390625","571.5069580078125","571.5069580078125","571.5069580078125"
"2032","407.46875","407.46875","407.46875","670.3671875","670.3671875","670.3671875","575.0125122070312","575.0125122070312","575.0125122070312"
"2033","348.3645935058594","348.3645935058594","348.3645935058594","699.2767944335938","699.2767944335938","699.2767944335938","526.3970336914062","526.3970336914062","526.3970336914062"
"2034","401.88751220703125","401.88751220703125","401.88751220703125","672.4083251953125","672.4083251953125","672.4083251953125","537.5520629882812","537.5520629882812","537.5520629882812"
"2035","366.5480651855469","366.5480651855469","366.5480651855469","642.4027709960938","642.4027709960938","642.4027709960938","512.4375","512.4375","512.4375"
"2036","332.2109375","332.2109375","332.2109375","647.5520629882812","647.5520629882812","647.5520629882812","452.1176452636719","452.1176452636719","452.1176452636719"
"2037","431.1499938964844","431.1499938964844","431.1499938964844","672.2115478515625","672.2115478515625","672.2115478515625","505.1666564941406","505.1666564941406","505.1666564941406"
"2038","417.25","417.25","417.25","641.7132568359375","641.7132568359375","641.7132568359375","515.09375","515.09375","515.09375"
"2039","384.43182373046875","384.43182373046875","384.43182373046875","634.3359375","634.3359375","634.3359375","423.140625","423.140625","423.140625"
"2040","340.0384521484375","340.0384521484375","340.0384521484375","627.7000122070312","627.7000122070312","627.7000122070312","535.5803833007812","535.5803833007812","535.5803833007812"
"2041","361.27777099609375","361.27777099609375","361.27777099609375","618.11767578125","618.11767578125","618.11767578125","519.5096435546875","519.5096435546875","519.5096435546875"
"2042","344.9090881347656","344.9090881347656","344.9090881347656","614.2589111328125","614.2589111328125","614.2589111328125","421.4711608886719","421.4711608886719","421.4711608886719"
"2043","356.3214416503906","356.3214416503906","356.3214416503906","597.6875","597.6875","597.6875","424.09722900390625","424.09722900390625","424.09722900390625"
"2044","331.7596130371094","331.7596130371094","331.7596130371094","630.566650390625","630.566650390625","630.566650390625","442.6538391113281","442.6538391113281","442.6538391113281"
"2045","358.4583435058594","358.4583435058594","358.4583435058594","606.9038696289062","606.9038696289062","606.9038696289062","487.59722900390625","487.59722900390625","487.59722900390625"
"2046","350.7272644042969","350.7272644042969","350.7272644042969","640.9791870117188","640.9791870117188","640.9791870117188","477.625","477.625","477.625"
"2047","408.9285583496094","408.9285583496094","408.9285583496094","647.7867431640625","647.7867431640625","647.7867431640625","447.3636474609375","447.3636474609375","447.3636474609375"
"2048","348.28125","348.28125","348.28125","651.4097290039062","651.4097290039062","651.4097290039062","389.6166687011719","389.6166687011719","389.6166687011719"
"2049","318.0555419921875","318.0555419921875","318.0555419921875","643.9017944335938","643.9017944335938","643.9017944335938","407.46429443359375","407.46429443359375","407.46429443359375"
"2050","366.8571472167969","366.8571472167969","366.8571472167969","700.9249877929688","700.9249877929688","700.9249877929688","490.2604064941406","490.2604064941406","490.2604064941406"
"2051","418.54998779296875","418.54998779296875","418.54998779296875","668.625","668.625","668.625","480.9285583496094","480.9285583496094","480.9285583496094"
"2052","409.6875","409.6875","409.6875","647.5546875","647.5546875","647.5546875","438.3214416503906","438.3214416503906","438.3214416503906"
"2053","336.31817626953125","336.31817626953125","336.31817626953125","670.7794189453125","670.7794189453125","670.7794189453125","387.84722900390625","387.84722900390625","387.84722900390625"
"2054","354.25","354.25","354.25","658.5250244140625","658.5250244140625","658.5250244140625","409.0089416503906","409.0089416503906","409.0089416503906"
"2055","465.6666564941406","465.6666564941406","465.6666564941406","657.8828125","657.8828125","657.8828125","456.35833740234375","456.35833740234375","456.35833740234375"
"2056","379.89373779296875","379.89373779296875","379.89373779296875","675.3400268554688","675.3400268554688","675.3400268554688","453.45623779296875","453.45623779296875","453.45623779296875"
"2057","325.7589416503906","325.7589416503906","325.7589416503906","657.8970336914062","657.8970336914062","657.8970336914062","399.7291564941406","399.7291564941406","399.7291564941406"
"2058","358.3958435058594","358.3958435058594","358.3958435058594","627.75","627.75","627.75","424.5227355957031","424.5227355957031","424.5227355957031"
"2059","285.859375","285.859375","285.859375","673.6527709960938","673.6527709960938","673.6527709960938","426.2395935058594","426.2395935058594","426.2395935058594"
"2060","479.59722900390625","479.59722900390625","479.59722900390625","690.4083251953125","690.4083251953125","690.4083251953125","469.53125","469.53125","469.53125"
"2061","326.60833740234375","326.60833740234375","326.60833740234375","688.7750244140625","688.7750244140625","688.7750244140625","441.8611145019531","441.8611145019531","441.8611145019531"
"2062","335.75","335.75","335.75","695.9583129882812","695.9583129882812","695.9583129882812","517.5113525390625","517.5113525390625","517.5113525390625"
"2063","374.7019348144531","374.7019348144531","374.7019348144531","679.433837890625","679.433837890625","679.433837890625","550.3636474609375","550.3636474609375","550.3636474609375"
"2064","413.2749938964844","413.2749938964844","413.2749938964844","664.8804321289062","664.8804321289062","664.8804321289062","416.3676452636719","416.3676452636719","416.3676452636719"
"2065","422.4270935058594","422.4270935058594","422.4270935058594","706.397705078125","706.397705078125","706.397705078125","539.576904296875","539.576904296875","539.576904296875"
"2066","387.8928527832031","387.8928527832031","387.8928527832031","691.4166870117188","691.4166870117188","691.4166870117188","482.2291564941406","482.2291564941406","482.2291564941406"
"2067","413.27777099609375","413.27777099609375","413.27777099609375","674.0625","674.0625","674.0625","466.8229064941406","466.8229064941406","466.8229064941406"
"2068","341.5909118652344","341.5909118652344","341.5909118652344","674.22021484375","674.22021484375","674.22021484375","489.4479064941406","489.4479064941406","489.4479064941406"
"2069","355.81732177734375","355.81732177734375","355.81732177734375","694.8055419921875","694.8055419921875","694.8055419921875","476.65179443359375","476.65179443359375","476.65179443359375"
"2070","381.8999938964844","381.8999938964844","381.8999938964844","665.88818359375","665.88818359375","665.88818359375","397.3083190917969","397.3083190917969","397.3083190917969"
"2071","373.4750061035156","373.4750061035156","373.4750061035156","690.0865478515625","690.0865478515625","690.0865478515625","514.8970336914062","514.8970336914062","514.8970336914062"
"2072","290.4916687011719","290.4916687011719","290.4916687011719","660.1319580078125","660.1319580078125","660.1319580078125","487.2395935058594","487.2395935058594","487.2395935058594"
"2073","351.94317626953125","351.94317626953125","351.94317626953125","656.9711303710938","656.9711303710938","656.9711303710938","504.5208435058594","504.5208435058594","504.5208435058594"
"2074","382.2708435058594","382.2708435058594","382.2708435058594","671.1171875","671.1171875","671.1171875","489.2013854980469","489.2013854980469","489.2013854980469"
"2075","300.2291564941406","300.2291564941406","300.2291564941406","663.8875122070312","663.8875122070312","663.8875122070312","474.75","474.75","474.75"
"2076","344.6071472167969","344.6071472167969","344.6071472167969","658.53125","658.53125","658.53125","511.6666564941406","511.6666564941406","511.6666564941406"
"2077","293.8333435058594","293.8333435058594","293.8333435058594","635.4375","635.4375","635.4375","522.316650390625","522.316650390625","522.316650390625"
"2078","379.72222900390625","379.72222900390625","379.72222900390625","613.3333129882812","613.3333129882812","613.3333129882812","533.522705078125","533.522705078125","533.522705078125"
"2079","316.5","316.5","316.5","612.0096435546875","612.0096435546875","612.0096435546875","531.203125","531.203125","531.203125"
"2080","359.9375","359.9375","359.9375","597.7578125","597.7578125","597.7578125","476.1979064941406","476.1979064941406","476.1979064941406"
"2081","269.2083435058594","269.2083435058594","269.2083435058594","596.2053833007812","596.2053833007812","596.2053833007812","471.29998779296875","471.29998779296875","471.29998779296875"
"2082","352.1666564941406","352.1666564941406","352.1666564941406","615.3984375","615.3984375","615.3984375","472","472","472"
"2083","395.54412841796875","395.54412841796875","395.54412841796875","614.9821166992188","614.9821166992188","614.9821166992188","567.88232421875","567.88232421875","567.88232421875"
"2084","343.6339416503906","343.6339416503906","343.6339416503906","601.9886474609375","601.9886474609375","601.9886474609375","460.1916809082031","460.1916809082031","460.1916809082031"
"2085","352.7083435058594","352.7083435058594","352.7083435058594","636.59375","636.59375","636.59375","532.4642944335938","532.4642944335938","532.4642944335938"
"2086","346.796875","346.796875","346.796875","604.9791870117188","604.9791870117188","604.9791870117188","475.8888854980469","475.8888854980469","475.8888854980469"
"2087","357.125","357.125","357.125","643.1346435546875","643.1346435546875","643.1346435546875","506.9416809082031","506.9416809082031","506.9416809082031"
"2088","357.5113525390625","357.5113525390625","357.5113525390625","656.5197143554688","656.5197143554688","656.5197143554688","562.2416381835938","562.2416381835938","562.2416381835938"
"2089","353.4821472167969","353.4821472167969","353.4821472167969","652.734375","652.734375","652.734375","553.0714111328125","553.0714111328125","553.0714111328125"
"2090","399.3333435058594","399.3333435058594","399.3333435058594","651.243408203125","651.243408203125","651.243408203125","571.5250244140625","571.5250244140625","571.5250244140625"
"2091","372.0089416503906","372.0089416503906","372.0089416503906","653.6785888671875","653.6785888671875","653.6785888671875","538.9375","538.9375","538.9375"
"2092","363.4375","363.4375","363.4375","646.0924072265625","646.0924072265625","646.0924072265625","471.125","471.125","471.125"
"2093","395.0416564941406","395.0416564941406","395.0416564941406","671.5714111328125","671.5714111328125","671.5714111328125","530.048095703125","530.048095703125","530.048095703125"
"2094","323.88970947265625","323.88970947265625","323.88970947265625","669.1796875","669.1796875","669.1796875","536.4765625","536.4765625","536.4765625"
"2095","391.7916564941406","391.7916564941406","391.7916564941406","664.1187744140625","664.1187744140625","664.1187744140625","531.234375","531.234375","531.234375"
"2096","353.2578125","353.2578125","353.2578125","667.8194580078125","667.8194580078125","667.8194580078125","539.066162109375","539.066162109375","539.066162109375"
"2097","328.3333435058594","328.3333435058594","328.3333435058594","663.326416015625","663.326416015625","663.326416015625","547.2916870117188","547.2916870117188","547.2916870117188"
"2098","336.7727355957031","336.7727355957031","336.7727355957031","710.0294189453125","710.0294189453125","710.0294189453125","518.4453125","518.4453125","518.4453125"
"2099","372.2954406738281","372.2954406738281","372.2954406738281","684.6354370117188","684.6354370117188","684.6354370117188","571.453125","571.453125","571.453125"
"2100","412.7159118652344","412.7159118652344","412.7159118652344","665.875","665.875","665.875","540.5892944335938","540.5892944335938","540.5892944335938"
"2101","349.92498779296875","349.92498779296875","349.92498779296875","693.2232055664062","693.2232055664062","693.2232055664062","488.8636474609375","488.8636474609375","488.8636474609375"
"2102","450.9583435058594","450.9583435058594","450.9583435058594","701.015625","701.015625","701.015625","536.8173217773438","536.8173217773438","536.8173217773438"
"2103","395.3359375","395.3359375","395.3359375","696.1484375","696.1484375","696.1484375","494.26922607421875","494.26922607421875","494.26922607421875"
"2104","406.3671875","406.3671875","406.3671875","688.771728515625","688.771728515625","688.771728515625","524.53125","524.53125","524.53125"
"2105","365.9083251953125","365.9083251953125","365.9083251953125","673.6785888671875","673.6785888671875","673.6785888671875","500.8500061035156","500.8500061035156","500.8500061035156"
"2106","367.375","367.375","367.375","708.2115478515625","708.2115478515625","708.2115478515625","509.9772644042969","509.9772644042969","509.9772644042969"
"2107","308.6875","308.6875","308.6875","697.5","697.5","697.5","549.4375","549.4375","549.4375"
"2108","347.828125","347.828125","347.828125","730.3214111328125","730.3214111328125","730.3214111328125","538.4545288085938","538.4545288085938","538.4545288085938"
"2109","322.03472900390625","322.03472900390625","322.03472900390625","708.0390625","708.0390625","708.0390625","520.25","520.25","520.25"
"2110","359.6666564941406","359.6666564941406","359.6666564941406","689.1304321289062","689.1304321289062","689.1304321289062","511.0384521484375","511.0384521484375","511.0384521484375"
"2111","376.109375","376.109375","376.109375","708.6696166992188","708.6696166992188","708.6696166992188","576.4886474609375","576.4886474609375","576.4886474609375"
"2112","367.01922607421875","367.01922607421875","367.01922607421875","715.227294921875","715.227294921875","715.227294921875","568.022705078125","568.022705078125","568.022705078125"
"2113","408.52777099609375","408.52777099609375","408.52777099609375","698.8583374023438","698.8583374023438","698.8583374023438","492.2416687011719","492.2416687011719","492.2416687011719"
"2114","327.6388854980469","327.6388854980469","327.6388854980469","683.6796875","683.6796875","683.6796875","561.6591186523438","561.6591186523438","561.6591186523438"
"2115","406.4473571777344","406.4473571777344","406.4473571777344","681.7678833007812","681.7678833007812","681.7678833007812","526.8970336914062","526.8970336914062","526.8970336914062"
"2116","424.1458435058594","424.1458435058594","424.1458435058594","665.9736938476562","665.9736938476562","665.9736938476562","508.15972900390625","508.15972900390625","508.15972900390625"
"2117","367.9895935058594","367.9895935058594","367.9895935058594","658.6416625976562","658.6416625976562","658.6416625976562","484.13970947265625","484.13970947265625","484.13970947265625"
"2118","416.25","416.25","416.25","665.8970336914062","665.8970336914062","665.8970336914062","539.2666625976562","539.2666625976562","539.2666625976562"
"2119","330.28125","330.28125","330.28125","623.4485473632812","623.4485473632812","623.4485473632812","487.17498779296875","487.17498779296875","487.17498779296875"
"2120","392.6000061035156","392.6000061035156","392.6000061035156","650.3947143554688","650.3947143554688","650.3947143554688","554.2395629882812","554.2395629882812","554.2395629882812"
"2121","390.4375","390.4375","390.4375","608.361083984375","608.361083984375","608.361083984375","485.9895935058594","485.9895935058594","485.9895935058594"
"2122","327.1111145019531","327.1111145019531","327.1111145019531","584.2841186523438","584.2841186523438","584.2841186523438","560.625","560.625","560.625"
"2123","364.4821472167969","364.4821472167969","364.4821472167969","640.0535888671875","640.0535888671875","640.0535888671875","497.25","497.25","497.25"
"2124","342.0520935058594","342.0520935058594","342.0520935058594","653","653","653","529.8392944335938","529.8392944335938","529.8392944335938"
"2125","343.13751220703125","343.13751220703125","343.13751220703125","618.1710815429688","618.1710815429688","618.1710815429688","571.7352905273438","571.7352905273438","571.7352905273438"
"2126","439.53570556640625","439.53570556640625","439.53570556640625","625.3250122070312","625.3250122070312","625.3250122070312","556.7232055664062","556.7232055664062","556.7232055664062"
"2127","365.9666748046875","365.9666748046875","365.9666748046875","616.8541870117188","616.8541870117188","616.8541870117188","585.4479370117188","585.4479370117188","585.4479370117188"
"2128","402.875","402.875","402.875","640.673095703125","640.673095703125","640.673095703125","562.2625122070312","562.2625122070312","562.2625122070312"
"2129","338.4609375","338.4609375","338.4609375","635.5803833007812","635.5803833007812","635.5803833007812","601.8571166992188","601.8571166992188","601.8571166992188"
"2130","522.09375","522.09375","522.09375","661.3157958984375","661.3157958984375","661.3157958984375","642.1796875","642.1796875","642.1796875"
"2131","350.7291564941406","350.7291564941406","350.7291564941406","659.4553833007812","659.4553833007812","659.4553833007812","556.727294921875","556.727294921875","556.727294921875"
"2132","365.1000061035156","365.1000061035156","365.1000061035156","683.808837890625","683.808837890625","683.808837890625","582.125","582.125","582.125"
