"Step","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma1.0-lam1.0-01161659 - actor/main_chain/entropy","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma1.0-lam1.0-01161659 - actor/main_chain/entropy__MIN","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma1.0-lam1.0-01161659 - actor/main_chain/entropy__MAX","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma3.0-lam1.0-01161659 - actor/main_chain/entropy","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma3.0-lam1.0-01161659 - actor/main_chain/entropy__MIN","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma3.0-lam1.0-01161659 - actor/main_chain/entropy__MAX","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - actor/main_chain/entropy","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - actor/main_chain/entropy__MIN","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - actor/main_chain/entropy__MAX"
"46","0.16886121034622192","0.16886121034622192","0.16886121034622192","0.15853357315063477","0.15853357315063477","0.15853357315063477","0.16812972724437714","0.16812972724437714","0.16812972724437714"
"47","0.13529129326343536","0.13529129326343536","0.13529129326343536","0.1450091153383255","0.1450091153383255","0.1450091153383255","0.14298488199710846","0.14298488199710846","0.14298488199710846"
"48","0.14413313567638397","0.14413313567638397","0.14413313567638397","0.136604443192482","0.136604443192482","0.136604443192482","0.13580621778964996","0.13580621778964996","0.13580621778964996"
"49","0.13793572783470154","0.13793572783470154","0.13793572783470154","0.15214623510837555","0.15214623510837555","0.15214623510837555","0.1439344733953476","0.1439344733953476","0.1439344733953476"
"50","0.14928743243217468","0.14928743243217468","0.14928743243217468","0.13809746503829956","0.13809746503829956","0.13809746503829956","0.13402263820171356","0.13402263820171356","0.13402263820171356"
"51","0.15417100489139557","0.15417100489139557","0.15417100489139557","0.15339741110801697","0.15339741110801697","0.15339741110801697","0.14833958446979523","0.14833958446979523","0.14833958446979523"
"52","0.1591128408908844","0.1591128408908844","0.1591128408908844","0.16017740964889526","0.16017740964889526","0.16017740964889526","0.16508324444293976","0.16508324444293976","0.16508324444293976"
"53","0.15226982533931732","0.15226982533931732","0.15226982533931732","0.197395920753479","0.197395920753479","0.197395920753479","0.16430853307247162","0.16430853307247162","0.16430853307247162"
"54","0.1333511918783188","0.1333511918783188","0.1333511918783188","0.14576248824596405","0.14576248824596405","0.14576248824596405","0.1336967647075653","0.1336967647075653","0.1336967647075653"
"55","0.15617375075817108","0.15617375075817108","0.15617375075817108","0.14409667253494263","0.14409667253494263","0.14409667253494263","0.13863062858581543","0.13863062858581543","0.13863062858581543"
"56","0.13424858450889587","0.13424858450889587","0.13424858450889587","0.17841362953186035","0.17841362953186035","0.17841362953186035","0.13808582723140717","0.13808582723140717","0.13808582723140717"
"57","0.1390695869922638","0.1390695869922638","0.1390695869922638","0.15062914788722992","0.15062914788722992","0.15062914788722992","0.14854738116264343","0.14854738116264343","0.14854738116264343"
"58","0.14730192720890045","0.14730192720890045","0.14730192720890045","0.14452113211154938","0.14452113211154938","0.14452113211154938","0.1463201940059662","0.1463201940059662","0.1463201940059662"
"59","0.1601511389017105","0.1601511389017105","0.1601511389017105","0.1596260517835617","0.1596260517835617","0.1596260517835617","0.15932531654834747","0.15932531654834747","0.15932531654834747"
"60","0.12792599201202393","0.12792599201202393","0.12792599201202393","0.13053476810455322","0.13053476810455322","0.13053476810455322","0.1506059169769287","0.1506059169769287","0.1506059169769287"
"61","0.12208405882120132","0.12208405882120132","0.12208405882120132","0.11753392219543457","0.11753392219543457","0.11753392219543457","0.12713871896266937","0.12713871896266937","0.12713871896266937"
"62","0.14417764544487","0.14417764544487","0.14417764544487","0.14615009725093842","0.14615009725093842","0.14615009725093842","0.1495150774717331","0.1495150774717331","0.1495150774717331"
"63","0.14478272199630737","0.14478272199630737","0.14478272199630737","0.12584105134010315","0.12584105134010315","0.12584105134010315","0.13495546579360962","0.13495546579360962","0.13495546579360962"
"64","0.12557126581668854","0.12557126581668854","0.12557126581668854","0.14598120748996735","0.14598120748996735","0.14598120748996735","0.1595928966999054","0.1595928966999054","0.1595928966999054"
"65","0.12574313580989838","0.12574313580989838","0.12574313580989838","0.12824906408786774","0.12824906408786774","0.12824906408786774","0.12439114600419998","0.12439114600419998","0.12439114600419998"
"66","0.14302055537700653","0.14302055537700653","0.14302055537700653","0.16418898105621338","0.16418898105621338","0.16418898105621338","0.1376689225435257","0.1376689225435257","0.1376689225435257"
"67","0.13514898717403412","0.13514898717403412","0.13514898717403412","0.13498763740062714","0.13498763740062714","0.13498763740062714","0.1451185941696167","0.1451185941696167","0.1451185941696167"
"68","0.129215806722641","0.129215806722641","0.129215806722641","0.12842726707458496","0.12842726707458496","0.12842726707458496","0.12867631018161774","0.12867631018161774","0.12867631018161774"
"69","0.12467875331640244","0.12467875331640244","0.12467875331640244","0.12563937902450562","0.12563937902450562","0.12563937902450562","0.13438136875629425","0.13438136875629425","0.13438136875629425"
"70","0.11090412735939026","0.11090412735939026","0.11090412735939026","0.1237974762916565","0.1237974762916565","0.1237974762916565","0.11189272254705429","0.11189272254705429","0.11189272254705429"
"71","0.12691761553287506","0.12691761553287506","0.12691761553287506","0.13545037806034088","0.13545037806034088","0.13545037806034088","0.13984447717666626","0.13984447717666626","0.13984447717666626"
"72","0.126200333237648","0.126200333237648","0.126200333237648","0.12879477441310883","0.12879477441310883","0.12879477441310883","0.12757998704910278","0.12757998704910278","0.12757998704910278"
"73","0.12216214835643768","0.12216214835643768","0.12216214835643768","0.14733199775218964","0.14733199775218964","0.14733199775218964","0.12915752828121185","0.12915752828121185","0.12915752828121185"
"74","0.1413969248533249","0.1413969248533249","0.1413969248533249","0.16085147857666016","0.16085147857666016","0.16085147857666016","0.1542225331068039","0.1542225331068039","0.1542225331068039"
"75","0.11046801507472992","0.11046801507472992","0.11046801507472992","0.12801046669483185","0.12801046669483185","0.12801046669483185","0.1175900548696518","0.1175900548696518","0.1175900548696518"
"76","0.11126574873924255","0.11126574873924255","0.11126574873924255","0.13685733079910278","0.13685733079910278","0.13685733079910278","0.11669395118951797","0.11669395118951797","0.11669395118951797"
"77","0.13390767574310303","0.13390767574310303","0.13390767574310303","0.14774824678897858","0.14774824678897858","0.14774824678897858","0.13041560351848602","0.13041560351848602","0.13041560351848602"
"78","0.12997913360595703","0.12997913360595703","0.12997913360595703","0.1424039602279663","0.1424039602279663","0.1424039602279663","0.11627568304538727","0.11627568304538727","0.11627568304538727"
"79","0.13043537735939026","0.13043537735939026","0.13043537735939026","0.1505335122346878","0.1505335122346878","0.1505335122346878","0.12690040469169617","0.12690040469169617","0.12690040469169617"
"80","0.1014280840754509","0.1014280840754509","0.1014280840754509","0.1354498416185379","0.1354498416185379","0.1354498416185379","0.12062619626522064","0.12062619626522064","0.12062619626522064"
"81","0.12098927795886993","0.12098927795886993","0.12098927795886993","0.13679687678813934","0.13679687678813934","0.13679687678813934","0.1384342461824417","0.1384342461824417","0.1384342461824417"
"82","0.12313135713338852","0.12313135713338852","0.12313135713338852","0.13932743668556213","0.13932743668556213","0.13932743668556213","0.13106492161750793","0.13106492161750793","0.13106492161750793"
"83","0.11299170553684235","0.11299170553684235","0.11299170553684235","0.13074763119220734","0.13074763119220734","0.13074763119220734","0.11841476708650589","0.11841476708650589","0.11841476708650589"
"84","0.13280053436756134","0.13280053436756134","0.13280053436756134","0.13801705837249756","0.13801705837249756","0.13801705837249756","0.11596954613924026","0.11596954613924026","0.11596954613924026"
"85","0.12299297749996185","0.12299297749996185","0.12299297749996185","0.14727027714252472","0.14727027714252472","0.14727027714252472","0.13077117502689362","0.13077117502689362","0.13077117502689362"
"86","0.11301133781671524","0.11301133781671524","0.11301133781671524","0.11767961084842682","0.11767961084842682","0.11767961084842682","0.11288461089134216","0.11288461089134216","0.11288461089134216"
"87","0.12693709135055542","0.12693709135055542","0.12693709135055542","0.17508019506931305","0.17508019506931305","0.17508019506931305","0.14272980391979218","0.14272980391979218","0.14272980391979218"
"88","0.11829247325658798","0.11829247325658798","0.11829247325658798","0.15286453068256378","0.15286453068256378","0.15286453068256378","0.10712482780218124","0.10712482780218124","0.10712482780218124"
"89","0.12667535245418549","0.12667535245418549","0.12667535245418549","0.13826514780521393","0.13826514780521393","0.13826514780521393","0.12699902057647705","0.12699902057647705","0.12699902057647705"
"90","0.11480201035737991","0.11480201035737991","0.11480201035737991","0.1366523951292038","0.1366523951292038","0.1366523951292038","0.12532930076122284","0.12532930076122284","0.12532930076122284"
"91","0.11024273931980133","0.11024273931980133","0.11024273931980133","0.13681191205978394","0.13681191205978394","0.13681191205978394","0.12121404707431793","0.12121404707431793","0.12121404707431793"
"92","0.11288851499557495","0.11288851499557495","0.11288851499557495","0.1332511454820633","0.1332511454820633","0.1332511454820633","0.11401619017124176","0.11401619017124176","0.11401619017124176"
"93","0.10168778151273727","0.10168778151273727","0.10168778151273727","0.1307421624660492","0.1307421624660492","0.1307421624660492","0.1107708141207695","0.1107708141207695","0.1107708141207695"
"94","0.09556711465120316","0.09556711465120316","0.09556711465120316","0.12540428340435028","0.12540428340435028","0.12540428340435028","0.10288737714290619","0.10288737714290619","0.10288737714290619"
"95","0.11745946109294891","0.11745946109294891","0.11745946109294891","0.13448311388492584","0.13448311388492584","0.13448311388492584","0.12899942696094513","0.12899942696094513","0.12899942696094513"
"96","0.11459125578403473","0.11459125578403473","0.11459125578403473","0.12751498818397522","0.12751498818397522","0.12751498818397522","0.11665034294128418","0.11665034294128418","0.11665034294128418"
"97","0.10103338211774826","0.10103338211774826","0.10103338211774826","0.1234387680888176","0.1234387680888176","0.1234387680888176","0.10911166667938232","0.10911166667938232","0.10911166667938232"
"98","0.10207878053188324","0.10207878053188324","0.10207878053188324","0.1342177391052246","0.1342177391052246","0.1342177391052246","0.11400099098682404","0.11400099098682404","0.11400099098682404"
"99","0.09951267391443253","0.09951267391443253","0.09951267391443253","0.1531905233860016","0.1531905233860016","0.1531905233860016","0.12018109858036041","0.12018109858036041","0.12018109858036041"
"100","0.10455970466136932","0.10455970466136932","0.10455970466136932","0.14290453493595123","0.14290453493595123","0.14290453493595123","0.11988881230354309","0.11988881230354309","0.11988881230354309"
"101","0.10792265832424164","0.10792265832424164","0.10792265832424164","0.12979546189308167","0.12979546189308167","0.12979546189308167","0.11659929901361465","0.11659929901361465","0.11659929901361465"
"102","0.0966242179274559","0.0966242179274559","0.0966242179274559","0.12513601779937744","0.12513601779937744","0.12513601779937744","0.11513879150152206","0.11513879150152206","0.11513879150152206"
"103","0.11962971836328506","0.11962971836328506","0.11962971836328506","0.1569993793964386","0.1569993793964386","0.1569993793964386","0.12058496475219727","0.12058496475219727","0.12058496475219727"
"104","0.10055788606405258","0.10055788606405258","0.10055788606405258","0.13709934055805206","0.13709934055805206","0.13709934055805206","0.10813557356595993","0.10813557356595993","0.10813557356595993"
"105","0.10915668308734894","0.10915668308734894","0.10915668308734894","0.13781651854515076","0.13781651854515076","0.13781651854515076","0.11226943135261536","0.11226943135261536","0.11226943135261536"
"106","0.10872115194797516","0.10872115194797516","0.10872115194797516","0.13851554691791534","0.13851554691791534","0.13851554691791534","0.12013513594865799","0.12013513594865799","0.12013513594865799"
"107","0.10305096209049225","0.10305096209049225","0.10305096209049225","0.15472298860549927","0.15472298860549927","0.15472298860549927","0.12070214003324509","0.12070214003324509","0.12070214003324509"
"108","0.10825442522764206","0.10825442522764206","0.10825442522764206","0.13102668523788452","0.13102668523788452","0.13102668523788452","0.11029286682605743","0.11029286682605743","0.11029286682605743"
"109","0.10786392539739609","0.10786392539739609","0.10786392539739609","0.13683563470840454","0.13683563470840454","0.13683563470840454","0.12160128355026245","0.12160128355026245","0.12160128355026245"
"110","0.11334536969661713","0.11334536969661713","0.11334536969661713","0.14238984882831573","0.14238984882831573","0.14238984882831573","0.12581078708171844","0.12581078708171844","0.12581078708171844"
"111","0.09774237871170044","0.09774237871170044","0.09774237871170044","0.13064560294151306","0.13064560294151306","0.13064560294151306","0.10990273952484131","0.10990273952484131","0.10990273952484131"
"112","0.10438139736652374","0.10438139736652374","0.10438139736652374","0.14324790239334106","0.14324790239334106","0.14324790239334106","0.1310686469078064","0.1310686469078064","0.1310686469078064"
"113","0.1121717244386673","0.1121717244386673","0.1121717244386673","0.1515643298625946","0.1515643298625946","0.1515643298625946","0.13217411935329437","0.13217411935329437","0.13217411935329437"
"114","0.1152511015534401","0.1152511015534401","0.1152511015534401","0.14114174246788025","0.14114174246788025","0.14114174246788025","0.1259860247373581","0.1259860247373581","0.1259860247373581"
"115","0.10025373846292496","0.10025373846292496","0.10025373846292496","0.17536337673664093","0.17536337673664093","0.17536337673664093","0.12494716048240662","0.12494716048240662","0.12494716048240662"
"116","0.09800805151462555","0.09800805151462555","0.09800805151462555","0.1210549995303154","0.1210549995303154","0.1210549995303154","0.10638651996850967","0.10638651996850967","0.10638651996850967"
"117","0.10947319865226746","0.10947319865226746","0.10947319865226746","0.14235380291938782","0.14235380291938782","0.14235380291938782","0.1202838346362114","0.1202838346362114","0.1202838346362114"
"118","0.09246823191642761","0.09246823191642761","0.09246823191642761","0.12060415744781494","0.12060415744781494","0.12060415744781494","0.10477622598409653","0.10477622598409653","0.10477622598409653"
"119","0.10339029878377914","0.10339029878377914","0.10339029878377914","0.13304656744003296","0.13304656744003296","0.13304656744003296","0.11224646121263504","0.11224646121263504","0.11224646121263504"
"120","0.11214757710695267","0.11214757710695267","0.11214757710695267","0.13377970457077026","0.13377970457077026","0.13377970457077026","0.11992458999156952","0.11992458999156952","0.11992458999156952"
"121","0.10880288481712341","0.10880288481712341","0.10880288481712341","0.14415298402309418","0.14415298402309418","0.14415298402309418","0.11426542699337006","0.11426542699337006","0.11426542699337006"
"122","0.0905342549085617","0.0905342549085617","0.0905342549085617","0.12818755209445953","0.12818755209445953","0.12818755209445953","0.10579019039869308","0.10579019039869308","0.10579019039869308"
"123","0.11010342091321945","0.11010342091321945","0.11010342091321945","0.1211264580488205","0.1211264580488205","0.1211264580488205","0.11972679942846298","0.11972679942846298","0.11972679942846298"
"124","0.11084190756082535","0.11084190756082535","0.11084190756082535","0.12407488375902176","0.12407488375902176","0.12407488375902176","0.1173776388168335","0.1173776388168335","0.1173776388168335"
"125","0.11666052043437958","0.11666052043437958","0.11666052043437958","0.14636076986789703","0.14636076986789703","0.14636076986789703","0.12960383296012878","0.12960383296012878","0.12960383296012878"
"126","0.11851312220096588","0.11851312220096588","0.11851312220096588","0.13370852172374725","0.13370852172374725","0.13370852172374725","0.13679936528205872","0.13679936528205872","0.13679936528205872"
"127","0.0899224728345871","0.0899224728345871","0.0899224728345871","0.11471792310476303","0.11471792310476303","0.11471792310476303","0.10962691158056259","0.10962691158056259","0.10962691158056259"
"128","0.09138242900371552","0.09138242900371552","0.09138242900371552","0.13787172734737396","0.13787172734737396","0.13787172734737396","0.10578262060880661","0.10578262060880661","0.10578262060880661"
"129","0.10969981551170349","0.10969981551170349","0.10969981551170349","0.13955017924308777","0.13955017924308777","0.13955017924308777","0.1281500905752182","0.1281500905752182","0.1281500905752182"
"130","0.10221850872039795","0.10221850872039795","0.10221850872039795","0.13564196228981018","0.13564196228981018","0.13564196228981018","0.1255376636981964","0.1255376636981964","0.1255376636981964"
"131","0.11172883957624435","0.11172883957624435","0.11172883957624435","0.13529349863529205","0.13529349863529205","0.13529349863529205","0.1291382610797882","0.1291382610797882","0.1291382610797882"
"132","0.09871973097324371","0.09871973097324371","0.09871973097324371","0.1330319195985794","0.1330319195985794","0.1330319195985794","0.1135934516787529","0.1135934516787529","0.1135934516787529"
"133","0.10174980014562607","0.10174980014562607","0.10174980014562607","0.13229142129421234","0.13229142129421234","0.13229142129421234","0.12630677223205566","0.12630677223205566","0.12630677223205566"
"134","0.09524757415056229","0.09524757415056229","0.09524757415056229","0.12412817776203156","0.12412817776203156","0.12412817776203156","0.11379755288362503","0.11379755288362503","0.11379755288362503"
"135","0.10176457464694977","0.10176457464694977","0.10176457464694977","0.11423233151435852","0.11423233151435852","0.11423233151435852","0.11124710738658905","0.11124710738658905","0.11124710738658905"
"136","0.09651201218366623","0.09651201218366623","0.09651201218366623","0.10359711199998856","0.10359711199998856","0.10359711199998856","0.10178371518850327","0.10178371518850327","0.10178371518850327"
"137","0.1012110561132431","0.1012110561132431","0.1012110561132431","0.1342848539352417","0.1342848539352417","0.1342848539352417","0.10221724957227707","0.10221724957227707","0.10221724957227707"
"138","0.08806382119655609","0.08806382119655609","0.08806382119655609","0.11291109025478363","0.11291109025478363","0.11291109025478363","0.10470248013734818","0.10470248013734818","0.10470248013734818"
"139","0.0932997316122055","0.0932997316122055","0.0932997316122055","0.12288479506969452","0.12288479506969452","0.12288479506969452","0.12011820822954178","0.12011820822954178","0.12011820822954178"
"140","0.10375498980283737","0.10375498980283737","0.10375498980283737","0.1235971599817276","0.1235971599817276","0.1235971599817276","0.12005757540464401","0.12005757540464401","0.12005757540464401"
"141","0.1022607609629631","0.1022607609629631","0.1022607609629631","0.13944707810878754","0.13944707810878754","0.13944707810878754","0.12135251611471176","0.12135251611471176","0.12135251611471176"
"142","0.09779524058103561","0.09779524058103561","0.09779524058103561","0.12407693266868591","0.12407693266868591","0.12407693266868591","0.12185463309288025","0.12185463309288025","0.12185463309288025"
"143","0.10064674913883209","0.10064674913883209","0.10064674913883209","0.12606146931648254","0.12606146931648254","0.12606146931648254","0.11083923280239105","0.11083923280239105","0.11083923280239105"
"144","0.11384712904691696","0.11384712904691696","0.11384712904691696","0.1325821727514267","0.1325821727514267","0.1325821727514267","0.12939999997615814","0.12939999997615814","0.12939999997615814"
"145","0.08946400880813599","0.08946400880813599","0.08946400880813599","0.11310230195522308","0.11310230195522308","0.11310230195522308","0.10963467508554459","0.10963467508554459","0.10963467508554459"
"146","0.10256360471248627","0.10256360471248627","0.10256360471248627","0.12464794516563416","0.12464794516563416","0.12464794516563416","0.1042601466178894","0.1042601466178894","0.1042601466178894"
"147","0.10290518403053284","0.10290518403053284","0.10290518403053284","0.11526228487491608","0.11526228487491608","0.11526228487491608","0.12423454225063324","0.12423454225063324","0.12423454225063324"
"148","0.09913209825754166","0.09913209825754166","0.09913209825754166","0.11765410751104355","0.11765410751104355","0.11765410751104355","0.11724065244197845","0.11724065244197845","0.11724065244197845"
"149","0.11016940325498581","0.11016940325498581","0.11016940325498581","0.12181549519300461","0.12181549519300461","0.12181549519300461","0.1207473948597908","0.1207473948597908","0.1207473948597908"
