"Step","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam0.1-01161659 - val-core/GSM8K/reward/mean@1","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam0.1-01161659 - val-core/GSM8K/reward/mean@1__MIN","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam0.1-01161659 - val-core/GSM8K/reward/mean@1__MAX","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam0.5-01161659 - val-core/GSM8K/reward/mean@1","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam0.5-01161659 - val-core/GSM8K/reward/mean@1__MIN","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam0.5-01161659 - val-core/GSM8K/reward/mean@1__MAX","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam2.0-01161659 - val-core/GSM8K/reward/mean@1","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam2.0-01161659 - val-core/GSM8K/reward/mean@1__MIN","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam2.0-01161659 - val-core/GSM8K/reward/mean@1__MAX","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - val-core/GSM8K/reward/mean@1","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - val-core/GSM8K/reward/mean@1__MIN","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - val-core/GSM8K/reward/mean@1__MAX"
"420","0.604245640636846","0.604245640636846","0.604245640636846","0.6194086429112965","0.6194086429112965","0.6194086429112965","0.620166793025019","0.620166793025019","0.620166793025019","0.6360879454131918","0.6360879454131918","0.6360879454131918"
"425","0.5799848369977255","0.5799848369977255","0.5799848369977255","0.601213040181956","0.601213040181956","0.601213040181956","0.6186504927975739","0.6186504927975739","0.6186504927975739","0.6383623957543594","0.6383623957543594","0.6383623957543594"
"430","0.5875663381349507","0.5875663381349507","0.5875663381349507","0.6186504927975739","0.6186504927975739","0.6186504927975739","0.6171341925701289","0.6171341925701289","0.6171341925701289","0.6338134950720242","0.6338134950720242","0.6338134950720242"
"435","0.579226686884003","0.579226686884003","0.579226686884003","0.6072782410917361","0.6072782410917361","0.6072782410917361","0.6209249431387415","0.6209249431387415","0.6209249431387415","0.6277482941622441","0.6277482941622441","0.6277482941622441"
"440","0.5837755875663382","0.5837755875663382","0.5837755875663382","0.604245640636846","0.604245640636846","0.604245640636846","0.6307808946171342","0.6307808946171342","0.6307808946171342","0.6315390447308568","0.6315390447308568","0.6315390447308568"
"445","0.5921152388172858","0.5921152388172858","0.5921152388172858","0.6095526914329037","0.6095526914329037","0.6095526914329037","0.6300227445034117","0.6300227445034117","0.6300227445034117","0.6474601971190296","0.6474601971190296","0.6474601971190296"
"450","0.5936315390447309","0.5936315390447309","0.5936315390447309","0.6118271417740713","0.6118271417740713","0.6118271417740713","0.6338134950720242","0.6338134950720242","0.6338134950720242","0.6360879454131918","0.6360879454131918","0.6360879454131918"
"455","0.6034874905231236","0.6034874905231236","0.6034874905231236","0.6095526914329037","0.6095526914329037","0.6095526914329037","0.6345716451857468","0.6345716451857468","0.6345716451857468","0.6307808946171342","0.6307808946171342","0.6307808946171342"
"460","0.599696739954511","0.599696739954511","0.599696739954511","0.599696739954511","0.599696739954511","0.599696739954511","0.6391205458680819","0.6391205458680819","0.6391205458680819","0.6489764973464746","0.6489764973464746","0.6489764973464746"
"465","0.5898407884761183","0.5898407884761183","0.5898407884761183","0.6087945413191812","0.6087945413191812","0.6087945413191812","0.623199393479909","0.623199393479909","0.623199393479909","0.6307808946171342","0.6307808946171342","0.6307808946171342"
"470","0.5981804397270659","0.5981804397270659","0.5981804397270659","0.6095526914329037","0.6095526914329037","0.6095526914329037","0.6072782410917361","0.6072782410917361","0.6072782410917361","0.6391205458680819","0.6391205458680819","0.6391205458680819"
"475","0.6019711902956786","0.6019711902956786","0.6019711902956786","0.6141015921152388","0.6141015921152388","0.6141015921152388","0.6239575435936315","0.6239575435936315","0.6239575435936315","0.6383623957543594","0.6383623957543594","0.6383623957543594"
"480","0.6110689916603488","0.6110689916603488","0.6110689916603488","0.604245640636846","0.604245640636846","0.604245640636846","0.6156178923426838","0.6156178923426838","0.6156178923426838","0.6285064442759667","0.6285064442759667","0.6285064442759667"
"485","0.5921152388172858","0.5921152388172858","0.5921152388172858","0.6004548900682335","0.6004548900682335","0.6004548900682335","0.6156178923426838","0.6156178923426838","0.6156178923426838","0.620166793025019","0.620166793025019","0.620166793025019"
"490","0.6004548900682335","0.6004548900682335","0.6004548900682335","0.6133434420015162","0.6133434420015162","0.6133434420015162","0.6186504927975739","0.6186504927975739","0.6186504927975739","0.624715693707354","0.624715693707354","0.624715693707354"
"495","0.6057619408642911","0.6057619408642911","0.6057619408642911","0.620166793025019","0.620166793025019","0.620166793025019","0.6300227445034117","0.6300227445034117","0.6300227445034117","0.6277482941622441","0.6277482941622441","0.6277482941622441"
"500","0.6050037907505686","0.6050037907505686","0.6050037907505686","0.6103108415466262","0.6103108415466262","0.6103108415466262","0.6178923426838514","0.6178923426838514","0.6178923426838514","0.6277482941622441","0.6277482941622441","0.6277482941622441"
"505","0.5951478392721758","0.5951478392721758","0.5951478392721758","0.6110689916603488","0.6110689916603488","0.6110689916603488","0.624715693707354","0.624715693707354","0.624715693707354","0.6345716451857468","0.6345716451857468","0.6345716451857468"
"510","0.5936315390447309","0.5936315390447309","0.5936315390447309","0.6163760424564063","0.6163760424564063","0.6163760424564063","0.6141015921152388","0.6141015921152388","0.6141015921152388","0.6391205458680819","0.6391205458680819","0.6391205458680819"
"515","0.5928733889310084","0.5928733889310084","0.5928733889310084","0.623199393479909","0.623199393479909","0.623199393479909","0.6133434420015162","0.6133434420015162","0.6133434420015162","0.643669446550417","0.643669446550417","0.643669446550417"
"520","0.5837755875663382","0.5837755875663382","0.5837755875663382","0.6080363912054587","0.6080363912054587","0.6080363912054587","0.6133434420015162","0.6133434420015162","0.6133434420015162","0.6239575435936315","0.6239575435936315","0.6239575435936315"
"525","0.5852918877937832","0.5852918877937832","0.5852918877937832","0.6156178923426838","0.6156178923426838","0.6156178923426838","0.6050037907505686","0.6050037907505686","0.6050037907505686","0.6353297952994693","0.6353297952994693","0.6353297952994693"
"530","0.5799848369977255","0.5799848369977255","0.5799848369977255","0.6163760424564063","0.6163760424564063","0.6163760424564063","0.6065200909780136","0.6065200909780136","0.6065200909780136","0.6277482941622441","0.6277482941622441","0.6277482941622441"
"535","0.5784685367702805","0.5784685367702805","0.5784685367702805","0.6239575435936315","0.6239575435936315","0.6239575435936315","0.6224412433661866","0.6224412433661866","0.6224412433661866","0.6269901440485216","0.6269901440485216","0.6269901440485216"
"540","0.5890826383623957","0.5890826383623957","0.5890826383623957","0.6163760424564063","0.6163760424564063","0.6163760424564063","0.6209249431387415","0.6209249431387415","0.6209249431387415","0.6285064442759667","0.6285064442759667","0.6285064442759667"
"545","0.5875663381349507","0.5875663381349507","0.5875663381349507","0.6224412433661866","0.6224412433661866","0.6224412433661866","0.6178923426838514","0.6178923426838514","0.6178923426838514","0.6095526914329037","0.6095526914329037","0.6095526914329037"
"550","0.5928733889310084","0.5928733889310084","0.5928733889310084","0.6133434420015162","0.6133434420015162","0.6133434420015162","0.6095526914329037","0.6095526914329037","0.6095526914329037","0.6156178923426838","0.6156178923426838","0.6156178923426838"
"555","0.5913570887035633","0.5913570887035633","0.5913570887035633","0.6186504927975739","0.6186504927975739","0.6186504927975739","0.6141015921152388","0.6141015921152388","0.6141015921152388","0.6171341925701289","0.6171341925701289","0.6171341925701289"
"560","0.599696739954511","0.599696739954511","0.599696739954511","0.6285064442759667","0.6285064442759667","0.6285064442759667","0.623199393479909","0.623199393479909","0.623199393479909","0.6148597422289613","0.6148597422289613","0.6148597422289613"
"565","0.5860500379075056","0.5860500379075056","0.5860500379075056","0.6224412433661866","0.6224412433661866","0.6224412433661866","0.6171341925701289","0.6171341925701289","0.6171341925701289","0.624715693707354","0.624715693707354","0.624715693707354"
"570","0.5936315390447309","0.5936315390447309","0.5936315390447309","0.6254738438210766","0.6254738438210766","0.6254738438210766","0.6194086429112965","0.6194086429112965","0.6194086429112965","0.6285064442759667","0.6285064442759667","0.6285064442759667"
"575","0.6004548900682335","0.6004548900682335","0.6004548900682335","0.6383623957543594","0.6383623957543594","0.6383623957543594","0.621683093252464","0.621683093252464","0.621683093252464","0.6300227445034117","0.6300227445034117","0.6300227445034117"
"580","0.604245640636846","0.604245640636846","0.604245640636846","0.6171341925701289","0.6171341925701289","0.6171341925701289","0.6171341925701289","0.6171341925701289","0.6171341925701289","0.6292645943896892","0.6292645943896892","0.6292645943896892"
"585","0.6050037907505686","0.6050037907505686","0.6050037907505686","0.6156178923426838","0.6156178923426838","0.6156178923426838","0.6353297952994693","0.6353297952994693","0.6353297952994693","0.6239575435936315","0.6239575435936315","0.6239575435936315"
"590","0.623199393479909","0.623199393479909","0.623199393479909","0.6254738438210766","0.6254738438210766","0.6254738438210766","0.6360879454131918","0.6360879454131918","0.6360879454131918","0.624715693707354","0.624715693707354","0.624715693707354"
"595","0.6065200909780136","0.6065200909780136","0.6065200909780136","0.6050037907505686","0.6050037907505686","0.6050037907505686","0.624715693707354","0.624715693707354","0.624715693707354","0.6186504927975739","0.6186504927975739","0.6186504927975739"
"600","0.6087945413191812","0.6087945413191812","0.6087945413191812","0.6133434420015162","0.6133434420015162","0.6133434420015162","0.623199393479909","0.623199393479909","0.623199393479909","0.6429112964366944","0.6429112964366944","0.6429112964366944"
"605","0.6186504927975739","0.6186504927975739","0.6186504927975739","0.6178923426838514","0.6178923426838514","0.6178923426838514","0.6254738438210766","0.6254738438210766","0.6254738438210766","0.6330553449583017","0.6330553449583017","0.6330553449583017"
"610","0.6110689916603488","0.6110689916603488","0.6110689916603488","0.6118271417740713","0.6118271417740713","0.6118271417740713","0.6141015921152388","0.6141015921152388","0.6141015921152388","0.6292645943896892","0.6292645943896892","0.6292645943896892"
"615","0.601213040181956","0.601213040181956","0.601213040181956","0.6239575435936315","0.6239575435936315","0.6239575435936315","0.6209249431387415","0.6209249431387415","0.6209249431387415","0.6353297952994693","0.6353297952994693","0.6353297952994693"
"620","0.6065200909780136","0.6065200909780136","0.6065200909780136","0.601213040181956","0.601213040181956","0.601213040181956","0.6239575435936315","0.6239575435936315","0.6239575435936315","0.6292645943896892","0.6292645943896892","0.6292645943896892"
"625","0.6087945413191812","0.6087945413191812","0.6087945413191812","0.6307808946171342","0.6307808946171342","0.6307808946171342","0.6156178923426838","0.6156178923426838","0.6156178923426838","0.6315390447308568","0.6315390447308568","0.6315390447308568"
"630","0.6050037907505686","0.6050037907505686","0.6050037907505686","0.6163760424564063","0.6163760424564063","0.6163760424564063","0.624715693707354","0.624715693707354","0.624715693707354","0.6429112964366944","0.6429112964366944","0.6429112964366944"
"635","0.6072782410917361","0.6072782410917361","0.6072782410917361","0.6186504927975739","0.6186504927975739","0.6186504927975739","0.623199393479909","0.623199393479909","0.623199393479909","0.6459438968915845","0.6459438968915845","0.6459438968915845"
"640","0.5981804397270659","0.5981804397270659","0.5981804397270659","0.6292645943896892","0.6292645943896892","0.6292645943896892","0.6285064442759667","0.6285064442759667","0.6285064442759667","0.6315390447308568","0.6315390447308568","0.6315390447308568"
"645","0.6019711902956786","0.6019711902956786","0.6019711902956786","0.6376042456406369","0.6376042456406369","0.6376042456406369","0.623199393479909","0.623199393479909","0.623199393479909","0.640636846095527","0.640636846095527","0.640636846095527"
"650","0.5989385898407885","0.5989385898407885","0.5989385898407885","0.6254738438210766","0.6254738438210766","0.6254738438210766","0.624715693707354","0.624715693707354","0.624715693707354","0.6467020470053071","0.6467020470053071","0.6467020470053071"
"655","0.5966641394996209","0.5966641394996209","0.5966641394996209","0.6345716451857468","0.6345716451857468","0.6345716451857468","0.6391205458680819","0.6391205458680819","0.6391205458680819","0.6376042456406369","0.6376042456406369","0.6376042456406369"
"660","0.6057619408642911","0.6057619408642911","0.6057619408642911","0.6292645943896892","0.6292645943896892","0.6292645943896892","0.6307808946171342","0.6307808946171342","0.6307808946171342","0.6383623957543594","0.6383623957543594","0.6383623957543594"
"665","0.5966641394996209","0.5966641394996209","0.5966641394996209","0.6292645943896892","0.6292645943896892","0.6292645943896892","0.6391205458680819","0.6391205458680819","0.6391205458680819","0.6429112964366944","0.6429112964366944","0.6429112964366944"
"670","0.601213040181956","0.601213040181956","0.601213040181956","0.6322971948445792","0.6322971948445792","0.6322971948445792","0.6345716451857468","0.6345716451857468","0.6345716451857468","0.6421531463229719","0.6421531463229719","0.6421531463229719"
"675","0.6095526914329037","0.6095526914329037","0.6095526914329037","0.6050037907505686","0.6050037907505686","0.6050037907505686","0.6391205458680819","0.6391205458680819","0.6391205458680819","0.645185746777862","0.645185746777862","0.645185746777862"
"680","0.6072782410917361","0.6072782410917361","0.6072782410917361","0.6141015921152388","0.6141015921152388","0.6141015921152388","0.6254738438210766","0.6254738438210766","0.6254738438210766","0.6360879454131918","0.6360879454131918","0.6360879454131918"
"685","0.6171341925701289","0.6171341925701289","0.6171341925701289","0.623199393479909","0.623199393479909","0.623199393479909","0.6391205458680819","0.6391205458680819","0.6391205458680819","0.640636846095527","0.640636846095527","0.640636846095527"
"690","0.6019711902956786","0.6019711902956786","0.6019711902956786","0.6307808946171342","0.6307808946171342","0.6307808946171342","0.6429112964366944","0.6429112964366944","0.6429112964366944","0.6277482941622441","0.6277482941622441","0.6277482941622441"
"695","0.6072782410917361","0.6072782410917361","0.6072782410917361","0.621683093252464","0.621683093252464","0.621683093252464","0.6322971948445792","0.6322971948445792","0.6322971948445792","0.6315390447308568","0.6315390447308568","0.6315390447308568"
"700","0.6103108415466262","0.6103108415466262","0.6103108415466262","0.6156178923426838","0.6156178923426838","0.6156178923426838","0.6338134950720242","0.6338134950720242","0.6338134950720242","0.6285064442759667","0.6285064442759667","0.6285064442759667"
"705","0.6080363912054587","0.6080363912054587","0.6080363912054587","0.6171341925701289","0.6171341925701289","0.6171341925701289","0.6542835481425322","0.6542835481425322","0.6542835481425322","0.6315390447308568","0.6315390447308568","0.6315390447308568"
"710","0.6072782410917361","0.6072782410917361","0.6072782410917361","0.6141015921152388","0.6141015921152388","0.6141015921152388","0.6322971948445792","0.6322971948445792","0.6322971948445792","0.6459438968915845","0.6459438968915845","0.6459438968915845"
"715","0.624715693707354","0.624715693707354","0.624715693707354","0.6156178923426838","0.6156178923426838","0.6156178923426838","0.6285064442759667","0.6285064442759667","0.6285064442759667","0.6413949962092494","0.6413949962092494","0.6413949962092494"
"720","0.623199393479909","0.623199393479909","0.623199393479909","0.6300227445034117","0.6300227445034117","0.6300227445034117","0.6360879454131918","0.6360879454131918","0.6360879454131918","0.645185746777862","0.645185746777862","0.645185746777862"
"725","0.6148597422289613","0.6148597422289613","0.6148597422289613","0.6292645943896892","0.6292645943896892","0.6292645943896892","0.6292645943896892","0.6292645943896892","0.6292645943896892","0.6307808946171342","0.6307808946171342","0.6307808946171342"
"730","0.6087945413191812","0.6087945413191812","0.6087945413191812","0.6186504927975739","0.6186504927975739","0.6186504927975739","0.6345716451857468","0.6345716451857468","0.6345716451857468","0.6459438968915845","0.6459438968915845","0.6459438968915845"
"735","0.6087945413191812","0.6087945413191812","0.6087945413191812","0.6209249431387415","0.6209249431387415","0.6209249431387415","0.6330553449583017","0.6330553449583017","0.6330553449583017","0.6474601971190296","0.6474601971190296","0.6474601971190296"
"740","0.6239575435936315","0.6239575435936315","0.6239575435936315","0.620166793025019","0.620166793025019","0.620166793025019","0.6262319939347991","0.6262319939347991","0.6262319939347991","0.6376042456406369","0.6376042456406369","0.6376042456406369"
"745","0.6103108415466262","0.6103108415466262","0.6103108415466262","0.6133434420015162","0.6133434420015162","0.6133434420015162","0.6277482941622441","0.6277482941622441","0.6277482941622441","0.624715693707354","0.624715693707354","0.624715693707354"
"750","0.6224412433661866","0.6224412433661866","0.6224412433661866","0.6360879454131918","0.6360879454131918","0.6360879454131918","0.6330553449583017","0.6330553449583017","0.6330553449583017","0.6277482941622441","0.6277482941622441","0.6277482941622441"
"755","0.621683093252464","0.621683093252464","0.621683093252464","0.6285064442759667","0.6285064442759667","0.6285064442759667","0.643669446550417","0.643669446550417","0.643669446550417","0.6353297952994693","0.6353297952994693","0.6353297952994693"
"760","0.6171341925701289","0.6171341925701289","0.6171341925701289","0.6269901440485216","0.6269901440485216","0.6269901440485216","0.6277482941622441","0.6277482941622441","0.6277482941622441","0.6209249431387415","0.6209249431387415","0.6209249431387415"
"765","0.6156178923426838","0.6156178923426838","0.6156178923426838","0.6376042456406369","0.6376042456406369","0.6376042456406369","0.6489764973464746","0.6489764973464746","0.6489764973464746","0.620166793025019","0.620166793025019","0.620166793025019"
"770","0.6087945413191812","0.6087945413191812","0.6087945413191812","0.6315390447308568","0.6315390447308568","0.6315390447308568","0.6277482941622441","0.6277482941622441","0.6277482941622441","0.6376042456406369","0.6376042456406369","0.6376042456406369"
"775","0.6133434420015162","0.6133434420015162","0.6133434420015162","0.6269901440485216","0.6269901440485216","0.6269901440485216","0.6467020470053071","0.6467020470053071","0.6467020470053071","0.6338134950720242","0.6338134950720242","0.6338134950720242"
"780","0.6027293404094011","0.6027293404094011","0.6027293404094011","0.6285064442759667","0.6285064442759667","0.6285064442759667","0.6292645943896892","0.6292645943896892","0.6292645943896892","0.6315390447308568","0.6315390447308568","0.6315390447308568"
"785","0.599696739954511","0.599696739954511","0.599696739954511","0.6285064442759667","0.6285064442759667","0.6285064442759667","0.6368460955269143","0.6368460955269143","0.6368460955269143","0.6285064442759667","0.6285064442759667","0.6285064442759667"
"790","0.5974222896133434","0.5974222896133434","0.5974222896133434","0.6330553449583017","0.6330553449583017","0.6330553449583017","0.6520090978013646","0.6520090978013646","0.6520090978013646","0.6277482941622441","0.6277482941622441","0.6277482941622441"
"795","0.6027293404094011","0.6027293404094011","0.6027293404094011","0.6285064442759667","0.6285064442759667","0.6285064442759667","0.6504927975739196","0.6504927975739196","0.6504927975739196","0.6421531463229719","0.6421531463229719","0.6421531463229719"
"800","0.6110689916603488","0.6110689916603488","0.6110689916603488","0.6376042456406369","0.6376042456406369","0.6376042456406369","0.6482183472327521","0.6482183472327521","0.6482183472327521","0.6300227445034117","0.6300227445034117","0.6300227445034117"
"805","0.5898407884761183","0.5898407884761183","0.5898407884761183","0.6285064442759667","0.6285064442759667","0.6285064442759667","0.6459438968915845","0.6459438968915845","0.6459438968915845","0.6467020470053071","0.6467020470053071","0.6467020470053071"
"810","0.6103108415466262","0.6103108415466262","0.6103108415466262","0.623199393479909","0.623199393479909","0.623199393479909","0.6467020470053071","0.6467020470053071","0.6467020470053071","0.6398786959818044","0.6398786959818044","0.6398786959818044"
"815","0.6133434420015162","0.6133434420015162","0.6133434420015162","0.6330553449583017","0.6330553449583017","0.6330553449583017","0.6338134950720242","0.6338134950720242","0.6338134950720242","0.6345716451857468","0.6345716451857468","0.6345716451857468"
"820","0.6110689916603488","0.6110689916603488","0.6110689916603488","0.6315390447308568","0.6315390447308568","0.6315390447308568","0.6550416982562547","0.6550416982562547","0.6550416982562547","0.6376042456406369","0.6376042456406369","0.6376042456406369"
"825","0.6072782410917361","0.6072782410917361","0.6072782410917361","0.620166793025019","0.620166793025019","0.620166793025019","0.6277482941622441","0.6277482941622441","0.6277482941622441","0.6489764973464746","0.6489764973464746","0.6489764973464746"
"830","0.6118271417740713","0.6118271417740713","0.6118271417740713","0.6307808946171342","0.6307808946171342","0.6307808946171342","0.6482183472327521","0.6482183472327521","0.6482183472327521","0.6459438968915845","0.6459438968915845","0.6459438968915845"
"835","0.6118271417740713","0.6118271417740713","0.6118271417740713","0.6277482941622441","0.6277482941622441","0.6277482941622441","0.6421531463229719","0.6421531463229719","0.6421531463229719","0.6542835481425322","0.6542835481425322","0.6542835481425322"
"840","0.6125852918877938","0.6125852918877938","0.6125852918877938","0.640636846095527","0.640636846095527","0.640636846095527","0.6285064442759667","0.6285064442759667","0.6285064442759667","0.6459438968915845","0.6459438968915845","0.6459438968915845"
"845","0.6194086429112965","0.6194086429112965","0.6194086429112965","0.6368460955269143","0.6368460955269143","0.6368460955269143","0.6186504927975739","0.6186504927975739","0.6186504927975739","0.6429112964366944","0.6429112964366944","0.6429112964366944"
"850","0.6072782410917361","0.6072782410917361","0.6072782410917361","0.6307808946171342","0.6307808946171342","0.6307808946171342","0.6421531463229719","0.6421531463229719","0.6421531463229719","0.6421531463229719","0.6421531463229719","0.6421531463229719"
"855","0.6148597422289613","0.6148597422289613","0.6148597422289613","0.6376042456406369","0.6376042456406369","0.6376042456406369","0.6474601971190296","0.6474601971190296","0.6474601971190296","0.640636846095527","0.640636846095527","0.640636846095527"
"860","0.6141015921152388","0.6141015921152388","0.6141015921152388","0.6360879454131918","0.6360879454131918","0.6360879454131918","0.6391205458680819","0.6391205458680819","0.6391205458680819","0.6429112964366944","0.6429112964366944","0.6429112964366944"
"865","0.6072782410917361","0.6072782410917361","0.6072782410917361","0.6178923426838514","0.6178923426838514","0.6178923426838514","0.6474601971190296","0.6474601971190296","0.6474601971190296","0.6429112964366944","0.6429112964366944","0.6429112964366944"
"870","0.6019711902956786","0.6019711902956786","0.6019711902956786","0.620166793025019","0.620166793025019","0.620166793025019","0.645185746777862","0.645185746777862","0.645185746777862","0.6353297952994693","0.6353297952994693","0.6353297952994693"
"875","0.6133434420015162","0.6133434420015162","0.6133434420015162","0.6186504927975739","0.6186504927975739","0.6186504927975739","0.6595905989385898","0.6595905989385898","0.6595905989385898","0.6467020470053071","0.6467020470053071","0.6467020470053071"
"880","0.6125852918877938","0.6125852918877938","0.6125852918877938","0.621683093252464","0.621683093252464","0.621683093252464","0.6550416982562547","0.6550416982562547","0.6550416982562547","0.6376042456406369","0.6376042456406369","0.6376042456406369"
"885","0.6163760424564063","0.6163760424564063","0.6163760424564063","0.6300227445034117","0.6300227445034117","0.6300227445034117","0.6444275966641395","0.6444275966641395","0.6444275966641395","0.6489764973464746","0.6489764973464746","0.6489764973464746"
"890","0.620166793025019","0.620166793025019","0.620166793025019","0.6300227445034117","0.6300227445034117","0.6300227445034117","0.6467020470053071","0.6467020470053071","0.6467020470053071","0.6391205458680819","0.6391205458680819","0.6391205458680819"
"895","0.620166793025019","0.620166793025019","0.620166793025019","0.6315390447308568","0.6315390447308568","0.6315390447308568","0.6353297952994693","0.6353297952994693","0.6353297952994693","0.6376042456406369","0.6376042456406369","0.6376042456406369"
"900","0.6269901440485216","0.6269901440485216","0.6269901440485216","0.6118271417740713","0.6118271417740713","0.6118271417740713","0.6391205458680819","0.6391205458680819","0.6391205458680819","0.6368460955269143","0.6368460955269143","0.6368460955269143"
"905","0.6156178923426838","0.6156178923426838","0.6156178923426838","0.6118271417740713","0.6118271417740713","0.6118271417740713","0.6467020470053071","0.6467020470053071","0.6467020470053071","0.6444275966641395","0.6444275966641395","0.6444275966641395"
"910","0.5989385898407885","0.5989385898407885","0.5989385898407885","0.6209249431387415","0.6209249431387415","0.6209249431387415","0.6444275966641395","0.6444275966641395","0.6444275966641395","0.6353297952994693","0.6353297952994693","0.6353297952994693"
"915","0.6087945413191812","0.6087945413191812","0.6087945413191812","0.6322971948445792","0.6322971948445792","0.6322971948445792","0.6512509476876421","0.6512509476876421","0.6512509476876421","0.6489764973464746","0.6489764973464746","0.6489764973464746"
"920","0.6224412433661866","0.6224412433661866","0.6224412433661866","0.6353297952994693","0.6353297952994693","0.6353297952994693","0.6429112964366944","0.6429112964366944","0.6429112964366944","0.6360879454131918","0.6360879454131918","0.6360879454131918"
"925","0.6110689916603488","0.6110689916603488","0.6110689916603488","0.6391205458680819","0.6391205458680819","0.6391205458680819","0.6588324488248674","0.6588324488248674","0.6588324488248674","0.6489764973464746","0.6489764973464746","0.6489764973464746"
"930","0.6133434420015162","0.6133434420015162","0.6133434420015162","0.6497346474601972","0.6497346474601972","0.6497346474601972","0.6444275966641395","0.6444275966641395","0.6444275966641395","0.6413949962092494","0.6413949962092494","0.6413949962092494"
"935","0.6103108415466262","0.6103108415466262","0.6103108415466262","0.6398786959818044","0.6398786959818044","0.6398786959818044","0.6474601971190296","0.6474601971190296","0.6474601971190296","0.6429112964366944","0.6429112964366944","0.6429112964366944"
"940","0.6072782410917361","0.6072782410917361","0.6072782410917361","0.6292645943896892","0.6292645943896892","0.6292645943896892","0.6497346474601972","0.6497346474601972","0.6497346474601972","0.6497346474601972","0.6497346474601972","0.6497346474601972"
"945","0.6087945413191812","0.6087945413191812","0.6087945413191812","0.6125852918877938","0.6125852918877938","0.6125852918877938","0.6383623957543594","0.6383623957543594","0.6383623957543594","0.6641394996209249","0.6641394996209249","0.6641394996209249"
"950","0.6262319939347991","0.6262319939347991","0.6262319939347991","0.6178923426838514","0.6178923426838514","0.6178923426838514","0.6520090978013646","0.6520090978013646","0.6520090978013646","0.6542835481425322","0.6542835481425322","0.6542835481425322"
"955","0.6125852918877938","0.6125852918877938","0.6125852918877938","0.6338134950720242","0.6338134950720242","0.6338134950720242","0.6482183472327521","0.6482183472327521","0.6482183472327521","0.6482183472327521","0.6482183472327521","0.6482183472327521"
"960","0.6065200909780136","0.6065200909780136","0.6065200909780136","0.6163760424564063","0.6163760424564063","0.6163760424564063","0.640636846095527","0.640636846095527","0.640636846095527","0.6467020470053071","0.6467020470053071","0.6467020470053071"
"965","0.6148597422289613","0.6148597422289613","0.6148597422289613","0.6269901440485216","0.6269901440485216","0.6269901440485216","0.6345716451857468","0.6345716451857468","0.6345716451857468","0.6474601971190296","0.6474601971190296","0.6474601971190296"
"970","0.604245640636846","0.604245640636846","0.604245640636846","0.6368460955269143","0.6368460955269143","0.6368460955269143","0.6467020470053071","0.6467020470053071","0.6467020470053071","0.6368460955269143","0.6368460955269143","0.6368460955269143"
"975","0.6110689916603488","0.6110689916603488","0.6110689916603488","0.623199393479909","0.623199393479909","0.623199393479909","0.6345716451857468","0.6345716451857468","0.6345716451857468","0.6322971948445792","0.6322971948445792","0.6322971948445792"
"980","0.624715693707354","0.624715693707354","0.624715693707354","0.640636846095527","0.640636846095527","0.640636846095527","0.6512509476876421","0.6512509476876421","0.6512509476876421","0.6429112964366944","0.6429112964366944","0.6429112964366944"
"985","0.6141015921152388","0.6141015921152388","0.6141015921152388","0.6360879454131918","0.6360879454131918","0.6360879454131918","0.6550416982562547","0.6550416982562547","0.6550416982562547","0.6376042456406369","0.6376042456406369","0.6376042456406369"
"990","0.6300227445034117","0.6300227445034117","0.6300227445034117","0.6330553449583017","0.6330553449583017","0.6330553449583017","0.6413949962092494","0.6413949962092494","0.6413949962092494","0.6398786959818044","0.6398786959818044","0.6398786959818044"
"995","0.6360879454131918","0.6360879454131918","0.6360879454131918","0.6322971948445792","0.6322971948445792","0.6322971948445792","0.640636846095527","0.640636846095527","0.640636846095527","0.645185746777862","0.645185746777862","0.645185746777862"
"1000","0.6194086429112965","0.6194086429112965","0.6194086429112965","0.6163760424564063","0.6163760424564063","0.6163760424564063","0.6383623957543594","0.6383623957543594","0.6383623957543594","0.6474601971190296","0.6474601971190296","0.6474601971190296"
"1005","0.6338134950720242","0.6338134950720242","0.6338134950720242","0.6285064442759667","0.6285064442759667","0.6285064442759667","0.6467020470053071","0.6467020470053071","0.6467020470053071","0.6345716451857468","0.6345716451857468","0.6345716451857468"
