"Step","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - response_length/main_chain/mean","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - response_length/main_chain/mean__MIN","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - response_length/main_chain/mean__MAX","qwen2.5-0.5b-instruct-gsm8k-crpo-no-branch - response_length/main_chain/mean","qwen2.5-0.5b-instruct-gsm8k-crpo-no-branch - response_length/main_chain/mean__MIN","qwen2.5-0.5b-instruct-gsm8k-crpo-no-branch - response_length/main_chain/mean__MAX"
"1575","370.9117736816406","370.9117736816406","370.9117736816406","264.7946472167969","264.7946472167969","264.7946472167969"
"1576","373.6328125","373.6328125","373.6328125","315.6000061035156","315.6000061035156","315.6000061035156"
"1577","461.1339416503906","461.1339416503906","461.1339416503906","271.4264831542969","271.4264831542969","271.4264831542969"
"1578","413.1736145019531","413.1736145019531","413.1736145019531","322.9044189453125","322.9044189453125","322.9044189453125"
"1579","395.1916809082031","395.1916809082031","395.1916809082031","263.5562438964844","263.5562438964844","263.5562438964844"
"1580","409.2980651855469","409.2980651855469","409.2980651855469","282.7083435058594","282.7083435058594","282.7083435058594"
"1581","468.75","468.75","468.75","307.06549072265625","307.06549072265625","307.06549072265625"
"1582","392.5249938964844","392.5249938964844","392.5249938964844","251.36764526367188","251.36764526367188","251.36764526367188"
"1583","400.71875","400.71875","400.71875","294.4261474609375","294.4261474609375","294.4261474609375"
"1584","406.1499938964844","406.1499938964844","406.1499938964844","262.5486145019531","262.5486145019531","262.5486145019531"
"1585","462.9196472167969","462.9196472167969","462.9196472167969","317.21875","317.21875","317.21875"
"1586","442.9750061035156","442.9750061035156","442.9750061035156","281.71429443359375","281.71429443359375","281.71429443359375"
"1587","350.22320556640625","350.22320556640625","350.22320556640625","263.8552551269531","263.8552551269531","263.8552551269531"
"1588","397.6458435058594","397.6458435058594","397.6458435058594","276.2302551269531","276.2302551269531","276.2302551269531"
"1589","404.4375","404.4375","404.4375","257.7613525390625","257.7613525390625","257.7613525390625"
"1590","429.3194580078125","429.3194580078125","429.3194580078125","249.3988037109375","249.3988037109375","249.3988037109375"
"1591","419.09375","419.09375","419.09375","270.691162109375","270.691162109375","270.691162109375"
"1592","397.375","397.375","397.375","277.9861145019531","277.9861145019531","277.9861145019531"
"1593","422.3014831542969","422.3014831542969","422.3014831542969","279.80499267578125","279.80499267578125","279.80499267578125"
"1594","386.8984375","386.8984375","386.8984375","285","285","285"
"1595","438.3515625","438.3515625","438.3515625","306.5131530761719","306.5131530761719","306.5131530761719"
"1596","342.984375","342.984375","342.984375","269.125","269.125","269.125"
"1597","459.8083190917969","459.8083190917969","459.8083190917969","278.80950927734375","278.80950927734375","278.80950927734375"
"1598","422.2954406738281","422.2954406738281","422.2954406738281","333.8125","333.8125","333.8125"
"1599","444.5916748046875","444.5916748046875","444.5916748046875","312.1953125","312.1953125","312.1953125"
"1600","413.0416564941406","413.0416564941406","413.0416564941406","317.2132263183594","317.2132263183594","317.2132263183594"
"1601","421.0763854980469","421.0763854980469","421.0763854980469","291.5480651855469","291.5480651855469","291.5480651855469"
"1602","421.64166259765625","421.64166259765625","421.64166259765625","270.4117736816406","270.4117736816406","270.4117736816406"
"1603","409.7589416503906","409.7589416503906","409.7589416503906","279.25","279.25","279.25"
"1604","457.5735168457031","457.5735168457031","457.5735168457031","281.9761962890625","281.9761962890625","281.9761962890625"
"1605","384.4270935058594","384.4270935058594","384.4270935058594","283.85626220703125","283.85626220703125","283.85626220703125"
"1606","415.9342041015625","415.9342041015625","415.9342041015625","295.1640625","295.1640625","295.1640625"
"1607","460.1333312988281","460.1333312988281","460.1333312988281","291.6793518066406","291.6793518066406","291.6793518066406"
"1608","405.6985168457031","405.6985168457031","405.6985168457031","286.03125","286.03125","286.03125"
"1609","420","420","420","276.92498779296875","276.92498779296875","276.92498779296875"
"1610","419.3333435058594","419.3333435058594","419.3333435058594","267.26470947265625","267.26470947265625","267.26470947265625"
"1611","432.3303527832031","432.3303527832031","432.3303527832031","306.6944580078125","306.6944580078125","306.6944580078125"
"1612","423.51666259765625","423.51666259765625","423.51666259765625","297.60626220703125","297.60626220703125","297.60626220703125"
"1613","426.23809814453125","426.23809814453125","426.23809814453125","326.6029357910156","326.6029357910156","326.6029357910156"
"1614","435.9204406738281","435.9204406738281","435.9204406738281","280.1333312988281","280.1333312988281","280.1333312988281"
"1615","391.3365478515625","391.3365478515625","391.3365478515625","288.672607421875","288.672607421875","288.672607421875"
"1616","378.0625","378.0625","378.0625","270.1499938964844","270.1499938964844","270.1499938964844"
"1617","395.1111145019531","395.1111145019531","395.1111145019531","284.4659118652344","284.4659118652344","284.4659118652344"
"1618","446.10833740234375","446.10833740234375","446.10833740234375","294.22369384765625","294.22369384765625","294.22369384765625"
"1619","431.0367736816406","431.0367736816406","431.0367736816406","304.0078125","304.0078125","304.0078125"
"1620","430.5855407714844","430.5855407714844","430.5855407714844","265.8660583496094","265.8660583496094","265.8660583496094"
"1621","440.8092041015625","440.8092041015625","440.8092041015625","281.5104064941406","281.5104064941406","281.5104064941406"
"1622","436.32501220703125","436.32501220703125","436.32501220703125","306.4583435058594","306.4583435058594","306.4583435058594"
"1623","423.29412841796875","423.29412841796875","423.29412841796875","280.4513854980469","280.4513854980469","280.4513854980469"
"1624","460.006591796875","460.006591796875","460.006591796875","273.0486145019531","273.0486145019531","273.0486145019531"
"1625","449.875","449.875","449.875","274.4204406738281","274.4204406738281","274.4204406738281"
"1626","481.2559509277344","481.2559509277344","481.2559509277344","274.7215881347656","274.7215881347656","274.7215881347656"
"1627","539.8571166992188","539.8571166992188","539.8571166992188","289.8062438964844","289.8062438964844","289.8062438964844"
"1628","558.2265625","558.2265625","558.2265625","314.72283935546875","314.72283935546875","314.72283935546875"
"1629","447.0104064941406","447.0104064941406","447.0104064941406","285.316162109375","285.316162109375","285.316162109375"
"1630","510.1071472167969","510.1071472167969","510.1071472167969","347.0514831542969","347.0514831542969","347.0514831542969"
"1631","501.9545593261719","501.9545593261719","501.9545593261719","306.3035583496094","306.3035583496094","306.3035583496094"
"1632","504.70001220703125","504.70001220703125","504.70001220703125","278.4921875","278.4921875","278.4921875"
"1633","470.85833740234375","470.85833740234375","470.85833740234375","290.2250061035156","290.2250061035156","290.2250061035156"
"1634","522.7678833007812","522.7678833007812","522.7678833007812","290.625","290.625","290.625"
"1635","464.9772644042969","464.9772644042969","464.9772644042969","302.0735168457031","302.0735168457031","302.0735168457031"
"1636","472.1736145019531","472.1736145019531","472.1736145019531","277.006591796875","277.006591796875","277.006591796875"
"1637","468.3333435058594","468.3333435058594","468.3333435058594","274.53289794921875","274.53289794921875","274.53289794921875"
"1638","491.93182373046875","491.93182373046875","491.93182373046875","305.4296875","305.4296875","305.4296875"
"1639","446.1770935058594","446.1770935058594","446.1770935058594","313.34375","313.34375","313.34375"
"1640","482.80767822265625","482.80767822265625","482.80767822265625","267.9802551269531","267.9802551269531","267.9802551269531"
"1641","463.71875","463.71875","463.71875","296.26873779296875","296.26873779296875","296.26873779296875"
"1642","405.65277099609375","405.65277099609375","405.65277099609375","311.43182373046875","311.43182373046875","311.43182373046875"
"1643","384.625","384.625","384.625","304.3455810546875","304.3455810546875","304.3455810546875"
"1644","403.01922607421875","403.01922607421875","403.01922607421875","305.4539489746094","305.4539489746094","305.4539489746094"
"1645","435.83123779296875","435.83123779296875","435.83123779296875","309.95001220703125","309.95001220703125","309.95001220703125"
"1646","413.6770935058594","413.6770935058594","413.6770935058594","311.0416564941406","311.0416564941406","311.0416564941406"
"1647","415.90625","415.90625","415.90625","284.6696472167969","284.6696472167969","284.6696472167969"
"1648","421.05767822265625","421.05767822265625","421.05767822265625","320.0625","320.0625","320.0625"
"1649","429.3920593261719","429.3920593261719","429.3920593261719","274.8611145019531","274.8611145019531","274.8611145019531"
"1650","398.1833190917969","398.1833190917969","398.1833190917969","270.6666564941406","270.6666564941406","270.6666564941406"
"1651","405.9659118652344","405.9659118652344","405.9659118652344","292.4375","292.4375","292.4375"
"1652","438.40972900390625","438.40972900390625","438.40972900390625","315.1944580078125","315.1944580078125","315.1944580078125"
"1653","351.5909118652344","351.5909118652344","351.5909118652344","275.125","275.125","275.125"
"1654","463.0397644042969","463.0397644042969","463.0397644042969","347.59375","347.59375","347.59375"
"1655","496.05682373046875","496.05682373046875","496.05682373046875","312.375","312.375","312.375"
"1656","417.808837890625","417.808837890625","417.808837890625","284.78570556640625","284.78570556640625","284.78570556640625"
"1657","503.8235168457031","503.8235168457031","503.8235168457031","332.25","332.25","332.25"
"1658","430","430","430","297.0062561035156","297.0062561035156","297.0062561035156"
"1659","429.39422607421875","429.39422607421875","429.39422607421875","299.44232177734375","299.44232177734375","299.44232177734375"
"1660","383.70587158203125","383.70587158203125","383.70587158203125","331.8355407714844","331.8355407714844","331.8355407714844"
"1661","447.10833740234375","447.10833740234375","447.10833740234375","303.4236145019531","303.4236145019531","303.4236145019531"
"1662","483.20001220703125","483.20001220703125","483.20001220703125","309.07501220703125","309.07501220703125","309.07501220703125"
"1663","436.6842041015625","436.6842041015625","436.6842041015625","278.6907958984375","278.6907958984375","278.6907958984375"
"1664","486.625","486.625","486.625","317.6071472167969","317.6071472167969","317.6071472167969"
"1665","447.1400146484375","447.1400146484375","447.1400146484375","303.09722900390625","303.09722900390625","303.09722900390625"
"1666","480.015625","480.015625","480.015625","281.5874938964844","281.5874938964844","281.5874938964844"
"1667","417.8522644042969","417.8522644042969","417.8522644042969","269.25","269.25","269.25"
"1668","382.2613525390625","382.2613525390625","382.2613525390625","346.6590881347656","346.6590881347656","346.6590881347656"
"1669","438.40179443359375","438.40179443359375","438.40179443359375","291.6544189453125","291.6544189453125","291.6544189453125"
"1670","404.77679443359375","404.77679443359375","404.77679443359375","311.5916748046875","311.5916748046875","311.5916748046875"
"1671","358.875","358.875","358.875","280.0625","280.0625","280.0625"
"1672","494.8500061035156","494.8500061035156","494.8500061035156","302.8541564941406","302.8541564941406","302.8541564941406"
"1673","441.4285583496094","441.4285583496094","441.4285583496094","338.72320556640625","338.72320556640625","338.72320556640625"
"1674","395.9125061035156","395.9125061035156","395.9125061035156","270.1458435058594","270.1458435058594","270.1458435058594"
"1675","423.9519348144531","423.9519348144531","423.9519348144531","311.7272644042969","311.7272644042969","311.7272644042969"
"1676","441.3416748046875","441.3416748046875","441.3416748046875","331.6071472167969","331.6071472167969","331.6071472167969"
"1677","414.2166748046875","414.2166748046875","414.2166748046875","300.3500061035156","300.3500061035156","300.3500061035156"
"1678","435.04412841796875","435.04412841796875","435.04412841796875","305.5789489746094","305.5789489746094","305.5789489746094"
"1679","393.8863525390625","393.8863525390625","393.8863525390625","294.88970947265625","294.88970947265625","294.88970947265625"
"1680","378.25","378.25","378.25","327.3409118652344","327.3409118652344","327.3409118652344"
"1681","384.2980651855469","384.2980651855469","384.2980651855469","309.3636474609375","309.3636474609375","309.3636474609375"
"1682","405.875","405.875","405.875","282.9926452636719","282.9926452636719","282.9926452636719"
"1683","428.07501220703125","428.07501220703125","428.07501220703125","326.5625","326.5625","326.5625"
"1684","437.8958435058594","437.8958435058594","437.8958435058594","343.6428527832031","343.6428527832031","343.6428527832031"
"1685","328.3653869628906","328.3653869628906","328.3653869628906","259.7604064941406","259.7604064941406","259.7604064941406"
"1686","364.6447448730469","364.6447448730469","364.6447448730469","303.7884521484375","303.7884521484375","303.7884521484375"
"1687","395.2678527832031","395.2678527832031","395.2678527832031","309.1000061035156","309.1000061035156","309.1000061035156"
"1688","387.421875","387.421875","387.421875","302.0073547363281","302.0073547363281","302.0073547363281"
"1689","349.9761962890625","349.9761962890625","349.9761962890625","288.5234375","288.5234375","288.5234375"
"1690","439.40625","439.40625","439.40625","319.3333435058594","319.3333435058594","319.3333435058594"
"1691","349.71710205078125","349.71710205078125","349.71710205078125","307.6583251953125","307.6583251953125","307.6583251953125"
"1692","355","355","355","291.1470642089844","291.1470642089844","291.1470642089844"
"1693","396.20001220703125","396.20001220703125","396.20001220703125","307.1937561035156","307.1937561035156","307.1937561035156"
"1694","358.5555419921875","358.5555419921875","358.5555419921875","288.2361145019531","288.2361145019531","288.2361145019531"
"1695","371.52630615234375","371.52630615234375","371.52630615234375","251.0833282470703","251.0833282470703","251.0833282470703"
"1696","366.2115478515625","366.2115478515625","366.2115478515625","265.7416687011719","265.7416687011719","265.7416687011719"
"1697","392.1477355957031","392.1477355957031","392.1477355957031","277.2019348144531","277.2019348144531","277.2019348144531"
"1698","384.3988037109375","384.3988037109375","384.3988037109375","304.625","304.625","304.625"
"1699","381.5375061035156","381.5375061035156","381.5375061035156","280.8187561035156","280.8187561035156","280.8187561035156"
"1700","390.65625","390.65625","390.65625","317.0234375","317.0234375","317.0234375"
"1701","399.2708435058594","399.2708435058594","399.2708435058594","302.7708435058594","302.7708435058594","302.7708435058594"
"1702","426.73333740234375","426.73333740234375","426.73333740234375","307.9044189453125","307.9044189453125","307.9044189453125"
"1703","351.4125061035156","351.4125061035156","351.4125061035156","320.5249938964844","320.5249938964844","320.5249938964844"
"1704","375.96875","375.96875","375.96875","302.1346130371094","302.1346130371094","302.1346130371094"
"1705","430.9519348144531","430.9519348144531","430.9519348144531","307.8823547363281","307.8823547363281","307.8823547363281"
"1706","408.7205810546875","408.7205810546875","408.7205810546875","286.6666564941406","286.6666564941406","286.6666564941406"
"1707","422.4632263183594","422.4632263183594","422.4632263183594","302.183837890625","302.183837890625","302.183837890625"
"1708","398.1458435058594","398.1458435058594","398.1458435058594","308.5227355957031","308.5227355957031","308.5227355957031"
"1709","413.94049072265625","413.94049072265625","413.94049072265625","324.0546875","324.0546875","324.0546875"
"1710","376.140625","376.140625","376.140625","358.9895935058594","358.9895935058594","358.9895935058594"
"1711","412.6696472167969","412.6696472167969","412.6696472167969","303.1166687011719","303.1166687011719","303.1166687011719"
"1712","418.7410583496094","418.7410583496094","418.7410583496094","292.3269348144531","292.3269348144531","292.3269348144531"
"1713","370.27679443359375","370.27679443359375","370.27679443359375","275.5480651855469","275.5480651855469","275.5480651855469"
"1714","433.1916809082031","433.1916809082031","433.1916809082031","335.0113525390625","335.0113525390625","335.0113525390625"
"1715","398.66070556640625","398.66070556640625","398.66070556640625","308.7670593261719","308.7670593261719","308.7670593261719"
"1716","370.4886474609375","370.4886474609375","370.4886474609375","293.7166748046875","293.7166748046875","293.7166748046875"
"1717","337.19317626953125","337.19317626953125","337.19317626953125","287.6499938964844","287.6499938964844","287.6499938964844"
"1718","449.9144592285156","449.9144592285156","449.9144592285156","315.47283935546875","315.47283935546875","315.47283935546875"
"1719","444.625","444.625","444.625","298.15789794921875","298.15789794921875","298.15789794921875"
"1720","388.4861145019531","388.4861145019531","388.4861145019531","308.8999938964844","308.8999938964844","308.8999938964844"
"1721","447.9210510253906","447.9210510253906","447.9210510253906","329.72222900390625","329.72222900390625","329.72222900390625"
"1722","373.2749938964844","373.2749938964844","373.2749938964844","304.5625","304.5625","304.5625"
"1723","447.672607421875","447.672607421875","447.672607421875","337.6000061035156","337.6000061035156","337.6000061035156"
"1724","380.3333435058594","380.3333435058594","380.3333435058594","290.8671875","290.8671875","290.8671875"
"1725","420.4750061035156","420.4750061035156","420.4750061035156","285.6666564941406","285.6666564941406","285.6666564941406"
"1726","407.6484375","407.6484375","407.6484375","312.8214416503906","312.8214416503906","312.8214416503906"
"1727","397.02679443359375","397.02679443359375","397.02679443359375","332.8229064941406","332.8229064941406","332.8229064941406"
"1728","442.0367736816406","442.0367736816406","442.0367736816406","297.28289794921875","297.28289794921875","297.28289794921875"
"1729","445.0288391113281","445.0288391113281","445.0288391113281","288.8552551269531","288.8552551269531","288.8552551269531"
"1730","471.6736145019531","471.6736145019531","471.6736145019531","312.77630615234375","312.77630615234375","312.77630615234375"
"1731","445.3214416503906","445.3214416503906","445.3214416503906","301.5340881347656","301.5340881347656","301.5340881347656"
"1732","395.78125","395.78125","395.78125","300.0234375","300.0234375","300.0234375"
"1733","408.1388854980469","408.1388854980469","408.1388854980469","291.3125","291.3125","291.3125"
"1734","351.70001220703125","351.70001220703125","351.70001220703125","293.6842041015625","293.6842041015625","293.6842041015625"
"1735","413.3571472167969","413.3571472167969","413.3571472167969","301.375","301.375","301.375"
"1736","372.73333740234375","372.73333740234375","372.73333740234375","286.7890625","286.7890625","286.7890625"
"1737","383.6544189453125","383.6544189453125","383.6544189453125","288.5694580078125","288.5694580078125","288.5694580078125"
"1738","451.1590881347656","451.1590881347656","451.1590881347656","288.5249938964844","288.5249938964844","288.5249938964844"
"1739","433.9285583496094","433.9285583496094","433.9285583496094","270.2083435058594","270.2083435058594","270.2083435058594"
"1740","385.8863525390625","385.8863525390625","385.8863525390625","298.1145935058594","298.1145935058594","298.1145935058594"
"1741","445.03289794921875","445.03289794921875","445.03289794921875","330.98077392578125","330.98077392578125","330.98077392578125"
"1742","492.6111145019531","492.6111145019531","492.6111145019531","351.015625","351.015625","351.015625"
"1743","408.65789794921875","408.65789794921875","408.65789794921875","329.265625","329.265625","329.265625"
"1744","397.375","397.375","397.375","270.3269348144531","270.3269348144531","270.3269348144531"
"1745","458.9539489746094","458.9539489746094","458.9539489746094","336.9861145019531","336.9861145019531","336.9861145019531"
"1746","469.8611145019531","469.8611145019531","469.8611145019531","295.0096130371094","295.0096130371094","295.0096130371094"
"1747","435.59027099609375","435.59027099609375","435.59027099609375","323.9134521484375","323.9134521484375","323.9134521484375"
"1748","355.6625061035156","355.6625061035156","355.6625061035156","310.1916809082031","310.1916809082031","310.1916809082031"
"1749","484.59722900390625","484.59722900390625","484.59722900390625","311.1875","311.1875","311.1875"
"1750","460.09820556640625","460.09820556640625","460.09820556640625","306.4375","306.4375","306.4375"
"1751","439.03125","439.03125","439.03125","302.6644592285156","302.6644592285156","302.6644592285156"
"1752","456.6071472167969","456.6071472167969","456.6071472167969","302.51470947265625","302.51470947265625","302.51470947265625"
"1753","384.1346130371094","384.1346130371094","384.1346130371094","303.1634521484375","303.1634521484375","303.1634521484375"
"1754","415.7986145019531","415.7986145019531","415.7986145019531","333.6944580078125","333.6944580078125","333.6944580078125"
"1755","402.8854064941406","402.8854064941406","402.8854064941406","302.66070556640625","302.66070556640625","302.66070556640625"
"1756","426.9926452636719","426.9926452636719","426.9926452636719","300.7083435058594","300.7083435058594","300.7083435058594"
"1757","372.73529052734375","372.73529052734375","372.73529052734375","290.81549072265625","290.81549072265625","290.81549072265625"
"1758","411.57501220703125","411.57501220703125","411.57501220703125","293.86029052734375","293.86029052734375","293.86029052734375"
"1759","450.5073547363281","450.5073547363281","450.5073547363281","308.0859375","308.0859375","308.0859375"
"1760","470.32501220703125","470.32501220703125","470.32501220703125","321.2749938964844","321.2749938964844","321.2749938964844"
"1761","457.7159118652344","457.7159118652344","457.7159118652344","302.2788391113281","302.2788391113281","302.2788391113281"
"1762","436.0073547363281","436.0073547363281","436.0073547363281","320.07501220703125","320.07501220703125","320.07501220703125"
"1763","434.4921875","434.4921875","434.4921875","290.9711608886719","290.9711608886719","290.9711608886719"
"1764","436.4134521484375","436.4134521484375","436.4134521484375","308.21710205078125","308.21710205078125","308.21710205078125"
"1765","439.59722900390625","439.59722900390625","439.59722900390625","291.9583435058594","291.9583435058594","291.9583435058594"
"1766","454.1153869628906","454.1153869628906","454.1153869628906","341.2867736816406","341.2867736816406","341.2867736816406"
"1767","423.40625","423.40625","423.40625","282.98748779296875","282.98748779296875","282.98748779296875"
"1768","415.34375","415.34375","415.34375","273.6666564941406","273.6666564941406","273.6666564941406"
"1769","454.3653869628906","454.3653869628906","454.3653869628906","280.65625","280.65625","280.65625"
"1770","368.79998779296875","368.79998779296875","368.79998779296875","278.72320556640625","278.72320556640625","278.72320556640625"
"1771","386.36248779296875","386.36248779296875","386.36248779296875","264.10833740234375","264.10833740234375","264.10833740234375"
"1772","430.68267822265625","430.68267822265625","430.68267822265625","277.08087158203125","277.08087158203125","277.08087158203125"
"1773","440.4937438964844","440.4937438964844","440.4937438964844","320.1470642089844","320.1470642089844","320.1470642089844"
"1774","422.375","422.375","422.375","283.84375","283.84375","283.84375"
"1775","429.2794189453125","429.2794189453125","429.2794189453125","302.4140625","302.4140625","302.4140625"
"1776","420.3333435058594","420.3333435058594","420.3333435058594","284.25","284.25","284.25"
"1777","485.7613525390625","485.7613525390625","485.7613525390625","282.7083435058594","282.7083435058594","282.7083435058594"
"1778","367.30767822265625","367.30767822265625","367.30767822265625","285.45587158203125","285.45587158203125","285.45587158203125"
"1779","435.0769348144531","435.0769348144531","435.0769348144531","287.1776428222656","287.1776428222656","287.1776428222656"
"1780","384.9375","384.9375","384.9375","278.9090881347656","278.9090881347656","278.9090881347656"
"1781","440.90625","440.90625","440.90625","321.2361145019531","321.2361145019531","321.2361145019531"
"1782","432.1171875","432.1171875","432.1171875","306.61029052734375","306.61029052734375","306.61029052734375"
"1783","409.3046875","409.3046875","409.3046875","271.0833435058594","271.0833435058594","271.0833435058594"
"1784","410.3928527832031","410.3928527832031","410.3928527832031","262.3611145019531","262.3611145019531","262.3611145019531"
"1785","444.42498779296875","444.42498779296875","444.42498779296875","250.27272033691406","250.27272033691406","250.27272033691406"
"1786","443.9264831542969","443.9264831542969","443.9264831542969","275.9416809082031","275.9416809082031","275.9416809082031"
"1787","419.5833435058594","419.5833435058594","419.5833435058594","273.26470947265625","273.26470947265625","273.26470947265625"
"1788","400.3833312988281","400.3833312988281","400.3833312988281","264.1964416503906","264.1964416503906","264.1964416503906"
"1789","469.6022644042969","469.6022644042969","469.6022644042969","273.0390625","273.0390625","273.0390625"
"1790","443.5555419921875","443.5555419921875","443.5555419921875","306.646728515625","306.646728515625","306.646728515625"
"1791","452.75","452.75","452.75","268.875","268.875","268.875"
"1792","438.33087158203125","438.33087158203125","438.33087158203125","302.48077392578125","302.48077392578125","302.48077392578125"
"1793","398.6583251953125","398.6583251953125","398.6583251953125","284.3055419921875","284.3055419921875","284.3055419921875"
"1794","567.625","567.625","567.625","281.2867736816406","281.2867736816406","281.2867736816406"
"1795","450.9926452636719","450.9926452636719","450.9926452636719","275.640625","275.640625","275.640625"
"1796","498.75","498.75","498.75","273.72222900390625","273.72222900390625","273.72222900390625"
"1797","470.3229064941406","470.3229064941406","470.3229064941406","259.95587158203125","259.95587158203125","259.95587158203125"
"1798","407.0083312988281","407.0083312988281","407.0083312988281","248.6458282470703","248.6458282470703","248.6458282470703"
"1799","438.52679443359375","438.52679443359375","438.52679443359375","259.98333740234375","259.98333740234375","259.98333740234375"
"1800","422.5833435058594","422.5833435058594","422.5833435058594","281.81732177734375","281.81732177734375","281.81732177734375"
"1801","408.125","408.125","408.125","273.5446472167969","273.5446472167969","273.5446472167969"
"1802","483.1346130371094","483.1346130371094","483.1346130371094","268.3928527832031","268.3928527832031","268.3928527832031"
"1803","401.4296875","401.4296875","401.4296875","284.02679443359375","284.02679443359375","284.02679443359375"
"1804","439.16070556640625","439.16070556640625","439.16070556640625","291.6428527832031","291.6428527832031","291.6428527832031"
"1805","434.9916687011719","434.9916687011719","434.9916687011719","281.941162109375","281.941162109375","281.941162109375"
"1806","420.5208435058594","420.5208435058594","420.5208435058594","285.21527099609375","285.21527099609375","285.21527099609375"
"1807","413.46875","413.46875","413.46875","257.4375","257.4375","257.4375"
"1808","422.53125","422.53125","422.53125","258.17498779296875","258.17498779296875","258.17498779296875"
"1809","448.6388854980469","448.6388854980469","448.6388854980469","285.8958435058594","285.8958435058594","285.8958435058594"
"1810","458.8854064941406","458.8854064941406","458.8854064941406","271.71875","271.71875","271.71875"
"1811","496.8035583496094","496.8035583496094","496.8035583496094","309","309","309"
"1812","492.6666564941406","492.6666564941406","492.6666564941406","269.78289794921875","269.78289794921875","269.78289794921875"
"1813","396.55682373046875","396.55682373046875","396.55682373046875","277.0520935058594","277.0520935058594","277.0520935058594"
"1814","480.75","480.75","480.75","312.3515625","312.3515625","312.3515625"
"1815","442.2749938964844","442.2749938964844","442.2749938964844","294.19317626953125","294.19317626953125","294.19317626953125"
"1816","442.0833435058594","442.0833435058594","442.0833435058594","265.6071472167969","265.6071472167969","265.6071472167969"
"1817","382.27630615234375","382.27630615234375","382.27630615234375","282.10626220703125","282.10626220703125","282.10626220703125"
"1818","469.6333312988281","469.6333312988281","469.6333312988281","269.25","269.25","269.25"
"1819","401.125","401.125","401.125","262.23529052734375","262.23529052734375","262.23529052734375"
"1820","397.89373779296875","397.89373779296875","397.89373779296875","288.53289794921875","288.53289794921875","288.53289794921875"
"1821","495.30682373046875","495.30682373046875","495.30682373046875","312.4821472167969","312.4821472167969","312.4821472167969"
"1822","419.5288391113281","419.5288391113281","419.5288391113281","283.2884521484375","283.2884521484375","283.2884521484375"
"1823","440.1428527832031","440.1428527832031","440.1428527832031","309.52679443359375","309.52679443359375","309.52679443359375"
"1824","392.493408203125","392.493408203125","392.493408203125","292.8645935058594","292.8645935058594","292.8645935058594"
"1825","448.2840881347656","448.2840881347656","448.2840881347656","278.3999938964844","278.3999938964844","278.3999938964844"
"1826","411.8020935058594","411.8020935058594","411.8020935058594","299.808837890625","299.808837890625","299.808837890625"
"1827","454.3660583496094","454.3660583496094","454.3660583496094","294.22320556640625","294.22320556640625","294.22320556640625"
"1828","391.3125","391.3125","391.3125","271.2019348144531","271.2019348144531","271.2019348144531"
"1829","418.7211608886719","418.7211608886719","418.7211608886719","328.6041564941406","328.6041564941406","328.6041564941406"
"1830","511.9230651855469","511.9230651855469","511.9230651855469","285.44317626953125","285.44317626953125","285.44317626953125"
"1831","343.6704406738281","343.6704406738281","343.6704406738281","262.2083435058594","262.2083435058594","262.2083435058594"
"1832","386.2211608886719","386.2211608886719","386.2211608886719","275.25","275.25","275.25"
"1833","441.25","441.25","441.25","291.8888854980469","291.8888854980469","291.8888854980469"
"1834","449.3125","449.3125","449.3125","286.48748779296875","286.48748779296875","286.48748779296875"
"1835","425.2391357421875","425.2391357421875","425.2391357421875","302.4791564941406","302.4791564941406","302.4791564941406"
"1836","344.4090881347656","344.4090881347656","344.4090881347656","269.6176452636719","269.6176452636719","269.6176452636719"
"1837","421.9473571777344","421.9473571777344","421.9473571777344","322.6964416503906","322.6964416503906","322.6964416503906"
"1838","389.8958435058594","389.8958435058594","389.8958435058594","274.671875","274.671875","274.671875"
"1839","429.7573547363281","429.7573547363281","429.7573547363281","279","279","279"
"1840","429.7115478515625","429.7115478515625","429.7115478515625","319.9921875","319.9921875","319.9921875"
"1841","426.4615478515625","426.4615478515625","426.4615478515625","285.8046875","285.8046875","285.8046875"
"1842","516.890625","516.890625","516.890625","303.41070556640625","303.41070556640625","303.41070556640625"
"1843","480.2083435058594","480.2083435058594","480.2083435058594","302.3055419921875","302.3055419921875","302.3055419921875"
"1844","459.60833740234375","459.60833740234375","459.60833740234375","286.3823547363281","286.3823547363281","286.3823547363281"
"1845","464.375","464.375","464.375","280.8928527832031","280.8928527832031","280.8928527832031"
"1846","477.1346130371094","477.1346130371094","477.1346130371094","302.78125","302.78125","302.78125"
"1847","509.3333435058594","509.3333435058594","509.3333435058594","276.1388854980469","276.1388854980469","276.1388854980469"
"1848","481.0294189453125","481.0294189453125","481.0294189453125","305.82501220703125","305.82501220703125","305.82501220703125"
"1849","532.4166870117188","532.4166870117188","532.4166870117188","281.125","281.125","281.125"
"1850","505.2083435058594","505.2083435058594","505.2083435058594","293.5803527832031","293.5803527832031","293.5803527832031"
"1851","507.1617736816406","507.1617736816406","507.1617736816406","311.3125","311.3125","311.3125"
"1852","552.798095703125","552.798095703125","552.798095703125","269.6145935058594","269.6145935058594","269.6145935058594"
