"Step","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - response_length/main_chain/mean","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - response_length/main_chain/mean__MIN","Qwen2.5-0.5B-Instruct-GSM8K-CRPO-sp-p1-b8-gamma2.0-lam1.0-01161659 - response_length/main_chain/mean__MAX","qwen2.5-0.5b-instruct-gsm8k-crpo-no-branch - response_length/main_chain/mean","qwen2.5-0.5b-instruct-gsm8k-crpo-no-branch - response_length/main_chain/mean__MIN","qwen2.5-0.5b-instruct-gsm8k-crpo-no-branch - response_length/main_chain/mean__MAX"
"715","387.3223571777344","387.3223571777344","387.3223571777344","262.22369384765625","262.22369384765625","262.22369384765625"
"716","342.9296875","342.9296875","342.9296875","253.28750610351562","253.28750610351562","253.28750610351562"
"717","325.5882263183594","325.5882263183594","325.5882263183594","244.28125","244.28125","244.28125"
"718","362.60833740234375","362.60833740234375","362.60833740234375","234.31817626953125","234.31817626953125","234.31817626953125"
"719","343.3541564941406","343.3541564941406","343.3541564941406","216.67857360839844","216.67857360839844","216.67857360839844"
"720","336.26251220703125","336.26251220703125","336.26251220703125","242.23684692382812","242.23684692382812","242.23684692382812"
"721","393.4117736816406","393.4117736816406","393.4117736816406","255.3625030517578","255.3625030517578","255.3625030517578"
"722","353.6875","353.6875","353.6875","236.11764526367188","236.11764526367188","236.11764526367188"
"723","381.3092041015625","381.3092041015625","381.3092041015625","245.22500610351562","245.22500610351562","245.22500610351562"
"724","356.56732177734375","356.56732177734375","356.56732177734375","239.50961303710938","239.50961303710938","239.50961303710938"
"725","362.6898193359375","362.6898193359375","362.6898193359375","269.41827392578125","269.41827392578125","269.41827392578125"
"726","371.0965881347656","371.0965881347656","371.0965881347656","241.11805725097656","241.11805725097656","241.11805725097656"
"727","350.0546875","350.0546875","350.0546875","231.0833282470703","231.0833282470703","231.0833282470703"
"728","335.9034118652344","335.9034118652344","335.9034118652344","237.7552032470703","237.7552032470703","237.7552032470703"
"729","362.859375","362.859375","362.859375","249.640625","249.640625","249.640625"
"730","401.5089416503906","401.5089416503906","401.5089416503906","264.6600036621094","264.6600036621094","264.6600036621094"
"731","362.922607421875","362.922607421875","362.922607421875","241.48558044433594","241.48558044433594","241.48558044433594"
"732","388.48126220703125","388.48126220703125","388.48126220703125","267.96429443359375","267.96429443359375","267.96429443359375"
"733","374.68499755859375","374.68499755859375","374.68499755859375","254.2100067138672","254.2100067138672","254.2100067138672"
"734","359.80682373046875","359.80682373046875","359.80682373046875","241.2045440673828","241.2045440673828","241.2045440673828"
"735","321.8958435058594","321.8958435058594","321.8958435058594","241.125","241.125","241.125"
"736","402.84210205078125","402.84210205078125","402.84210205078125","283.5208435058594","283.5208435058594","283.5208435058594"
"737","371.9196472167969","371.9196472167969","371.9196472167969","263.3461608886719","263.3461608886719","263.3461608886719"
"738","381.7202453613281","381.7202453613281","381.7202453613281","248.63043212890625","248.63043212890625","248.63043212890625"
"739","328.7437438964844","328.7437438964844","328.7437438964844","290.70001220703125","290.70001220703125","290.70001220703125"
"740","387.9956970214844","387.9956970214844","387.9956970214844","250.40086364746094","250.40086364746094","250.40086364746094"
"741","436.81695556640625","436.81695556640625","436.81695556640625","254.55172729492188","254.55172729492188","254.55172729492188"
"742","417.8258972167969","417.8258972167969","417.8258972167969","264.5517272949219","264.5517272949219","264.5517272949219"
"743","377.14373779296875","377.14373779296875","377.14373779296875","252.7083282470703","252.7083282470703","252.7083282470703"
"744","375.11932373046875","375.11932373046875","375.11932373046875","260.0803527832031","260.0803527832031","260.0803527832031"
"745","355.8858642578125","355.8858642578125","355.8858642578125","244.1750030517578","244.1750030517578","244.1750030517578"
"746","395.5138854980469","395.5138854980469","395.5138854980469","262.734375","262.734375","262.734375"
"747","369.3382263183594","369.3382263183594","369.3382263183594","289.9464416503906","289.9464416503906","289.9464416503906"
"748","414.80950927734375","414.80950927734375","414.80950927734375","279.56817626953125","279.56817626953125","279.56817626953125"
"749","371.5657958984375","371.5657958984375","371.5657958984375","287.05499267578125","287.05499267578125","287.05499267578125"
"750","419.29998779296875","419.29998779296875","419.29998779296875","267.4949951171875","267.4949951171875","267.4949951171875"
"751","367.73748779296875","367.73748779296875","367.73748779296875","312.984375","312.984375","312.984375"
"752","368.0197448730469","368.0197448730469","368.0197448730469","263.5795593261719","263.5795593261719","263.5795593261719"
"753","367.6902160644531","367.6902160644531","367.6902160644531","260.0364685058594","260.0364685058594","260.0364685058594"
"754","362.2105407714844","362.2105407714844","362.2105407714844","253.08621215820312","253.08621215820312","253.08621215820312"
"755","351.9144592285156","351.9144592285156","351.9144592285156","276.4821472167969","276.4821472167969","276.4821472167969"
"756","369.0865478515625","369.0865478515625","369.0865478515625","286.125","286.125","286.125"
"757","366.2833251953125","366.2833251953125","366.2833251953125","235.19444274902344","235.19444274902344","235.19444274902344"
"758","318.1902160644531","318.1902160644531","318.1902160644531","259.1187438964844","259.1187438964844","259.1187438964844"
"759","345.78472900390625","345.78472900390625","345.78472900390625","236.40625","236.40625","236.40625"
"760","421.45587158203125","421.45587158203125","421.45587158203125","265.8062438964844","265.8062438964844","265.8062438964844"
"761","340.7631530761719","340.7631530761719","340.7631530761719","282.40789794921875","282.40789794921875","282.40789794921875"
"762","337.04998779296875","337.04998779296875","337.04998779296875","235.125","235.125","235.125"
"763","330.8011474609375","330.8011474609375","330.8011474609375","272.1700134277344","272.1700134277344","272.1700134277344"
"764","345.4537048339844","345.4537048339844","345.4537048339844","267.6979064941406","267.6979064941406","267.6979064941406"
"765","357.48748779296875","357.48748779296875","357.48748779296875","257.2791748046875","257.2791748046875","257.2791748046875"
"766","347.890625","347.890625","347.890625","279.2749938964844","279.2749938964844","279.2749938964844"
"767","329.1704406738281","329.1704406738281","329.1704406738281","244.70237731933594","244.70237731933594","244.70237731933594"
"768","344.0909118652344","344.0909118652344","344.0909118652344","247.2045440673828","247.2045440673828","247.2045440673828"
"769","317.8125","317.8125","317.8125","238.10325622558594","238.10325622558594","238.10325622558594"
"770","323.5955810546875","323.5955810546875","323.5955810546875","260.70001220703125","260.70001220703125","260.70001220703125"
"771","336.5108642578125","336.5108642578125","336.5108642578125","261.2678527832031","261.2678527832031","261.2678527832031"
"772","328.09722900390625","328.09722900390625","328.09722900390625","282.9916687011719","282.9916687011719","282.9916687011719"
"773","384.5336608886719","384.5336608886719","384.5336608886719","278.0144348144531","278.0144348144531","278.0144348144531"
"774","370.03125","370.03125","370.03125","282.3618469238281","282.3618469238281","282.3618469238281"
"775","360.69500732421875","360.69500732421875","360.69500732421875","288.9673767089844","288.9673767089844","288.9673767089844"
"776","350.191162109375","350.191162109375","350.191162109375","282.3125","282.3125","282.3125"
"777","346.0760803222656","346.0760803222656","346.0760803222656","275.83172607421875","275.83172607421875","275.83172607421875"
"778","319.61309814453125","319.61309814453125","319.61309814453125","259.78125","259.78125","259.78125"
"779","318.4821472167969","318.4821472167969","318.4821472167969","265.2880554199219","265.2880554199219","265.2880554199219"
"780","358","358","358","283.6190490722656","283.6190490722656","283.6190490722656"
"781","316.1118469238281","316.1118469238281","316.1118469238281","249.29808044433594","249.29808044433594","249.29808044433594"
"782","368.46295166015625","368.46295166015625","368.46295166015625","279.6209716796875","279.6209716796875","279.6209716796875"
"783","369.57501220703125","369.57501220703125","369.57501220703125","295.94317626953125","295.94317626953125","295.94317626953125"
"784","339.4100036621094","339.4100036621094","339.4100036621094","271.7239685058594","271.7239685058594","271.7239685058594"
"785","371.4886474609375","371.4886474609375","371.4886474609375","297.8125","297.8125","297.8125"
"786","352.7946472167969","352.7946472167969","352.7946472167969","299.67498779296875","299.67498779296875","299.67498779296875"
"787","358.28125","358.28125","358.28125","278.1499938964844","278.1499938964844","278.1499938964844"
"788","371.9947814941406","371.9947814941406","371.9947814941406","297.9734802246094","297.9734802246094","297.9734802246094"
"789","376.9439697265625","376.9439697265625","376.9439697265625","286.4814758300781","286.4814758300781","286.4814758300781"
"790","375.28570556640625","375.28570556640625","375.28570556640625","292.3791809082031","292.3791809082031","292.3791809082031"
"791","329.635009765625","329.635009765625","329.635009765625","266.3793029785156","266.3793029785156","266.3793029785156"
"792","356.7608642578125","356.7608642578125","356.7608642578125","267.890625","267.890625","267.890625"
"793","363.35870361328125","363.35870361328125","363.35870361328125","269.8550109863281","269.8550109863281","269.8550109863281"
"794","372.5592041015625","372.5592041015625","372.5592041015625","265.56817626953125","265.56817626953125","265.56817626953125"
"795","344.03240966796875","344.03240966796875","344.03240966796875","268.7366027832031","268.7366027832031","268.7366027832031"
"796","379.2083435058594","379.2083435058594","379.2083435058594","286.5874938964844","286.5874938964844","286.5874938964844"
"797","343.19049072265625","343.19049072265625","343.19049072265625","254.2670440673828","254.2670440673828","254.2670440673828"
"798","358.2699890136719","358.2699890136719","358.2699890136719","303.103271484375","303.103271484375","303.103271484375"
"799","434.34259033203125","434.34259033203125","434.34259033203125","295.3854064941406","295.3854064941406","295.3854064941406"
"800","374.92498779296875","374.92498779296875","374.92498779296875","263.9940490722656","263.9940490722656","263.9940490722656"
"801","414.4545593261719","414.4545593261719","414.4545593261719","273.8697814941406","273.8697814941406","273.8697814941406"
"802","417.24432373046875","417.24432373046875","417.24432373046875","299.2198181152344","299.2198181152344","299.2198181152344"
"803","374.35833740234375","374.35833740234375","374.35833740234375","253.375","253.375","253.375"
"804","395.33929443359375","395.33929443359375","395.33929443359375","269.875","269.875","269.875"
"805","376.9711608886719","376.9711608886719","376.9711608886719","285.87982177734375","285.87982177734375","285.87982177734375"
"806","375.1300048828125","375.1300048828125","375.1300048828125","268.6400146484375","268.6400146484375","268.6400146484375"
"807","393.1300048828125","393.1300048828125","393.1300048828125","278.6958312988281","278.6958312988281","278.6958312988281"
"808","359.4144592285156","359.4144592285156","359.4144592285156","273.10626220703125","273.10626220703125","273.10626220703125"
"809","376.6776428222656","376.6776428222656","376.6776428222656","271.4602355957031","271.4602355957031","271.4602355957031"
"810","431.9635314941406","431.9635314941406","431.9635314941406","290.9539489746094","290.9539489746094","290.9539489746094"
"811","400.96710205078125","400.96710205078125","400.96710205078125","283.13067626953125","283.13067626953125","283.13067626953125"
"812","365.9236145019531","365.9236145019531","365.9236145019531","281.7135314941406","281.7135314941406","281.7135314941406"
"813","386.9583435058594","386.9583435058594","386.9583435058594","291.29327392578125","291.29327392578125","291.29327392578125"
"814","397.6136474609375","397.6136474609375","397.6136474609375","271.5249938964844","271.5249938964844","271.5249938964844"
"815","417.9276428222656","417.9276428222656","417.9276428222656","291.364990234375","291.364990234375","291.364990234375"
"816","415.43450927734375","415.43450927734375","415.43450927734375","279.0989685058594","279.0989685058594","279.0989685058594"
"817","419.0220642089844","419.0220642089844","419.0220642089844","295.1388854980469","295.1388854980469","295.1388854980469"
"818","406.71710205078125","406.71710205078125","406.71710205078125","293.3800048828125","293.3800048828125","293.3800048828125"
"819","408.171875","408.171875","408.171875","255.24456787109375","255.24456787109375","255.24456787109375"
"820","436.1484375","436.1484375","436.1484375","274.6812438964844","274.6812438964844","274.6812438964844"
"821","370.77630615234375","370.77630615234375","370.77630615234375","272.3571472167969","272.3571472167969","272.3571472167969"
"822","365.5069580078125","365.5069580078125","365.5069580078125","283.375","283.375","283.375"
"823","426.9140625","426.9140625","426.9140625","273.1907958984375","273.1907958984375","273.1907958984375"
"824","368.4140625","368.4140625","368.4140625","281.32501220703125","281.32501220703125","281.32501220703125"
"825","445.5375061035156","445.5375061035156","445.5375061035156","295.3315124511719","295.3315124511719","295.3315124511719"
"826","395.1696472167969","395.1696472167969","395.1696472167969","276.506591796875","276.506591796875","276.506591796875"
"827","403.1805419921875","403.1805419921875","403.1805419921875","290.4130554199219","290.4130554199219","290.4130554199219"
"828","311.4702453613281","311.4702453613281","311.4702453613281","271.8455810546875","271.8455810546875","271.8455810546875"
"829","377.0511474609375","377.0511474609375","377.0511474609375","279.4083251953125","279.4083251953125","279.4083251953125"
"830","423.3958435058594","423.3958435058594","423.3958435058594","263.51629638671875","263.51629638671875","263.51629638671875"
"831","392.125","392.125","392.125","272","272","272"
"832","338.7890625","338.7890625","338.7890625","249.98500061035156","249.98500061035156","249.98500061035156"
"833","438.5","438.5","438.5","256.9565124511719","256.9565124511719","256.9565124511719"
"834","385.452392578125","385.452392578125","385.452392578125","262.64373779296875","262.64373779296875","262.64373779296875"
"835","337.5952453613281","337.5952453613281","337.5952453613281","250.88499450683594","250.88499450683594","250.88499450683594"
"836","398.2631530761719","398.2631530761719","398.2631530761719","259.077392578125","259.077392578125","259.077392578125"
"837","384.22283935546875","384.22283935546875","384.22283935546875","282.78289794921875","282.78289794921875","282.78289794921875"
"838","388.441162109375","388.441162109375","388.441162109375","271.78289794921875","271.78289794921875","271.78289794921875"
"839","413.0511474609375","413.0511474609375","413.0511474609375","278.2797546386719","278.2797546386719","278.2797546386719"
"840","348.4624938964844","348.4624938964844","348.4624938964844","280.3203125","280.3203125","280.3203125"
"841","397.6916809082031","397.6916809082031","397.6916809082031","280.7239685058594","280.7239685058594","280.7239685058594"
"842","332.0546875","332.0546875","332.0546875","263.9615478515625","263.9615478515625","263.9615478515625"
"843","325.1590881347656","325.1590881347656","325.1590881347656","256.8450012207031","256.8450012207031","256.8450012207031"
"844","401.07501220703125","401.07501220703125","401.07501220703125","284.51629638671875","284.51629638671875","284.51629638671875"
"845","395.9453125","395.9453125","395.9453125","270.04376220703125","270.04376220703125","270.04376220703125"
"846","391.0238037109375","391.0238037109375","391.0238037109375","284.51470947265625","284.51470947265625","284.51470947265625"
"847","359.4090881347656","359.4090881347656","359.4090881347656","259.1907958984375","259.1907958984375","259.1907958984375"
"848","355.271728515625","355.271728515625","355.271728515625","274.80682373046875","274.80682373046875","274.80682373046875"
"849","342.3928527832031","342.3928527832031","342.3928527832031","272.625","272.625","272.625"
"850","372.0062561035156","372.0062561035156","372.0062561035156","282.5384521484375","282.5384521484375","282.5384521484375"
"851","318.64129638671875","318.64129638671875","318.64129638671875","258.5113525390625","258.5113525390625","258.5113525390625"
"852","397.125","397.125","397.125","277.8333435058594","277.8333435058594","277.8333435058594"
"853","366.4605407714844","366.4605407714844","366.4605407714844","295.20001220703125","295.20001220703125","295.20001220703125"
"854","385.4609375","385.4609375","385.4609375","275.55999755859375","275.55999755859375","275.55999755859375"
"855","366.5952453613281","366.5952453613281","366.5952453613281","241.375","241.375","241.375"
"856","382.8072814941406","382.8072814941406","382.8072814941406","278.50445556640625","278.50445556640625","278.50445556640625"
"857","369.85626220703125","369.85626220703125","369.85626220703125","268.7039489746094","268.7039489746094","268.7039489746094"
"858","365.7013854980469","365.7013854980469","365.7013854980469","263.04412841796875","263.04412841796875","263.04412841796875"
"859","356.26251220703125","356.26251220703125","356.26251220703125","254.4949951171875","254.4949951171875","254.4949951171875"
"860","401.0104064941406","401.0104064941406","401.0104064941406","293.3800048828125","293.3800048828125","293.3800048828125"
"861","377.5197448730469","377.5197448730469","377.5197448730469","264.9453125","264.9453125","264.9453125"
"862","362.3984375","362.3984375","362.3984375","277.6812438964844","277.6812438964844","277.6812438964844"
"863","363.6902160644531","363.6902160644531","363.6902160644531","266.4940490722656","266.4940490722656","266.4940490722656"
"864","350.22369384765625","350.22369384765625","350.22369384765625","284.09722900390625","284.09722900390625","284.09722900390625"
"865","375.42498779296875","375.42498779296875","375.42498779296875","263.05499267578125","263.05499267578125","263.05499267578125"
"866","370.6171875","370.6171875","370.6171875","251.54464721679688","251.54464721679688","251.54464721679688"
"867","353.1805419921875","353.1805419921875","353.1805419921875","270.5249938964844","270.5249938964844","270.5249938964844"
"868","374.1547546386719","374.1547546386719","374.1547546386719","257.140625","257.140625","257.140625"
"869","435.7250061035156","435.7250061035156","435.7250061035156","279.1666564941406","279.1666564941406","279.1666564941406"
"870","309.8452453613281","309.8452453613281","309.8452453613281","265.0562438964844","265.0562438964844","265.0562438964844"
"871","421.9800109863281","421.9800109863281","421.9800109863281","290.6979064941406","290.6979064941406","290.6979064941406"
"872","379.7019348144531","379.7019348144531","379.7019348144531","236.75892639160156","236.75892639160156","236.75892639160156"
"873","330.95587158203125","330.95587158203125","330.95587158203125","244.66847229003906","244.66847229003906","244.66847229003906"
"874","365.04327392578125","365.04327392578125","365.04327392578125","282.5454406738281","282.5454406738281","282.5454406738281"
"875","373.3500061035156","373.3500061035156","373.3500061035156","278.0799865722656","278.0799865722656","278.0799865722656"
"876","356.1118469238281","356.1118469238281","356.1118469238281","266.4757995605469","266.4757995605469","266.4757995605469"
"877","353.3157958984375","353.3157958984375","353.3157958984375","254.58749389648438","254.58749389648438","254.58749389648438"
"878","324.625","324.625","324.625","239.77975463867188","239.77975463867188","239.77975463867188"
"879","336.625","336.625","336.625","257.260009765625","257.260009765625","257.260009765625"
"880","417.2215881347656","417.2215881347656","417.2215881347656","292.2391357421875","292.2391357421875","292.2391357421875"
"881","345.8083190917969","345.8083190917969","345.8083190917969","255.38095092773438","255.38095092773438","255.38095092773438"
"882","389.9861145019531","389.9861145019531","389.9861145019531","281.4513854980469","281.4513854980469","281.4513854980469"
"883","376.4602355957031","376.4602355957031","376.4602355957031","276.7314758300781","276.7314758300781","276.7314758300781"
"884","311.75","311.75","311.75","248.1513214111328","248.1513214111328","248.1513214111328"
"885","384.8223571777344","384.8223571777344","384.8223571777344","271.2250061035156","271.2250061035156","271.2250061035156"
"886","379.0234375","379.0234375","379.0234375","277.3062438964844","277.3062438964844","277.3062438964844"
"887","366.0694580078125","366.0694580078125","366.0694580078125","256.0535583496094","256.0535583496094","256.0535583496094"
"888","334.4305419921875","334.4305419921875","334.4305419921875","245.3984375","245.3984375","245.3984375"
"889","338.7366027832031","338.7366027832031","338.7366027832031","262.9427185058594","262.9427185058594","262.9427185058594"
"890","318.8690490722656","318.8690490722656","318.8690490722656","262.03125","262.03125","262.03125"
"891","409.02777099609375","409.02777099609375","409.02777099609375","294.84722900390625","294.84722900390625","294.84722900390625"
"892","334.06732177734375","334.06732177734375","334.06732177734375","265.2826232910156","265.2826232910156","265.2826232910156"
"893","347.6499938964844","347.6499938964844","347.6499938964844","250.73611450195312","250.73611450195312","250.73611450195312"
"894","324.8125","324.8125","324.8125","254.68478393554688","254.68478393554688","254.68478393554688"
"895","409.9196472167969","409.9196472167969","409.9196472167969","274.3881530761719","274.3881530761719","274.3881530761719"
"896","342.9891357421875","342.9891357421875","342.9891357421875","258.86248779296875","258.86248779296875","258.86248779296875"
"897","381.24432373046875","381.24432373046875","381.24432373046875","276.0763854980469","276.0763854980469","276.0763854980469"
"898","336.7083435058594","336.7083435058594","336.7083435058594","256.8416748046875","256.8416748046875","256.8416748046875"
"899","340.375","340.375","340.375","250.3625030517578","250.3625030517578","250.3625030517578"
"900","319.6785583496094","319.6785583496094","319.6785583496094","222.07737731933594","222.07737731933594","222.07737731933594"
"901","354.6136474609375","354.6136474609375","354.6136474609375","283.22222900390625","283.22222900390625","283.22222900390625"
"902","356.0220642089844","356.0220642089844","356.0220642089844","269.8888854980469","269.8888854980469","269.8888854980469"
"903","358.3352355957031","358.3352355957031","358.3352355957031","259.3177185058594","259.3177185058594","259.3177185058594"
"904","350.03289794921875","350.03289794921875","350.03289794921875","247.5399932861328","247.5399932861328","247.5399932861328"
"905","372.5073547363281","372.5073547363281","372.5073547363281","273.9375","273.9375","273.9375"
"906","359.71710205078125","359.71710205078125","359.71710205078125","258.7678527832031","258.7678527832031","258.7678527832031"
"907","314.6354064941406","314.6354064941406","314.6354064941406","267.0795593261719","267.0795593261719","267.0795593261719"
"908","372.0052185058594","372.0052185058594","372.0052185058594","286.7613525390625","286.7613525390625","286.7613525390625"
"909","402.12017822265625","402.12017822265625","402.12017822265625","284.75567626953125","284.75567626953125","284.75567626953125"
"910","331.98333740234375","331.98333740234375","331.98333740234375","247.19317626953125","247.19317626953125","247.19317626953125"
"911","347.203125","347.203125","347.203125","255.10325622558594","255.10325622558594","255.10325622558594"
"912","320.4010314941406","320.4010314941406","320.4010314941406","279.77777099609375","279.77777099609375","279.77777099609375"
"913","390.4151916503906","390.4151916503906","390.4151916503906","276.0677185058594","276.0677185058594","276.0677185058594"
"914","351.1875","351.1875","351.1875","273.875","273.875","273.875"
"915","408.8399963378906","408.8399963378906","408.8399963378906","289.8062438964844","289.8062438964844","289.8062438964844"
"916","385.4715881347656","385.4715881347656","385.4715881347656","266.625","266.625","266.625"
"917","351.1590881347656","351.1590881347656","351.1590881347656","246.4583282470703","246.4583282470703","246.4583282470703"
"918","344.85833740234375","344.85833740234375","344.85833740234375","233.24038696289062","233.24038696289062","233.24038696289062"
"919","366.15625","366.15625","366.15625","274.7132263183594","274.7132263183594","274.7132263183594"
"920","406.308837890625","406.308837890625","406.308837890625","285.2836608886719","285.2836608886719","285.2836608886719"
"921","374.0394592285156","374.0394592285156","374.0394592285156","267.3157958984375","267.3157958984375","267.3157958984375"
"922","369.3571472167969","369.3571472167969","369.3571472167969","278.2250061035156","278.2250061035156","278.2250061035156"
"923","410.6875","410.6875","410.6875","283.4921875","283.4921875","283.4921875"
"924","389.82501220703125","389.82501220703125","389.82501220703125","303.7631530761719","303.7631530761719","303.7631530761719"
"925","406.1022644042969","406.1022644042969","406.1022644042969","275.2573547363281","275.2573547363281","275.2573547363281"
"926","362.31817626953125","362.31817626953125","362.31817626953125","266.875","266.875","266.875"
"927","363.2784118652344","363.2784118652344","363.2784118652344","267.34210205078125","267.34210205078125","267.34210205078125"
"928","325.7039489746094","325.7039489746094","325.7039489746094","242.00625610351562","242.00625610351562","242.00625610351562"
"929","392.921875","392.921875","392.921875","290.88970947265625","290.88970947265625","290.88970947265625"
"930","421.7135314941406","421.7135314941406","421.7135314941406","305.327392578125","305.327392578125","305.327392578125"
"931","384.1833190917969","384.1833190917969","384.1833190917969","256.7604064941406","256.7604064941406","256.7604064941406"
"932","379.9473571777344","379.9473571777344","379.9473571777344","284.7569580078125","284.7569580078125","284.7569580078125"
"933","346.1488037109375","346.1488037109375","346.1488037109375","259.6187438964844","259.6187438964844","259.6187438964844"
"934","372","372","372","262.9519348144531","262.9519348144531","262.9519348144531"
"935","352.3359375","352.3359375","352.3359375","252.11184692382812","252.11184692382812","252.11184692382812"
"936","364.2559509277344","364.2559509277344","364.2559509277344","261.53570556640625","261.53570556640625","261.53570556640625"
"937","376.6875","376.6875","376.6875","264.5833435058594","264.5833435058594","264.5833435058594"
"938","378.4937438964844","378.4937438964844","378.4937438964844","281.0666809082031","281.0666809082031","281.0666809082031"
"939","342.23126220703125","342.23126220703125","342.23126220703125","264.4583435058594","264.4583435058594","264.4583435058594"
"940","387.65277099609375","387.65277099609375","387.65277099609375","251.98809814453125","251.98809814453125","251.98809814453125"
"941","353.3680419921875","353.3680419921875","353.3680419921875","242.21527099609375","242.21527099609375","242.21527099609375"
"942","335.5694580078125","335.5694580078125","335.5694580078125","255.74374389648438","255.74374389648438","255.74374389648438"
"943","419.203125","419.203125","419.203125","264.88043212890625","264.88043212890625","264.88043212890625"
"944","417.9802551269531","417.9802551269531","417.9802551269531","285.2391357421875","285.2391357421875","285.2391357421875"
"945","375.91070556640625","375.91070556640625","375.91070556640625","256.3223571777344","256.3223571777344","256.3223571777344"
"946","337.9605407714844","337.9605407714844","337.9605407714844","271.6544189453125","271.6544189453125","271.6544189453125"
"947","386.6458435058594","386.6458435058594","386.6458435058594","254.94375610351562","254.94375610351562","254.94375610351562"
"948","426.14422607421875","426.14422607421875","426.14422607421875","317.6346130371094","317.6346130371094","317.6346130371094"
"949","386.3881530761719","386.3881530761719","386.3881530761719","272.8809509277344","272.8809509277344","272.8809509277344"
"950","396.29998779296875","396.29998779296875","396.29998779296875","260.75567626953125","260.75567626953125","260.75567626953125"
"951","400.5833435058594","400.5833435058594","400.5833435058594","269.14129638671875","269.14129638671875","269.14129638671875"
"952","390.7867736816406","390.7867736816406","390.7867736816406","275.28472900390625","275.28472900390625","275.28472900390625"
"953","361.23529052734375","361.23529052734375","361.23529052734375","246.96875","246.96875","246.96875"
"954","417.60833740234375","417.60833740234375","417.60833740234375","298.35626220703125","298.35626220703125","298.35626220703125"
"955","428.1964416503906","428.1964416503906","428.1964416503906","295.9034118652344","295.9034118652344","295.9034118652344"
"956","384.6428527832031","384.6428527832031","384.6428527832031","276.9739685058594","276.9739685058594","276.9739685058594"
"957","381.7699890136719","381.7699890136719","381.7699890136719","281.57000732421875","281.57000732421875","281.57000732421875"
"958","434.4537048339844","434.4537048339844","434.4537048339844","304.3333435058594","304.3333435058594","304.3333435058594"
"959","360","360","360","264.2801818847656","264.2801818847656","264.2801818847656"
"960","433.5952453613281","433.5952453613281","433.5952453613281","260.2391357421875","260.2391357421875","260.2391357421875"
"961","397.625","397.625","397.625","272.0416564941406","272.0416564941406","272.0416564941406"
"962","394.17498779296875","394.17498779296875","394.17498779296875","277.66070556640625","277.66070556640625","277.66070556640625"
"963","393.0583190917969","393.0583190917969","393.0583190917969","279.8043518066406","279.8043518066406","279.8043518066406"
"964","395.3303527832031","395.3303527832031","395.3303527832031","287.7124938964844","287.7124938964844","287.7124938964844"
"965","375.72320556640625","375.72320556640625","375.72320556640625","293.76666259765625","293.76666259765625","293.76666259765625"
"966","449.2916564941406","449.2916564941406","449.2916564941406","295.31695556640625","295.31695556640625","295.31695556640625"
"967","425.21551513671875","425.21551513671875","425.21551513671875","283.5950012207031","283.5950012207031","283.5950012207031"
"968","415.765625","415.765625","415.765625","273.0416564941406","273.0416564941406","273.0416564941406"
"969","367.75","367.75","367.75","274.2329406738281","274.2329406738281","274.2329406738281"
"970","392.203125","392.203125","392.203125","284.1586608886719","284.1586608886719","284.1586608886719"
"971","458","458","458","245.77206420898438","245.77206420898438","245.77206420898438"
"972","414.0394592285156","414.0394592285156","414.0394592285156","271.3333435058594","271.3333435058594","271.3333435058594"
"973","408.6323547363281","408.6323547363281","408.6323547363281","323.5666809082031","323.5666809082031","323.5666809082031"
"974","390.6041564941406","390.6041564941406","390.6041564941406","265.7894592285156","265.7894592285156","265.7894592285156"
"975","331.58087158203125","331.58087158203125","331.58087158203125","264.64373779296875","264.64373779296875","264.64373779296875"
"976","411.3055419921875","411.3055419921875","411.3055419921875","282.1576232910156","282.1576232910156","282.1576232910156"
"977","345.90972900390625","345.90972900390625","345.90972900390625","209.8125","209.8125","209.8125"
"978","408.3999938964844","408.3999938964844","408.3999938964844","257.9605407714844","257.9605407714844","257.9605407714844"
"979","341.0833435058594","341.0833435058594","341.0833435058594","253.1458282470703","253.1458282470703","253.1458282470703"
"980","414.6907958984375","414.6907958984375","414.6907958984375","284.4772644042969","284.4772644042969","284.4772644042969"
"981","346.578125","346.578125","346.578125","275.1111145019531","275.1111145019531","275.1111145019531"
"982","366.8046875","366.8046875","366.8046875","274.8235168457031","274.8235168457031","274.8235168457031"
"983","334.9296875","334.9296875","334.9296875","254.7045440673828","254.7045440673828","254.7045440673828"
"984","392.1973571777344","392.1973571777344","392.1973571777344","254.53125","254.53125","254.53125"
"985","355.006591796875","355.006591796875","355.006591796875","254.77975463867188","254.77975463867188","254.77975463867188"
"986","378.625","378.625","378.625","257.47283935546875","257.47283935546875","257.47283935546875"
"987","386.1499938964844","386.1499938964844","386.1499938964844","282.1363525390625","282.1363525390625","282.1363525390625"
"988","410.816162109375","410.816162109375","410.816162109375","313.2894592285156","313.2894592285156","313.2894592285156"
"989","365.0694580078125","365.0694580078125","365.0694580078125","250.51470947265625","250.51470947265625","250.51470947265625"
"990","382.1736145019531","382.1736145019531","382.1736145019531","285.51251220703125","285.51251220703125","285.51251220703125"
"991","381.4673767089844","381.4673767089844","381.4673767089844","259.8295593261719","259.8295593261719","259.8295593261719"
