"Step","Qwen2.5-0.5B-Instruct-TreeRL - actor/entropy","Qwen2.5-0.5B-Instruct-TreeRL - actor/entropy__MIN","Qwen2.5-0.5B-Instruct-TreeRL - actor/entropy__MAX"
"137","0.12363401800394058","0.12363401800394058","0.12363401800394058"
"138","0.162104994058609","0.162104994058609","0.162104994058609"
"139","0.15863998234272003","0.15863998234272003","0.15863998234272003"
"140","0.1752387285232544","0.1752387285232544","0.1752387285232544"
"141","0.15369640290737152","0.15369640290737152","0.15369640290737152"
"142","0.15630021691322327","0.15630021691322327","0.15630021691322327"
"143","0.18126317858695984","0.18126317858695984","0.18126317858695984"
"144","0.14912603795528412","0.14912603795528412","0.14912603795528412"
"145","0.18068262934684753","0.18068262934684753","0.18068262934684753"
"146","0.16166901588439941","0.16166901588439941","0.16166901588439941"
"147","0.1689392328262329","0.1689392328262329","0.1689392328262329"
"148","0.1540624499320984","0.1540624499320984","0.1540624499320984"
"149","0.17739996314048767","0.17739996314048767","0.17739996314048767"
"150","0.1477033942937851","0.1477033942937851","0.1477033942937851"
"151","0.14261096715927124","0.14261096715927124","0.14261096715927124"
"152","0.15764425694942474","0.15764425694942474","0.15764425694942474"
"153","0.15398837625980377","0.15398837625980377","0.15398837625980377"
"154","0.14716073870658875","0.14716073870658875","0.14716073870658875"
"155","0.15123215317726135","0.15123215317726135","0.15123215317726135"
"156","0.15993382036685944","0.15993382036685944","0.15993382036685944"
"157","0.15250730514526367","0.15250730514526367","0.15250730514526367"
"158","0.1515350341796875","0.1515350341796875","0.1515350341796875"
"159","0.15818293392658234","0.15818293392658234","0.15818293392658234"
"160","0.1888299137353897","0.1888299137353897","0.1888299137353897"
"161","0.17344121634960175","0.17344121634960175","0.17344121634960175"
"162","0.1428045779466629","0.1428045779466629","0.1428045779466629"
"163","0.19074921309947968","0.19074921309947968","0.19074921309947968"
"164","0.16061243414878845","0.16061243414878845","0.16061243414878845"
"165","0.1660168170928955","0.1660168170928955","0.1660168170928955"
"166","0.15742221474647522","0.15742221474647522","0.15742221474647522"
"167","0.17527280747890472","0.17527280747890472","0.17527280747890472"
"168","0.1689755916595459","0.1689755916595459","0.1689755916595459"
"169","0.14680008590221405","0.14680008590221405","0.14680008590221405"
"170","0.15406911075115204","0.15406911075115204","0.15406911075115204"
"171","0.176296666264534","0.176296666264534","0.176296666264534"
"172","0.15006735920906067","0.15006735920906067","0.15006735920906067"
"173","0.14776025712490082","0.14776025712490082","0.14776025712490082"
"174","0.17235542833805084","0.17235542833805084","0.17235542833805084"
"175","0.1597144454717636","0.1597144454717636","0.1597144454717636"
"176","0.1629522740840912","0.1629522740840912","0.1629522740840912"
"177","0.14719463884830475","0.14719463884830475","0.14719463884830475"
"178","0.16610008478164673","0.16610008478164673","0.16610008478164673"
"179","0.16892416775226593","0.16892416775226593","0.16892416775226593"
"180","0.1977359503507614","0.1977359503507614","0.1977359503507614"
"181","0.18712446093559265","0.18712446093559265","0.18712446093559265"
"182","0.1511603742837906","0.1511603742837906","0.1511603742837906"
"183","0.1597500890493393","0.1597500890493393","0.1597500890493393"
"184","0.14974741637706757","0.14974741637706757","0.14974741637706757"
"185","0.16630138456821442","0.16630138456821442","0.16630138456821442"
"186","0.15940852463245392","0.15940852463245392","0.15940852463245392"
"187","0.17614497244358063","0.17614497244358063","0.17614497244358063"
"188","0.18254196643829346","0.18254196643829346","0.18254196643829346"
"189","0.14801621437072754","0.14801621437072754","0.14801621437072754"
"190","0.16615808010101318","0.16615808010101318","0.16615808010101318"
"191","0.19276608526706696","0.19276608526706696","0.19276608526706696"
"192","0.22326992452144623","0.22326992452144623","0.22326992452144623"
"193","0.18039116263389587","0.18039116263389587","0.18039116263389587"
"194","0.17557980120182037","0.17557980120182037","0.17557980120182037"
"195","0.17746077477931976","0.17746077477931976","0.17746077477931976"
"196","0.16813914477825165","0.16813914477825165","0.16813914477825165"
"197","0.22401967644691467","0.22401967644691467","0.22401967644691467"
"198","0.2116418182849884","0.2116418182849884","0.2116418182849884"
"199","0.1802297830581665","0.1802297830581665","0.1802297830581665"
"200","0.1935892403125763","0.1935892403125763","0.1935892403125763"
"201","0.1848762035369873","0.1848762035369873","0.1848762035369873"
"202","0.1807086020708084","0.1807086020708084","0.1807086020708084"
"203","0.17436152696609497","0.17436152696609497","0.17436152696609497"
"204","0.16093800961971283","0.16093800961971283","0.16093800961971283"
"205","0.18115195631980896","0.18115195631980896","0.18115195631980896"
"206","0.22543472051620483","0.22543472051620483","0.22543472051620483"
"207","0.1524367481470108","0.1524367481470108","0.1524367481470108"
"208","0.20486095547676086","0.20486095547676086","0.20486095547676086"
"209","0.20306919515132904","0.20306919515132904","0.20306919515132904"
"210","0.1992272436618805","0.1992272436618805","0.1992272436618805"
"211","0.1904434710741043","0.1904434710741043","0.1904434710741043"
"212","0.14874064922332764","0.14874064922332764","0.14874064922332764"
"213","0.2415866255760193","0.2415866255760193","0.2415866255760193"
"214","0.2509358823299408","0.2509358823299408","0.2509358823299408"
"215","0.14493846893310547","0.14493846893310547","0.14493846893310547"
"216","0.14247886836528778","0.14247886836528778","0.14247886836528778"
"217","0.2865736186504364","0.2865736186504364","0.2865736186504364"
"218","0.23308652639389038","0.23308652639389038","0.23308652639389038"
"219","0.2102855145931244","0.2102855145931244","0.2102855145931244"
"220","0.23836635053157806","0.23836635053157806","0.23836635053157806"
"221","0.17651192843914032","0.17651192843914032","0.17651192843914032"
"222","0.2406262904405594","0.2406262904405594","0.2406262904405594"
"223","0.2944028377532959","0.2944028377532959","0.2944028377532959"
"224","0.21318653225898743","0.21318653225898743","0.21318653225898743"
"225","0.16640421748161316","0.16640421748161316","0.16640421748161316"
"226","0.2305329293012619","0.2305329293012619","0.2305329293012619"
"227","0.1703210473060608","0.1703210473060608","0.1703210473060608"
"228","0.21323834359645844","0.21323834359645844","0.21323834359645844"
"229","0.20581896603107452","0.20581896603107452","0.20581896603107452"
"230","0.2284086048603058","0.2284086048603058","0.2284086048603058"
"231","0.23247511684894562","0.23247511684894562","0.23247511684894562"
"232","0.24112635850906372","0.24112635850906372","0.24112635850906372"
"233","0.22406774759292603","0.22406774759292603","0.22406774759292603"
"234","0.25048819184303284","0.25048819184303284","0.25048819184303284"
"235","0.19970037043094635","0.19970037043094635","0.19970037043094635"
"236","0.1988293081521988","0.1988293081521988","0.1988293081521988"
"237","0.26987993717193604","0.26987993717193604","0.26987993717193604"
"238","0.26951998472213745","0.26951998472213745","0.26951998472213745"
"239","0.34965819120407104","0.34965819120407104","0.34965819120407104"
"240","0.31750214099884033","0.31750214099884033","0.31750214099884033"
"241","0.1913374960422516","0.1913374960422516","0.1913374960422516"
"242","0.2205132246017456","0.2205132246017456","0.2205132246017456"
"243","0.2873477041721344","0.2873477041721344","0.2873477041721344"
"244","0.2909720242023468","0.2909720242023468","0.2909720242023468"
"245","0.2427038997411728","0.2427038997411728","0.2427038997411728"
"246","0.23708020150661469","0.23708020150661469","0.23708020150661469"
"247","0.29873207211494446","0.29873207211494446","0.29873207211494446"
"248","0.20827549695968628","0.20827549695968628","0.20827549695968628"
"249","0.2661408483982086","0.2661408483982086","0.2661408483982086"
"250","0.30237099528312683","0.30237099528312683","0.30237099528312683"
"251","0.31910133361816406","0.31910133361816406","0.31910133361816406"
"252","0.21098919212818146","0.21098919212818146","0.21098919212818146"
"253","0.2516686022281647","0.2516686022281647","0.2516686022281647"
"254","0.20096617937088013","0.20096617937088013","0.20096617937088013"
"255","0.20537076890468597","0.20537076890468597","0.20537076890468597"
"256","0.22018052637577057","0.22018052637577057","0.22018052637577057"
"257","0.23753492534160614","0.23753492534160614","0.23753492534160614"
"258","0.14925731718540192","0.14925731718540192","0.14925731718540192"
"259","0.19814296066761017","0.19814296066761017","0.19814296066761017"
"260","0.20874547958374023","0.20874547958374023","0.20874547958374023"
"261","0.22490838170051575","0.22490838170051575","0.22490838170051575"
"262","0.2496538907289505","0.2496538907289505","0.2496538907289505"
"263","0.20419737696647644","0.20419737696647644","0.20419737696647644"
"264","0.22422316670417786","0.22422316670417786","0.22422316670417786"
"265","0.2000472992658615","0.2000472992658615","0.2000472992658615"
"266","0.1859450340270996","0.1859450340270996","0.1859450340270996"
"267","0.21104519069194794","0.21104519069194794","0.21104519069194794"
"268","0.23914934694766998","0.23914934694766998","0.23914934694766998"
"269","0.2334146648645401","0.2334146648645401","0.2334146648645401"
"270","0.18265020847320557","0.18265020847320557","0.18265020847320557"
"271","0.16505633294582367","0.16505633294582367","0.16505633294582367"
"272","0.1914186179637909","0.1914186179637909","0.1914186179637909"
"273","0.21567118167877197","0.21567118167877197","0.21567118167877197"
"274","0.2705240547657013","0.2705240547657013","0.2705240547657013"
"275","0.1949068307876587","0.1949068307876587","0.1949068307876587"
"276","0.25114041566848755","0.25114041566848755","0.25114041566848755"
"277","0.23339515924453735","0.23339515924453735","0.23339515924453735"
"278","0.2243959903717041","0.2243959903717041","0.2243959903717041"
"279","0.2754532992839813","0.2754532992839813","0.2754532992839813"
"280","0.17095522582530975","0.17095522582530975","0.17095522582530975"
"281","0.21384140849113464","0.21384140849113464","0.21384140849113464"
"282","0.186279296875","0.186279296875","0.186279296875"
"283","0.16604885458946228","0.16604885458946228","0.16604885458946228"
"284","0.16784119606018066","0.16784119606018066","0.16784119606018066"
"285","0.1939840316772461","0.1939840316772461","0.1939840316772461"
"286","0.14847832918167114","0.14847832918167114","0.14847832918167114"
"287","0.20957894623279572","0.20957894623279572","0.20957894623279572"
"288","0.22144261002540588","0.22144261002540588","0.22144261002540588"
"289","0.23155415058135986","0.23155415058135986","0.23155415058135986"
"290","0.2500756084918976","0.2500756084918976","0.2500756084918976"
"291","0.18776781857013702","0.18776781857013702","0.18776781857013702"
"292","0.202423095703125","0.202423095703125","0.202423095703125"
"293","0.182662233710289","0.182662233710289","0.182662233710289"
"294","0.18775637447834015","0.18775637447834015","0.18775637447834015"
"295","0.17013327777385712","0.17013327777385712","0.17013327777385712"
"296","0.15985335409641266","0.15985335409641266","0.15985335409641266"
"297","0.1992010921239853","0.1992010921239853","0.1992010921239853"
"298","0.16598418354988098","0.16598418354988098","0.16598418354988098"
"299","0.15501122176647186","0.15501122176647186","0.15501122176647186"
"300","0.1514221578836441","0.1514221578836441","0.1514221578836441"
"301","0.1442061960697174","0.1442061960697174","0.1442061960697174"
"302","0.19636012613773346","0.19636012613773346","0.19636012613773346"
"303","0.20554538071155548","0.20554538071155548","0.20554538071155548"
"304","0.1721363067626953","0.1721363067626953","0.1721363067626953"
"305","0.20043154060840607","0.20043154060840607","0.20043154060840607"
"306","0.19781020283699036","0.19781020283699036","0.19781020283699036"
"307","0.2504258155822754","0.2504258155822754","0.2504258155822754"
"308","0.20804612338542938","0.20804612338542938","0.20804612338542938"
"309","0.20883730053901672","0.20883730053901672","0.20883730053901672"
"310","0.19678717851638794","0.19678717851638794","0.19678717851638794"
"311","0.16866610944271088","0.16866610944271088","0.16866610944271088"
"312","0.18219850957393646","0.18219850957393646","0.18219850957393646"
"313","0.1751021295785904","0.1751021295785904","0.1751021295785904"
"314","0.19171173870563507","0.19171173870563507","0.19171173870563507"
"315","0.17960412800312042","0.17960412800312042","0.17960412800312042"
"316","0.19447873532772064","0.19447873532772064","0.19447873532772064"
"317","0.1861153244972229","0.1861153244972229","0.1861153244972229"
"318","0.19846509397029877","0.19846509397029877","0.19846509397029877"
"319","0.2035912275314331","0.2035912275314331","0.2035912275314331"
"320","0.20048996806144714","0.20048996806144714","0.20048996806144714"
"321","0.18417391180992126","0.18417391180992126","0.18417391180992126"
"322","0.17229613661766052","0.17229613661766052","0.17229613661766052"
"323","0.17405040562152863","0.17405040562152863","0.17405040562152863"
"324","0.17204979062080383","0.17204979062080383","0.17204979062080383"
"325","0.16891485452651978","0.16891485452651978","0.16891485452651978"
"326","0.20919382572174072","0.20919382572174072","0.20919382572174072"
"327","0.19010207056999207","0.19010207056999207","0.19010207056999207"
"328","0.17250248789787292","0.17250248789787292","0.17250248789787292"
"329","0.2091456651687622","0.2091456651687622","0.2091456651687622"
"330","0.17640019953250885","0.17640019953250885","0.17640019953250885"
"331","0.2019965648651123","0.2019965648651123","0.2019965648651123"
"332","0.2549896240234375","0.2549896240234375","0.2549896240234375"
"333","0.22993873059749603","0.22993873059749603","0.22993873059749603"
"334","0.20899233222007751","0.20899233222007751","0.20899233222007751"
"335","0.17712728679180145","0.17712728679180145","0.17712728679180145"
"336","0.2515302896499634","0.2515302896499634","0.2515302896499634"
"337","0.19035200774669647","0.19035200774669647","0.19035200774669647"
"338","0.2759997248649597","0.2759997248649597","0.2759997248649597"
"339","0.22451311349868774","0.22451311349868774","0.22451311349868774"
"340","0.19265545904636383","0.19265545904636383","0.19265545904636383"
"341","0.20472940802574158","0.20472940802574158","0.20472940802574158"
"342","0.23952679336071014","0.23952679336071014","0.23952679336071014"
"343","0.2772356867790222","0.2772356867790222","0.2772356867790222"
"344","0.29875755310058594","0.29875755310058594","0.29875755310058594"
"345","0.26934337615966797","0.26934337615966797","0.26934337615966797"
"346","0.27518534660339355","0.27518534660339355","0.27518534660339355"
"347","0.20118476450443268","0.20118476450443268","0.20118476450443268"
"348","0.21668748557567596","0.21668748557567596","0.21668748557567596"
"349","0.18877723813056946","0.18877723813056946","0.18877723813056946"
"350","0.17574654519557953","0.17574654519557953","0.17574654519557953"
"351","0.22820472717285156","0.22820472717285156","0.22820472717285156"
"352","0.20790503919124603","0.20790503919124603","0.20790503919124603"
"353","0.17011374235153198","0.17011374235153198","0.17011374235153198"
"354","0.20104719698429108","0.20104719698429108","0.20104719698429108"
"355","0.1920136660337448","0.1920136660337448","0.1920136660337448"
"356","0.19199912250041962","0.19199912250041962","0.19199912250041962"
"357","0.2201312929391861","0.2201312929391861","0.2201312929391861"
"358","0.2098395675420761","0.2098395675420761","0.2098395675420761"
"359","0.17836333811283112","0.17836333811283112","0.17836333811283112"
"360","0.19049373269081116","0.19049373269081116","0.19049373269081116"
"361","0.18634402751922607","0.18634402751922607","0.18634402751922607"
"362","0.20963436365127563","0.20963436365127563","0.20963436365127563"
"363","0.20304729044437408","0.20304729044437408","0.20304729044437408"
"364","0.19568794965744019","0.19568794965744019","0.19568794965744019"
"365","0.18310560286045074","0.18310560286045074","0.18310560286045074"
"366","0.2168426215648651","0.2168426215648651","0.2168426215648651"
"367","0.19025300443172455","0.19025300443172455","0.19025300443172455"
"368","0.22652149200439453","0.22652149200439453","0.22652149200439453"
"369","0.20493750274181366","0.20493750274181366","0.20493750274181366"
"370","0.22623933851718903","0.22623933851718903","0.22623933851718903"
"371","0.1795741319656372","0.1795741319656372","0.1795741319656372"
"372","0.21461276710033417","0.21461276710033417","0.21461276710033417"
"373","0.17948856949806213","0.17948856949806213","0.17948856949806213"
"374","0.20511753857135773","0.20511753857135773","0.20511753857135773"
"375","0.17771075665950775","0.17771075665950775","0.17771075665950775"
"376","0.21585334837436676","0.21585334837436676","0.21585334837436676"
"377","0.2383938878774643","0.2383938878774643","0.2383938878774643"
"378","0.20532524585723877","0.20532524585723877","0.20532524585723877"
"379","0.1916806846857071","0.1916806846857071","0.1916806846857071"
"380","0.20622386038303375","0.20622386038303375","0.20622386038303375"
"381","0.2714047431945801","0.2714047431945801","0.2714047431945801"
"382","0.34401530027389526","0.34401530027389526","0.34401530027389526"
"383","0.21562619507312775","0.21562619507312775","0.21562619507312775"
"384","0.1980922520160675","0.1980922520160675","0.1980922520160675"
"385","0.2398371696472168","0.2398371696472168","0.2398371696472168"
"386","0.16304142773151398","0.16304142773151398","0.16304142773151398"
"387","0.2375558465719223","0.2375558465719223","0.2375558465719223"
"388","0.23082691431045532","0.23082691431045532","0.23082691431045532"
"389","0.19668160378932953","0.19668160378932953","0.19668160378932953"
"390","0.22797314822673798","0.22797314822673798","0.22797314822673798"
"391","0.21121446788311005","0.21121446788311005","0.21121446788311005"
"392","0.2240307778120041","0.2240307778120041","0.2240307778120041"
"393","0.2912962734699249","0.2912962734699249","0.2912962734699249"
"394","0.20595119893550873","0.20595119893550873","0.20595119893550873"
"395","0.18137824535369873","0.18137824535369873","0.18137824535369873"
"396","0.19754725694656372","0.19754725694656372","0.19754725694656372"
"397","0.19616886973381042","0.19616886973381042","0.19616886973381042"
"398","0.19982574880123138","0.19982574880123138","0.19982574880123138"
"399","0.21319153904914856","0.21319153904914856","0.21319153904914856"
"400","0.1933767944574356","0.1933767944574356","0.1933767944574356"
"401","0.1862969845533371","0.1862969845533371","0.1862969845533371"
"402","0.20256096124649048","0.20256096124649048","0.20256096124649048"
"403","0.2030230462551117","0.2030230462551117","0.2030230462551117"
"404","0.24197621643543243","0.24197621643543243","0.24197621643543243"
"405","0.25562262535095215","0.25562262535095215","0.25562262535095215"
"406","0.2547159194946289","0.2547159194946289","0.2547159194946289"
"407","0.18503686785697937","0.18503686785697937","0.18503686785697937"
"408","0.1932823210954666","0.1932823210954666","0.1932823210954666"
"409","0.2674534320831299","0.2674534320831299","0.2674534320831299"
"410","0.2604963779449463","0.2604963779449463","0.2604963779449463"
"411","0.20719221234321594","0.20719221234321594","0.20719221234321594"
"412","0.248858243227005","0.248858243227005","0.248858243227005"
"413","0.27618053555488586","0.27618053555488586","0.27618053555488586"
"414","0.2609612047672272","0.2609612047672272","0.2609612047672272"
"415","0.240778386592865","0.240778386592865","0.240778386592865"
"416","0.2374943643808365","0.2374943643808365","0.2374943643808365"
"417","0.21071358025074005","0.21071358025074005","0.21071358025074005"
"418","0.24199780821800232","0.24199780821800232","0.24199780821800232"
"419","0.26031243801116943","0.26031243801116943","0.26031243801116943"
"420","0.2404034286737442","0.2404034286737442","0.2404034286737442"
"421","0.2650444209575653","0.2650444209575653","0.2650444209575653"
"422","0.23252537846565247","0.23252537846565247","0.23252537846565247"
"423","0.28877437114715576","0.28877437114715576","0.28877437114715576"
"424","0.21359971165657043","0.21359971165657043","0.21359971165657043"
"425","0.22040657699108124","0.22040657699108124","0.22040657699108124"
"426","0.21865858137607574","0.21865858137607574","0.21865858137607574"
"427","0.2106229066848755","0.2106229066848755","0.2106229066848755"
"428","0.24610501527786255","0.24610501527786255","0.24610501527786255"
"429","0.20448753237724304","0.20448753237724304","0.20448753237724304"
"430","0.18277953565120697","0.18277953565120697","0.18277953565120697"
"431","0.1881665587425232","0.1881665587425232","0.1881665587425232"
"432","0.21125590801239014","0.21125590801239014","0.21125590801239014"
"433","0.17077919840812683","0.17077919840812683","0.17077919840812683"
"434","0.19741614162921906","0.19741614162921906","0.19741614162921906"
"435","0.20287707448005676","0.20287707448005676","0.20287707448005676"
"436","0.21338924765586853","0.21338924765586853","0.21338924765586853"
"437","0.18579186499118805","0.18579186499118805","0.18579186499118805"
"438","0.16407060623168945","0.16407060623168945","0.16407060623168945"
"439","0.1978066861629486","0.1978066861629486","0.1978066861629486"
"440","0.17971090972423553","0.17971090972423553","0.17971090972423553"
"441","0.16532745957374573","0.16532745957374573","0.16532745957374573"
"442","0.22894755005836487","0.22894755005836487","0.22894755005836487"
"443","0.1918599158525467","0.1918599158525467","0.1918599158525467"
"444","0.15759292244911194","0.15759292244911194","0.15759292244911194"
"445","0.19245347380638123","0.19245347380638123","0.19245347380638123"
